Time_s,Time_min,Porosity_raw,Porosity_used,valid_poroelastic,Permeability_mD,k0_m2,Tortuosity,OutletHConc_raw,ElectrolyteConcentration_input_molL,FluidConductivity_input_S_m,cH_molL,pH,C_molL,zeta,omega0_rad_s,theta_deg,omega_t,Lambda_m,L_abs,sigma_abs,RE_real,RE_imag,RE_abs,TTM_real,TTM_imag,TTM_abs,matrix_cond,RE_abs_norm,TTM_abs_norm,L_abs_norm,sigma_abs_norm,Amax_waveform_schakel2011,Amax_waveform_schakel2011_RE,Amax_waveform_schakel2011_TE,Amax_waveform_schakel2011_RE_fixed_receiver_z_m,Amax_waveform_schakel2011_TE_fixed_receiver_z_m,Amax_waveform_schakel2011_RE_fixed_receiver_distance_m,Amax_waveform_schakel2011_TE_fixed_receiver_distance_m,Amax_waveform_spectral,Amax_waveform_spectral_RE,Amax_waveform_spectral_TE,Amax_waveform_schakel2011_norm,Amax_waveform_schakel2011_RE_norm,Amax_waveform_schakel2011_TE_norm,Amax_waveform_spectral_norm,Amax_waveform_spectral_RE_norm,Amax_waveform_spectral_TE_norm
3969.2,66.15333333333334,0.6898,0.6898,True,35544.2467190168,3.507944526794624e-11,1.15851985250039,2.22044604925031e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,16973.327567800254,2.171008366553367e-05,1.4077122331785783e-09,0.007541808433874025,1228944511.5726116,195820570.66891918,1244447792.5656607,-2.716977763224497e-07,5.490070204699201e-07,6.125588871152089e-07,7.660458153079398e+26,0.8410920917628794,1.466932362015829,1.1180231994979515,1.330868726406455,0.7157312925212325,0.7157312925212325,0.27868211612475147,-0.0009999999999999835,0.0010000000000000182,0.0009999999999999835,0.0010000000000000182,0.7157312925212325,0.7157312925212325,0.27868211612475147,0.8760046235248746,0.8760046235248746,0.6223252560070958,0.8760046235248746,0.8760046235248746,0.6223252560070958
4419.2,73.65333333333334,0.7056,0.7056,True,36736.776810598,3.625638100127886e-11,1.14521715886173,2.66142132087097e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,16993.634518429004,2.169710829581092e-05,1.4575536713341118e-09,0.007804175345922136,1208345094.4149163,207468524.93511862,1226026531.5381014,-3.1838920500739397e-07,6.28771838960156e-07,7.047877065716858e-07,6.896098921951512e+26,0.8286416080518382,1.6877983763975213,1.157607912083993,1.377167425339239,0.7143434731125751,0.7143434731125751,0.27476802265444267,-0.0009999999999999835,0.0010000000000000182,0.0009999999999999835,0.0010000000000000182,0.7143434731125751,0.7143434731125751,0.27476802265444267,0.8743060304476893,0.8743060304476893,0.6135846907536898,0.8743060304476893,0.8743060304476893,0.6135846907536898
4869.2,81.15333333333334,0.7221,0.7221,True,38627.677176229,3.812255463009861e-11,1.13254520292666,5.36064138891596e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,16724.756545308373,2.187082125262468e-05,1.496346602673108e-09,0.008075908146499252,1162968364.7015898,212744990.61095998,1182267249.1136458,-3.6947286361957855e-07,7.37317403136948e-07,8.24710343041643e-07,6.227356283583445e+26,0.7990657699907281,1.9749844740550244,1.1884177581528856,1.4251188801392065,0.706035624624895,0.706035624624895,0.2640140944502734,-0.0009999999999999835,0.0010000000000000182,0.0009999999999999835,0.0010000000000000182,0.706035624624895,0.706035624624895,0.2640140944502734,0.8641378098280271,0.8641378098280271,0.5895700850954434,0.8641378098280271,0.8641378098280271,0.5895700850954434
5319.2,88.65333333333334,0.7365,0.7365,True,41102.9384991006,4.056544770322942e-11,1.12038213197898,1.31536507814765e-15,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,16205.047326016424,2.22187612161171e-05,1.518594606468097e-09,0.008326126387092738,1089628998.4714718,209763097.81453475,1109635936.474073,-4.0609159218653546e-07,8.864952996783981e-07,9.750816876531363e-07,5.717058095371367e+26,0.7499760267002085,2.335087961850716,1.2060874095198781,1.4692737581239896,0.6928438705124657,0.6928438705124657,0.25094583812573185,-0.0009999999999999835,0.0010000000000000182,0.0009999999999999835,0.0010000000000000182,0.6928438705124657,0.6928438705124657,0.25094583812573185,0.8479920331718408,0.8479920331718408,0.5603873514639244,0.8479920331718408,0.8479920331718408,0.5603873514639244
5769.2,96.15333333333334,0.75115,0.75115,True,44540.0525416459,4.395761563657456e-11,1.11048806370079,2.78458255510668e-15,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,15387.874991885554,2.280109314512213e-05,1.5226904796652703e-09,0.008566986629189522,940166789.2051123,179547537.84496745,957157724.6569346,-4.2327691049713807e-07,1.195799375043875e-06,1.2685028530970375e-06,5.300873176377336e+26,0.6469197001176906,3.037761635098893,1.209340404804505,1.5117772725598022,0.6735833707655567,0.6735833707655567,0.23542063897403165,-0.0009999999999999835,0.0010000000000000182,0.0009999999999999835,0.0010000000000000182,0.6735833707655567,0.6735833707655567,0.23542063897403165,0.824418539870664,0.824418539870664,0.5257180168435502,0.824418539870664,0.824418539870664,0.5257180168435502
6219.2,103.65333333333334,0.7653,0.7653,True,47405.3340968944,4.678542876450955e-11,1.10464981505447,9.99743003044623e-15,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,14808.002369225098,2.3243244779480343e-05,1.529904896445217e-09,0.008774190903354748,728202957.7579745,-19064715.863132615,728452476.8839793,-7.310843366338916e-07,1.8927576781778518e-06,2.0290431083573925e-06,4.9272749983361366e+26,0.4923433680323468,4.859074061584614,1.2150701875972674,1.548341670990511,0.6600823200516452,0.6600823200516452,0.22095140538507435,-0.0009999999999999835,0.0010000000000000182,0.0009999999999999835,0.0010000000000000182,0.6600823200516452,0.6600823200516452,0.22095140538507435,0.8078942059880856,0.8078942059880856,0.49340675976437887,0.8078942059880856,0.8078942059880856,0.49340675976437887
6669.2,111.15333333333334,0.7804,0.7804,True,50972.6847053333,5.0306130199247066e-11,1.09799679660201,2.77295831303905e-14,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,14128.4746644189,2.3795638080923302e-05,1.5331068923471755e-09,0.00900114659277452,631731412.7349495,-652007026.2645364,907853369.29177,-2.3257828900611543e-06,2.9873177573421074e-06,3.785938910631376e-06,4.5514953027390455e+26,0.6135960816944463,9.066420266588324,1.217613254012911,1.588391512083284,0.6441361981378648,0.6441361981378648,0.20334431479684187,-0.0009999999999999835,0.0010000000000000182,0.0009999999999999835,0.0010000000000000182,0.6441361981378648,0.6441361981378648,0.20334431479684187,0.7883772774008831,0.7883772774008831,0.45408835171498374,0.7883772774008831,0.7883772774008831,0.45408835171498374
7119.2,118.65333333333334,0.79425,0.79425,True,55229.8850057114,5.450766036845722e-11,1.08542198582978,7.03873657780734e-14,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,13424.591152299416,2.4411499627129864e-05,1.5385699106907775e-09,0.009266607825031048,2155123398.7794447,-1268281293.9038618,2500618784.30782,-6.542535461263841e-06,-1.999559184246631e-07,6.545590319536345e-06,4.165180896812839e+26,1.6901076096240002,15.675126865671418,1.2219520535938728,1.635236251668118,0.6284785556323454,0.6284785556323454,0.1863110257043437,-0.0009999999999999835,0.0010000000000000182,0.0009999999999999835,0.0010000000000000182,0.6284785556323454,0.6284785556323454,0.1863110257043437,0.7692134272637485,0.7692134272637485,0.4160513002438136,0.7692134272637485,0.7692134272637485,0.4160513002438136
7569.2,126.15333333333334,0.8078,0.8078,True,62701.3739978356,6.188144694047811e-11,1.07498664205791,2.59925567792322e-13,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,12143.400569074789,2.5666983589199815e-05,1.5027200573439375e-09,0.009515380298848797,2241793261.267111,333921807.83696705,2266526152.5099897,-2.427326902669468e-06,-3.2525099156403784e-06,4.058415533648807e-06,3.911155818453509e+26,1.5318900752916182,9.718936758642549,1.1934796379994834,1.6791360017476546,0.5989463833030837,0.5989463833030837,0.16748986130533797,-0.0009999999999999835,0.0010000000000000182,0.0009999999999999835,0.0010000000000000182,0.5989463833030837,0.5989463833030837,0.16748986130533797,0.7330681311540368,0.7330681311540368,0.37402174299831153,0.7330681311540368,0.7330681311540368,0.37402174299831153
8019.2,133.65333333333334,0.82375,0.82375,True,72510.8002816605,7.156259829961731e-11,1.07137341733354,1.57076409245223e-12,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,10744.060878066628,2.728731241909009e-05,1.446255039417063e-09,0.009735033083761366,1616634328.7558188,586239622.577969,1719646314.7961955,-7.796735417897766e-07,-2.2248127392811785e-06,2.357473765842334e-06,3.701254683123054e+26,1.162267251904779,5.645587114087571,1.1486343929881722,1.7178971324063474,0.564727148723676,0.564727148723676,0.14600717139349317,-0.0009999999999999835,0.0010000000000000182,0.0009999999999999835,0.0010000000000000182,0.564727148723676,0.564727148723676,0.14600717139349317,0.6911862014155041,0.6911862014155041,0.32604873100523063,0.6911862014155041,0.6911862014155041,0.32604873100523063
8469.2,141.15333333333334,0.83965,0.83965,True,87727.5741671511,8.658038699803953e-11,1.06995132308093,8.77029178748822e-12,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,9063.89257219039,2.970897160910311e-05,1.355802623242229e-09,0.009934871686477623,1272236390.8495443,560541198.435707,1390248851.5893884,-3.2879912738624177e-07,-1.5279557289797678e-06,1.5629323644649656e-06,3.584755380473983e+26,0.9396354926577302,3.7428500562173164,1.0767959182270601,1.7531617442054586,0.5176330345847969,0.5176330345847969,0.1398602878139331,-0.0009999999999999835,0.0010000000000000182,0.0009999999999999835,0.0010000000000000182,0.5176330345847969,0.5176330345847969,0.1398602878139331,0.633546327125332,0.633546327125332,0.3123221203762833,0.633546327125332,0.633546327125332,0.3123221203762833
