Time_s,Time_min,Porosity_raw,Porosity_used,valid_poroelastic,Permeability_mD,k0_m2,Tortuosity,OutletHConc_raw,ElectrolyteConcentration_input_molL,FluidConductivity_input_S_m,cH_molL,pH,C_molL,zeta,omega0_rad_s,theta_deg,omega_t,Lambda_m,L_abs,sigma_abs,RE_real,RE_imag,RE_abs,TTM_real,TTM_imag,TTM_abs,matrix_cond,RE_abs_norm,TTM_abs_norm,L_abs_norm,sigma_abs_norm,Amax_waveform_spectral,Amax_waveform_spectral_RE,Amax_waveform_spectral_TE,Amax_waveform_spectral_norm,Amax_waveform_spectral_RE_norm,Amax_waveform_spectral_TE_norm
925.6,15.426666666666668,0.9555,0.95,False,4165597.340509326,4.111125073766688e-09,1.0075710513883034,5.581556483103571e-05,,,0.05581556483103571,1.2532446760153078,0.05681556483103571,0.0031570301199778774,3141592.653589793,45.0,229.3439216417288,0.00018676753043545688,1.271807891968113e-11,0.6771441462089051,-141867.34362097285,-137928.94401707113,197865.45121302892,-4.736539448736774e-12,-3.890775196030675e-12,6.129676792090036e-12,1.6988662515437544e+26,0.00013373245968224402,1.4680187148403415e-05,0.010100862076656263,119.49255610855775,,,,,,
950.6,15.843333333333334,0.95975,0.95,False,4215882.050293754,4.1607522254866775e-09,1.0071109826521303,5.697318144732563e-05,,,0.056973181447325626,1.244329528367792,0.05797318144732563,0.003161622730738978,3141592.653589793,45.0,226.7119534994379,0.00018784852267901897,1.266927538263198e-11,0.6912565836727065,-138382.03065521282,-134589.7631492158,193038.8322406201,-8.478802608499655e-13,-3.997299490765308e-12,4.086233492546846e-12,2.4319718951278374e+26,0.00013047026497785234,9.786270049355759e-06,0.010062101678981455,121.98291393696546,,,,,,
975.6,16.26,0.96425,0.95,False,4272009.220963171,4.216145437983402e-09,1.006682083145717,5.855220214984407e-05,,,0.05855220214984407,1.2324567664577049,0.05955220214984407,0.0031665079544592445,3141592.653589793,45.0,223.82865369772068,0.00018905455792563814,1.2613544818358645e-11,0.710386928644954,-134012.39099924327,-130399.06413931363,186984.58992586232,-2.121212739574404e-12,-3.681292779462855e-12,4.248700979671092e-12,2.201684696539333e+26,0.00012637834942967922,1.0175369376679593e-05,0.010017839747070649,125.3587591432934,,,,,,
1000.6,16.676666666666666,0.96885,0.95,False,4320730.0947050555,4.2642292034756264e-09,1.0063811511552267,5.98343440030466e-05,,,0.0598343440030466,1.2230494660185978,0.0608343440030466,0.003169380013731254,3141592.653589793,45.0,221.37092056189522,0.00019010113418269125,1.2559443403618683e-11,0.7258983472120896,-130550.76696349347,-127075.55083232933,182185.8896130441,-3.508533431654439e-12,-3.72391234493425e-12,5.116378601490568e-12,1.7416612856366492e+26,0.00012313502427019893,1.2253402249347313e-05,0.009974871706701385,128.09598882154413,,,,,,
1025.6,17.09333333333333,0.9726,0.95,False,4376836.540895806,4.319601962501474e-09,1.0058392331889447,6.1016349721571316e-05,,,0.061016349721571314,1.214553777408097,0.062016349721571315,0.003171214774458549,3141592.653589793,45.0,218.65091747719103,0.00019127990238928464,1.2496185925159709e-11,0.7404011734430814,-127288.76000599226,-123943.26239743593,177663.61675251,1.45800101873865e-12,-3.713543855196284e-12,3.989508106911054e-12,2.131767394753026e+26,0.00012007852972157578,9.55461888546939e-06,0.009924631802603733,130.65523678498266,,,,,,
1050.6,17.509999999999998,0.97675,0.95,False,4424374.448307451,4.366518230959269e-09,1.0054390226138803,6.272677163797203e-05,,,0.06272677163797204,1.202547063744248,0.06372677163797204,0.003172579114323137,3141592.653589793,45.0,216.38770991630005,0.00019227760243677018,1.2441902146932054e-11,0.7611244050849184,-123242.22162430642,-120053.91443061589,172051.11903445527,4.489720245073216e-12,-4.037667453170112e-12,6.038240334850007e-12,1.3252367557279047e+26,0.00011628517863276773,1.4461202632579877e-05,0.00988151892680385,134.31217147691882,,,,,,
1075.6,17.926666666666666,0.98,0.95,False,4491661.295349272,4.432925188088378e-09,1.0047946160889396,6.411935233383127e-05,,,0.06411935233383127,1.1930108730812081,0.06511935233383127,0.0031726371105620745,3141592.653589793,45.0,213.28283454291042,0.00019367209102563572,1.2360666660006916e-11,0.7782555680865163,-119675.21599505145,-116623.51842330363,167102.37093737736,1.9881581291142514e-12,-3.573284580418027e-12,4.089148498039208e-12,1.8548880785801896e+26,0.00011294043981498631,9.793251302628644e-06,0.009817000656840054,137.33523010872415,,,,,,
1100.6,18.34333333333333,0.9836,0.95,False,4532713.535307235,4.473440600220083e-09,1.004547761120213,6.678135691604991e-05,,,0.0667813569160499,1.1753447608556837,0.0677813569160499,0.003170344767286534,3141592.653589793,45.0,211.40309451385548,0.00019453122578634967,1.2300572853168893e-11,0.8102688213473369,-114363.38892788881,-111507.76779775231,159727.79033815314,-8.561769731771559e-13,-3.3562393891848743e-12,3.463723696676e-12,2.009235064704726e+26,0.0001079561396422522,8.295398570309562e-06,0.009769273381489313,142.98446370677394,,,,,,
1125.6,18.759999999999998,0.9869,0.95,False,4561698.7075769305,4.5020467420875596e-09,1.0043716281258797,7.045053473073868e-05,,,0.07045053473073869,1.1521157061780771,0.07145053473073869,0.0031625851696465714,3141592.653589793,45.0,210.0966702521862,0.00019513510604327551,1.2235106567884503e-11,0.8542805156742566,-107878.19956388648,-105253.59529746047,150718.3640575604,-1.9476955198433493e-12,-2.8907083153713577e-12,3.48564375726708e-12,1.786444701357575e+26,0.00010186688692307824,8.347895725167163e-06,0.009717279214563257,150.75100777753914,,,,,,
1150.6,19.176666666666666,0.9893,0.95,False,4584825.284312135,4.52487089951677e-09,1.0042424804249408,7.201090740847702e-05,,,0.07201090740847702,1.1426017165056856,0.07301090740847702,0.003157850410652991,3141592.653589793,45.0,209.06379233294788,0.00019561654382158463,1.2188476858846918e-11,0.8730489794791179,-105144.68873551261,-102614.63275171925,146918.91785627216,8.799935982785026e-13,-3.081738502615473e-12,3.204918241003006e-12,1.8526052789696957e+26,9.929893338286377e-05,7.675575918451286e-06,0.009680245299092392,154.06299345566967,,,,,,
1175.6,19.59333333333333,0.99235,0.95,False,4608858.892901255,4.548590227816454e-09,1.0040494583724027,7.429495485138645e-05,,,0.07429495485138646,1.1290406768800225,0.07529495485138646,0.0031495375101896136,3141592.653589793,45.0,208.01357839151837,0.00019610973414949657,1.2128413251339995e-11,0.9005342172168711,-101416.45486688391,-99013.27991067104,141735.41165296553,1.0361823309876782e-12,-2.9774866752723837e-12,3.1526339344230326e-12,1.7605880278645343e+26,9.579552725462544e-05,7.550358320272377e-06,0.009632542008439353,158.9131886924196,,,,,,
1200.6,20.009999999999998,0.99435,0.95,False,4626565.410115753,4.566065202217293e-09,1.0039146174414155,7.579759886612778e-05,,,0.07579759886612779,1.1203445518311108,0.07679759886612779,0.003143239202605664,3141592.653589793,45.0,207.24531358477037,0.00019647289033717727,1.2083574827900077e-11,0.918629335148855,-99039.6376863983,-96715.82170702437,138429.76559077884,2.21969427362343e-12,-3.005255693707015e-12,3.73612157897934e-12,1.42189623488565e+26,9.356132125239012e-05,8.94777422186138e-06,0.009596930755060474,162.10635207850828,,,,,,
1225.6,20.426666666666666,0.99665,0.95,False,4638949.223159367,4.578287075852879e-09,1.0038400688169358,7.747736855177309e-05,,,0.07747736855177309,1.110825138118797,0.07847736855177309,0.003135477610637588,3141592.653589793,45.0,206.70741571631396,0.00019672835694857795,1.2039157149812741e-11,0.9387919329947491,-96550.08893581983,-94307.79584952716,134966.2181122032,-4.4182946587785225e-12,-2.2933300128953627e-12,4.9780207150872184e-12,1.0179824877527141e+26,9.122039351237011e-05,1.1922043886622586e-05,0.00956165366305948,165.6643542673827,,,,,,
1250.6,20.84333333333333,0.99795,0.95,False,4650288.898450856,4.589478465612484e-09,1.0037870552051005,7.910695558710192e-05,,,0.07910695558710192,1.1017853288880368,0.08010695558710192,0.0031272680903381353,3141592.653589793,45.0,206.21425243441126,0.0001969634553103297,1.1994103912169844e-11,0.9583366067627597,-94222.66142352133,-92055.28627662224,131727.3155317545,-9.952091847699293e-13,-2.6000323111353946e-12,2.78399162003022e-12,1.7402001479811537e+26,8.903129781072468e-05,6.667483358073625e-06,0.009525871801473962,169.1133141969971,,,,,,
1275.6,21.259999999999998,0.99895,0.95,False,4657428.471686937,4.596524676791229e-09,1.0037484357760162,8.232695485385976e-05,,,0.08232695485385975,1.0844579481694758,0.08332695485385976,0.0031092471343740565,3141592.653589793,45.0,205.90605967497598,0.00019711080409033215,1.1916846148652278e-11,0.996896490360137,-89992.02027366511,-87957.81939069756,125837.75945598492,1.7475259124263605e-12,-2.6075839524821363e-12,3.139003167224261e-12,1.4175025722143568e+26,8.50506896973801e-05,7.517713497349168e-06,0.009464512690670345,175.91780195650227,,,,,,
1300.6,21.676666666666666,0.99935,0.95,False,4661537.679095246,4.600580149327021e-09,1.0037301899392013,8.633798006318066e-05,,,0.08633798006318066,1.0637981161809817,0.08733798006318066,0.0030838342909297713,3141592.653589793,45.0,205.72829041413272,0.00019719594715840718,1.1814921588035952e-11,1.0449020691779234,-85122.2598309844,-83236.60672294634,119055.16291822062,-2.2352968891977605e-12,-2.2571808561192624e-12,3.176699167388765e-12,1.264575868834613e+26,8.046649719451144e-05,7.607993026911848e-06,0.00938356289192235,184.3891287080126,,,,,,
1325.6,22.09333333333333,0.99985,0.95,False,4664278.002198076,4.603284638046733e-09,1.003714488950348,9.05745850438142e-05,,,0.0905745850438142,1.0429936469549717,0.0915745850438142,0.0030539270926225235,3141592.653589793,45.0,205.61063869990073,0.00019725235747710147,1.1697531392468841e-11,1.095605475010423,-80375.5346339421,-78630.00570608547,112440.67042236567,-1.3083476383512573e-12,-2.142900649069299e-12,2.510736293313365e-12,1.4414877810524954e+26,7.59959221365744e-05,6.0130541815339965e-06,0.009290330086711481,193.3365287560753,,,,,,
1350.6,22.509999999999998,1.0,0.95,False,4667231.38137131,4.606199396766532e-09,1.0037057458225245,9.271305731372572e-05,,,0.09271305731372573,1.0328590973553866,0.09371305731372573,0.0030377890596180778,3141592.653589793,45.0,205.482320172924,0.0001973139374262311,1.1632356285867688e-11,1.121200084231107,-78102.59000926737,-76422.55566770633,109272.236093801,2.471644643989083e-12,-2.274581437441603e-12,3.3589801966837837e-12,1.0232975781767306e+26,7.385445421732447e-05,8.044544531080482e-06,0.0092385671776458,197.853093353882,,,,,,
