distance_from_interface_m,distance_from_interface_mm,common_arrival_time_s,common_arrival_time_us,time_after_T0_us,fluid_z_m,porous_z_m,fluid_signed,porous_signed,signed_product,polarity_reversed,fluid_abs,porous_abs
0.001,1.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.0009999999999999835,0.0010000000000000182,-1.4454948655360523e-06,-3.020848113489832e-08,4.366620437613822e-14,False,1.4454948655360523e-06,3.020848113489832e-08
0.002,2.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.0019999999999999844,0.002000000000000019,-1.2539823883134863e-06,-2.23930428978448e-08,2.8080481414645774e-14,False,1.2539823883134863e-06,2.23930428978448e-08
0.005,5.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.004999999999999987,0.005000000000000022,-8.615616242716431e-07,-8.077188796151717e-09,6.958995898761191e-15,False,8.615616242716431e-07,8.077188796151717e-09
0.01,10.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.009999999999999992,0.010000000000000026,-5.118492754459918e-07,1.5443325692828818e-09,-7.9046550663509e-16,True,5.118492754459918e-07,1.5443325692828818e-09
