distance_from_interface_m,distance_from_interface_mm,common_arrival_time_s,common_arrival_time_us,time_after_T0_us,fluid_z_m,porous_z_m,fluid_signed,porous_signed,signed_product,polarity_reversed,fluid_abs,porous_abs
0.001,1.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.0009999999999999835,0.0010000000000000182,0.001130795185882389,-0.0006500120699789989,-7.350305194976986e-07,True,0.001130795185882389,0.0006500120699789989
0.002,2.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.0019999999999999844,0.002000000000000019,0.0009825005950220536,-0.0005677038831577172,-5.577694029987876e-07,True,0.0009825005950220536,0.0005677038831577172
0.005,5.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.004999999999999987,0.005000000000000022,0.0006745500550066651,-0.00039761959402010734,-2.682143190179913e-07,True,0.0006745500550066651,0.00039761959402010734
0.01,10.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.009999999999999992,0.010000000000000026,0.00039709251018097666,-0.0002429782012104623,-9.64848238379209e-08,True,0.00039709251018097666,0.0002429782012104623
