Pe_label,pH0,Time_s,Time_min,Porosity_used,Permeability_mD,k0_m2,Tortuosity,OutletHConc_raw,cH_molL,pH,C_molL,zeta,omega_t,Lambda_m,debye_d,L_abs,sigma_abs,L_over_sigma,Amax_waveform_schakel2011_RE,Amax_waveform_schakel2011_TE,L_abs_norm,sigma_abs_norm,L_over_sigma_norm
Pe0.1,1.5,395.8472741137379,6.5974545685622985,0.575,21698.68733396475,2.1414940109304692e-11,1.228811630186344,1.6580089338521396e-22,1e-07,7.0,0.0010001,-0.07149880574988629,21850.715748377614,1.913428153766273e-05,9.659384446620077e-09,1.3807726552022212e-09,0.005932152824597762,2.3276080303879332e-07,0.0012414169732825,0.0010482580021247,0.9969340358606695,1.0461622447434107,0.9529440016306311
Pe0.1,1.5,457.8664593889716,7.63110765648286,0.5796,22183.388126305406,2.189330261479415e-11,1.2230358340112713,1.972586007226354e-22,1e-07,7.0,0.0010001,-0.07149880574988629,21646.01300561037,1.922454349985251e-05,9.659384446620077e-09,1.391825608085898e-09,0.006007769628921286,2.316709351479918e-07,0.0012398276930058,0.0010325988956984,1.0049143973524663,1.059497613553095,0.948481982873392
Pe0.1,1.5,509.99819389909686,8.49996989831828,0.5839,22406.37526524056,2.2113373817809587e-11,1.219701530544879,2.523998621457362e-22,1e-07,7.0,0.0010001,-0.07149880574988629,21648.60412877236,1.9223392971849193e-05,9.659384446620077e-09,1.4060686586086929e-09,0.006068887053981878,2.3168476297250456e-07,0.0012422489703244,0.001023061993492,1.0151980467187538,1.0702759506062476,0.9485385952507898
Pe0.1,1.5,565.1486036380521,9.419143393967536,0.58855,22960.286880753665,2.266004209730012e-11,1.213717501546412,4.665999984360668e-22,1e-07,7.0,0.0010001,-0.07149880574988629,21399.569531181976,1.933492424642362e-05,9.659384446620077e-09,1.4160375399252872e-09,0.006147278642532387,2.3035193656716154e-07,0.0012394567190055,0.0010069380044187,1.0223956958368214,1.0841006652877279,0.9430818821289724
Pe0.1,1.5,611.0081485064862,10.18346914177477,0.592,23288.296456516924,2.2983762390243988e-11,1.209114079519197,6.040138177662123e-22,1e-07,7.0,0.0010001,-0.07149880574988629,21302.63396829237,1.93788651615856e-05,9.659384446620077e-09,1.4265188410034122e-09,0.006206815593694007,2.2983103323590363e-07,0.0012399601420063,0.0009971079787066,1.029963318026845,1.0946002785502442,0.9409492562810159
Pe0.1,1.5,671.4761575392859,11.191269292321431,0.597,23650.39494553119,2.3341125825946963e-11,1.2032587771285286,7.711002121485788e-22,1e-07,7.0,0.0010001,-0.07149880574988629,21256.584965643797,1.939984441669712e-05,9.659384446620077e-09,1.4440041397766542e-09,0.00628967789952815,2.2958316194299598e-07,0.0012427436988083,0.0009852625502227,1.0425879086200625,1.1092134246439542,0.939934448552786
Pe0.1,1.5,718.2377846861617,11.97062974476936,0.6006,23937.03926966996,2.3624021788252265e-11,1.1977151802120602,9.596937789080906e-22,1e-07,7.0,0.0010001,-0.07149880574988629,21226.477974887257,1.941359761628249e-05,9.659384446620077e-09,1.4584015645342802e-09,0.006356880313577191,2.2942095691488608e-07,0.0012458222101532,0.0009765761724372,1.0529830179927333,1.1210648772973992,0.9392703663424067
Pe0.1,1.5,777.3261721370964,12.95543620228494,0.60455,24346.757828866,2.4028382580765262e-11,1.1943470750329477,1.788416115083983e-21,1e-07,7.0,0.0010001,-0.07149880574988629,21065.76024327709,1.948751331739047e-05,9.659384446620077e-09,1.466548768295518e-09,0.006416665183970247,2.2855310761097022e-07,0.0012434174276537,0.0009647791895178,1.0588653945708533,1.1316082122487092,0.9357173119720448
Pe0.1,1.5,845.3749087435991,14.089581812393318,0.60955,25048.121991452208,2.4720575214606587e-11,1.1934723361574993,3.844982162151081e-21,1e-07,7.0,0.0010001,-0.07149880574988629,20660.384837965117,1.9677765922296013e-05,9.659384446620077e-09,1.465453911369994e-09,0.006474304327265566,2.2634924731580097e-07,0.0012317808493948,0.000946115787073,1.0580748950419554,1.14177313842608,0.9266945064940819
Pe0.1,1.5,897.9989276241148,14.966648793735247,0.6137,25547.32645018548,2.5213251726394334e-11,1.1926242199666983,5.680624589794874e-21,1e-07,7.0,0.0010001,-0.07149880574988629,20409.089899045848,1.979854040143478e-05,9.659384446620077e-09,1.4674730148756334e-09,0.006522910178352661,2.2497213279828404e-07,0.0012245668708773,0.0009326551522833,1.059532711431289,1.1503450022644643,0.9210564737931571
Pe0.1,1.5,955.6823393763784,15.928038989606309,0.61795,26234.846408806407,2.589178119277237e-11,1.194619754516839,1.0705983615397591e-20,1e-07,7.0,0.0010001,-0.07149880574988629,19978.446560299104,2.0010785438007033e-05,9.659384446620077e-09,1.4595198499580581e-09,0.0065569224566836126,2.2259220840263835e-07,0.0012097637808573,0.000915624867881,1.0537904331718875,1.1563432228935762,0.9113128457958479
Pe0.1,1.5,1017.4238190410376,16.95706365068396,0.62205,27099.38204083867,2.6745011551705238e-11,1.198983210256759,2.3498759924051328e-20,1e-07,7.0,0.0010001,-0.07149880574988629,19398.55600625635,2.0307679094096326e-05,9.659384446620077e-09,1.4424540533825528e-09,0.006576147612190641,2.1934636179829358e-07,0.0011885739463111,0.0008959795678131,1.0414687280808317,1.1597336668749545,0.8980240531321279
Pe0.1,1.5,1085.9265997022198,18.098776661703663,0.6275,27942.085306163503,2.7576695039240397e-11,1.1989917196512618,4.179700530686222e-20,1e-07,7.0,0.0010001,-0.07149880574988629,18978.213581197164,2.0531341586591553e-05,9.659384446620077e-09,1.4392293523111728e-09,0.006633525340572512,2.1696296892218684e-07,0.0011750185411215,0.0008769761081165,1.0391404561227922,1.1698524913383694,0.8882662248587972
Pe0.1,1.5,1134.5276492722796,18.908794154537997,0.6308,28444.834189723348,2.8072869626474596e-11,1.1994706066413328,6.531551890715148e-20,1e-07,7.0,0.0010001,-0.07149880574988629,18733.342181185526,2.0665092829433098e-05,9.659384446620077e-09,1.4368595876847758e-09,0.0066656355840721965,2.1556227752957414e-07,0.0011666500331238,0.0008658716855852,1.0374294582955013,1.1755152794377581,0.8825316662763392
Pe0.1,1.5,1201.5233189209162,20.025388648681936,0.63535,29349.469733174363,2.8965675522314563e-11,1.200073816955333,1.1157368815678201e-19,1e-07,7.0,0.0010001,-0.07149880574988629,18277.6944304428,2.092108901315201e-05,9.659384446620077e-09,1.4287955146594982e-09,0.006710127184957345,2.12931212073379e-07,0.001151404900097,0.000847997218546,1.031607103082805,1.183361576461873,0.8717598438232227
Pe0.1,1.5,1258.457002790736,20.9742833798456,0.63985,30036.260196278487,2.9643485032569806e-11,1.1984343409882368,1.6501839725824373e-19,1e-07,7.0,0.0010001,-0.07149880574988629,18010.86906497084,2.1075488948657252e-05,9.659384446620077e-09,1.4303271137793112e-09,0.006766770350040553,2.113751523680332e-07,0.0011434830851867,0.0008343388004938,1.03271293559338,1.1933508573325724,0.8653891931680034
Pe0.1,1.5,1316.0105102585992,21.933508504309987,0.64355,30600.445468572965,3.0200292623314077e-11,1.1964075019164255,2.283702921097738e-19,1e-07,7.0,0.0010001,-0.07149880574988629,17811.152251374635,2.119331950412969e-05,9.659384446620077e-09,1.4330229314258364e-09,0.006817333203355086,2.1020285919435294e-07,0.001138000708453,0.0008235934454281,1.0346593475216357,1.202267847452049,0.8605897177691111
Pe0.1,1.5,1386.770065725363,23.11283442875605,0.6479,31238.57458114321,3.083007711291798e-11,1.1982734864603868,3.8989107798072867e-19,1e-07,7.0,0.0010001,-0.07149880574988629,17537.893114525512,2.1357788624468452e-05,9.659384446620077e-09,1.4293694927965676e-09,0.00685259249994662,2.0858813548415466e-07,0.0011270945085865,0.0008107387473375,1.0320215220231919,1.2084859854469638,0.8539788913162235
Pe0.1,1.5,1460.7665120050592,24.34610853341765,0.6531,31841.500091243583,3.142511834700042e-11,1.1932893292593356,6.060826853807799e-19,1e-07,7.0,0.0010001,-0.07149880574988629,17416.344428327007,2.143218705818239e-05,9.659384446620077e-09,1.4418368179063982e-09,0.0069363821398057395,2.0786582815732502e-07,0.0011257465230064,0.000799316704748,1.0410230768347697,1.2232626711314232,0.8510216991023719
Pe0.1,1.5,1515.789157712072,25.26315262853453,0.65745,32151.516797592947,3.173108105788587e-11,1.1872450056437764,7.743335857631191e-19,1e-07,7.0,0.0010001,-0.07149880574988629,17451.690804762424,2.141047185214544e-05,9.659384446620077e-09,1.4603092656421066e-09,0.00701814872134345,2.080761356910326e-07,0.0011303378800348,0.0007927673946709,1.0543604005455207,1.2376825812409182,0.8518827173671653
Pe0.1,1.5,1573.3288104185992,26.222146840309986,0.66135,32510.38934234893,3.2085260734035836e-11,1.180774627437285,1.2860054425665226e-18,1e-07,7.0,0.0010001,-0.07149880574988629,17456.56430625861,2.1407482969326187e-05,9.659384446620077e-09,1.4772277002225819e-09,0.007098468938735651,2.081051157611601e-07,0.0011344407901713,0.0007862850707493,1.066575708549493,1.2518474184273238,0.8520013644230024
Pe0.1,1.5,1640.4435104314612,27.340725173857685,0.66595,33080.29191854408,3.2647710865212853e-11,1.1732327628006447,2.048850861854269e-18,1e-07,7.0,0.0010001,-0.07149880574988629,17386.201371126626,2.1450757873545502e-05,9.659384446620077e-09,1.4940442285721715e-09,0.0071937540116893154,2.0768631039433106e-07,0.0011368419850743,0.0007771043408407,1.078717439060709,1.268651376241493,0.8502867369730193
Pe0.1,1.5,1696.8584037788978,28.280973396314963,0.6707,33469.09324936319,3.3031427957669244e-11,1.16948079964047,2.865295248199995e-18,1e-07,7.0,0.0010001,-0.07149880574988629,17362.324207085767,2.1465502653309934e-05,9.659384446620077e-09,1.5084912119694815e-09,0.007268295996638686,2.0754399829989065e-07,0.0011376801001222,0.0007691457072846,1.089148330351921,1.2817971957454857,0.8497040982512672
Pe0.1,1.5,1742.7818119698773,29.04636353283129,0.674,33761.77948673459,3.332028682492041e-11,1.167856107112142,3.666718444589215e-18,1e-07,7.0,0.0010001,-0.07149880574988629,17320.556006460534,2.1491368900126488e-05,9.659384446620077e-09,1.5161950985094392e-09,0.007314196896114471,2.072948158279536e-07,0.0011366310298703,0.0007631810350831,1.0947106267018354,1.289892029012797,0.8486839224362511
Pe0.1,1.5,1806.0864013052835,30.10144002175473,0.6787,34030.621481367176,3.3585613253441785e-11,1.1630785441680485,4.8536589413351414e-18,1e-07,7.0,0.0010001,-0.07149880574988629,17374.6282985225,2.14579007559241e-05,9.659384446620077e-09,1.5354306949133975e-09,0.0073954837156582605,2.076173451186798e-07,0.0011406796091121,0.000756948873598,1.1085989526930367,1.3042273309034307,0.8500043868311797
Pe0.1,1.5,1858.1664387329504,30.96944064554917,0.6827,34212.5428252672,3.376515566650403e-11,1.1612109351806614,5.75094460735476e-18,1e-07,7.0,0.0010001,-0.07149880574988629,17412.05497262902,2.1434826802769013e-05,9.659384446620077e-09,1.5486293282178977e-09,0.0074510544388379585,2.0784029172378678e-07,0.0011419748360578,0.0007516068792539,1.1181285205900582,1.3140274817462454,0.8509171506094745
Pe0.1,1.5,1917.394336818864,31.9565722803144,0.68665,34742.23505066654,3.428792126557949e-11,1.1575503281698198,1.0753959030271768e-17,1e-07,7.0,0.0010001,-0.07149880574988629,17300.32993002994,2.1503928172014203e-05,9.659384446620077e-09,1.5574938252986121e-09,0.007517803929642579,2.0717404176470194e-07,0.0011398965948512,0.0007431026590881,1.1245287913495177,1.325799059316885,0.8481894623827299
Pe0.1,1.5,1985.603739892384,33.093395664873064,0.6919,35129.72171322267,3.4670340881295367e-11,1.1529482136493632,1.6265151853704877e-17,1e-07,7.0,0.0010001,-0.07149880574988629,17309.13711215817,2.1498456694497124e-05,9.659384446620077e-09,1.5760676107489494e-09,0.007605526060410935,2.0722663997601142e-07,0.0011417916587116,0.0007351769698566,1.137939282077626,1.3412692577341891,0.8484048042672288
Pe0.1,1.5,2035.840184481264,33.9306697413544,0.69585,35556.92010286838,3.5091952925759204e-11,1.149233069245702,2.3993375807806718e-17,1e-07,7.0,0.0010001,-0.07149880574988629,17254.404659453518,2.1532527172304948e-05,9.659384446620077e-09,1.5876730490795882e-09,0.0076736419096566305,2.0689954884155276e-07,0.0011413905391037,0.0007280383551498,1.1463185445357178,1.3532817988565282,0.8470656632671137
Pe0.1,1.5,2093.694641733368,34.894910695556135,0.7002,35908.680781529445,3.5439113735553617e-11,1.144382171641482,3.3629356523609727e-17,1e-07,7.0,0.0010001,-0.07149880574988629,17265.063128312133,2.1525879666871824e-05,9.659384446620077e-09,1.604865651146863e-09,0.007754349466071291,2.0696328662628118e-07,0.0011438832019891,0.0007217466933772,1.1587318046776378,1.3675149450486512,0.8473266115833303
Pe0.1,1.5,2154.195647001937,35.90326078336562,0.7045,36186.7086360955,3.5713505903273874e-11,1.1382964319339277,4.349948585189468e-17,1e-07,7.0,0.0010001,-0.07149880574988629,17329.783497033954,2.148564644521427e-05,9.659384446620077e-09,1.6263941796812381e-09,0.007843718497490873,2.073498915344177e-07,0.0011493230937853,0.0007167425713028,1.1742756545337698,1.3832755819177451,0.8489094074123524
Pe0.1,1.5,2218.199948058374,36.96999913430624,0.70985,36692.965904477394,3.621314299723432e-11,1.1337292584534926,5.841074397266273e-17,1e-07,7.0,0.0010001,-0.07149880574988629,17289.8415138786,2.1510449572253203e-05,9.659384446620077e-09,1.64344937069089e-09,0.007935099115752948,2.0711138534215345e-07,0.0011497155101221,0.0007083428536903,1.1865897022820118,1.3993909713141024,0.8479329412621128
Pe0.1,1.5,2264.4582117125715,37.74097019520953,0.71365,37187.47136882934,3.6701181961980566e-11,1.128327046687163,8.754282076587267e-17,1e-07,7.0,0.0010001,-0.07149880574988629,17233.37032609964,2.1545664017439386e-05,9.659384446620077e-09,1.6574442625164207e-09,0.00801574001415544,2.0677370518373202e-07,0.0011511756703129,0.0007019299692449,1.1966941781611466,1.4136123620613301,0.8465504478300733
Pe0.1,1.5,2319.834106214575,38.66390177024292,0.71835,37545.34067916576,3.7054371522706506e-11,1.123971389408961,1.1056410438766264e-16,1e-07,7.0,0.0010001,-0.07149880574988629,17248.10502764535,2.1536459042192447e-05,9.659384446620077e-09,1.6755411375121767e-09,0.008099806680059104,2.0686186765879087e-07,0.0011536981461996,0.0006957685520205,1.2097603339529868,1.4284379025540155,0.8469113930608828
Pe0.1,1.5,2365.391287590078,39.423188126501294,0.72185,37979.89815152761,3.748324641736953e-11,1.1220947025884056,1.3928067551839984e-16,1e-07,7.0,0.0010001,-0.07149880574988629,17162.48816370093,2.159011065092518e-05,9.659384446620077e-09,1.6823295522260805e-09,0.008152833452198445,2.063490640511531e-07,0.0011512012425299,0.0006893273590073,1.2146616489177136,1.4377894160117881,0.8448119282217298
Pe0.1,1.5,2424.602482597101,40.410041376618345,0.7264,38983.619190407546,3.8473842097340345e-11,1.1197083213180792,1.7410608916242264e-16,1e-07,7.0,0.0010001,-0.07149880574988629,16861.85582132853,2.178172685978228e-05,9.659384446620077e-09,1.6816162637857103e-09,0.00822152808656472,2.0453816444825358e-07,0.0011417517318464,0.0006773466745212,1.2141466463060149,1.4499040285336466,0.8373979397339397
Pe0.1,1.5,2474.9208311674493,41.24868051945749,0.7307,39702.578520707655,3.918339981216592e-11,1.117858033049835,2.2945764563829883e-16,1e-07,7.0,0.0010001,-0.07149880574988629,16682.085384402948,2.189877511092311e-05,9.659384446620077e-09,1.6853138081037075e-09,0.008283775965058913,2.034475359078258e-07,0.0011357989440733,0.0006680841297168,1.2168163166285162,1.4608817262129736,0.8329328068076084
Pe0.1,1.5,2528.1528513010458,42.13588085501743,0.7351,40964.75192448336,4.042906815299247e-11,1.1159075458556846,2.7884492053853376e-16,1e-07,7.0,0.0010001,-0.07149880574988629,16293.87862966175,2.2158112090727725e-05,9.659384446620077e-09,1.6785462820413502e-09,0.00834798437821604,2.0107204398004093e-07,0.0011229647412204,0.0006546946156226,1.211930083514963,1.4722051731345263,0.8232073257388424
Pe0.1,1.5,2583.187385541801,43.05312309236335,0.73955,41880.3877607406,4.133273049410973e-11,1.1136810123979788,4.2783598655619005e-16,1e-07,7.0,0.0010001,-0.07149880574988629,16066.180055898822,2.231457802228521e-05,9.659384446620077e-09,1.6802184517992129e-09,0.008415167439604042,1.996654806761958e-07,0.0011155859678456,0.0006443536276375,1.2131374096733059,1.4840532128578072,0.8174487270151148
Pe0.1,1.5,2639.446165339491,43.99076942232485,0.7435,42981.84486942542,4.2419784178621406e-11,1.1110660375598431,6.209843614950285e-16,1e-07,7.0,0.0010001,-0.07149880574988629,15775.119061275342,2.2519496213577947e-05,9.659384446620077e-09,1.6777603272977916e-09,0.008479839273121193,1.9785284523208357e-07,0.0011065754129057,0.0006334635185753,1.211362614980916,1.495458386076446,0.8100276318347467
Pe0.1,1.5,2704.2362036771456,45.07060339461909,0.74735,43992.78213725504,4.3417501723080794e-11,1.1066153971621937,1.0907781754810713e-15,1e-07,7.0,0.0010001,-0.07149880574988629,15554.730826711606,2.267846957527931e-05,9.659384446620077e-09,1.681360799544366e-09,0.008557887778619303,1.9646913386092923e-07,0.0011016612081413,0.0006241108349573,1.213962198130436,1.5092225964946608,0.8043625910120877
Pe0.1,1.5,2780.789259513082,46.34648765855137,0.7523,45122.779714336175,4.453272266084572e-11,1.105744691919457,1.6453309080392437e-15,1e-07,7.0,0.0010001,-0.07149880574988629,15277.663864657938,2.2883187452080402e-05,9.659384446620077e-09,1.6786757226521596e-09,0.008621170823129383,1.947155156870932e-07,0.0010903155283846,0.0006118276121559,1.2120235411526503,1.520382850428839,0.7971831179303207
Pe0.1,1.5,2840.587896127396,47.34313160212327,0.7569,45929.77687615786,4.5329166962881405e-11,1.1034597041125187,2.5236058099748053e-15,1e-07,7.0,0.0010001,-0.07149880574988629,15132.277225605132,2.2992852270593915e-05,9.659384446620077e-09,1.6843649717501878e-09,0.008691749776688632,1.9378893951453515e-07,0.0010845605820408,0.0006025284099779,1.2161312456635591,1.5328297712466943,0.7933896303921896
Pe0.1,1.5,2890.8530944561103,48.18088490760184,0.76045,46622.628269421846,4.6012958146331093e-11,1.1032786531112049,3.347907201697006e-15,1e-07,7.0,0.0010001,-0.07149880574988629,14979.775139866737,2.3109595634033922e-05,9.659384446620077e-09,1.683991963405658e-09,0.008733845602838531,1.9281219751106598e-07,0.0010768294484341,0.0005945353368728,1.2158619292681911,1.5402535624539433,0.7893907593572262
Pe0.1,1.5,2955.263209000735,49.25438681667892,0.76535,47403.81687271207,4.6783931380612677e-11,1.1013048910340393,4.8174814104258375e-15,1e-07,7.0,0.0010001,-0.07149880574988629,14854.423605983127,2.3206897880680685e-05,9.659384446620077e-09,1.6907611018507463e-09,0.008805790441181491,1.920056028069518e-07,0.0010705707291075,0.0005855730649704,1.220749326540969,1.5529413632918585,0.7860884869170313
Pe0.1,1.5,3006.089912261188,50.10149853768647,0.76875,48431.1893108836,4.7797869177621976e-11,1.098702010945689,8.374400590167259e-15,1e-07,7.0,0.0010001,-0.07149880574988629,14638.50323810865,2.3377424169762147e-05,9.659384446620077e-09,1.6898774665018047e-09,0.008865713684771927,1.906081705982001e-07,0.0010630470915777,0.0005773664109898,1.2201113314652912,1.5635091009885231,0.7803672717311848
Pe0.1,1.5,3074.09290849636,51.23488180827267,0.77415,49364.04219918218,4.871852342855614e-11,1.0960736141039202,1.5607588192392018e-14,1e-07,7.0,0.0010001,-0.07149880574988629,14497.438594869538,2.3490883688431445e-05,9.659384446620077e-09,1.6975891848563782e-09,0.008949299984572577,1.896896056432123e-07,0.0010569595611028,0.0005684912466165,1.2256792824771252,1.5782499267249492,0.7766065828499996
Pe0.1,1.5,3122.7860997495977,52.04643499582663,0.778,50151.13767543937,4.949532629339896e-11,1.0934662130047623,2.841975137591749e-14,1e-07,7.0,0.0010001,-0.07149880574988629,14375.072278621043,2.3590653677034884e-05,9.659384446620077e-09,1.7028669758570795e-09,0.009015165383357723,1.8888915548910784e-07,0.0010529844928805,0.0005621621933662,1.2294899094206226,1.5898655906300105,0.7733294667591472
Pe0.1,1.5,3180.3198300031963,53.00533050005327,0.78265,51080.88706655438,5.0412917630651166e-11,1.09009919626219,5.811270652324919e-14,1e-07,7.0,0.0010001,-0.07149880574988629,14241.631272213954,2.3700915659176967e-05,9.659384446620077e-09,1.710341434101747e-09,0.009096963194948076,1.880123506547296e-07,0.0010493726034495,0.0005550879309961,1.2348865558530777,1.6042910083019273,0.7697397476285501
Pe0.1,1.5,3228.161191409251,53.80268652348752,0.7861,52233.241339592176,5.1550202912566725e-11,1.0871634813294635,1.0842145812823171e-13,1e-07,7.0,0.0010001,-0.07149880574988629,14026.604819260772,2.3881891050101173e-05,9.659384446620077e-09,1.7094658979426554e-09,0.009161579330150302,1.8659074340129197e-07,0.0010434014760397,0.0005479182256453,1.2342544084873714,1.6156863588683361,0.7639195576001965
Pe0.1,1.5,3291.2423205818577,54.8540386763643,0.7902,53192.4805955162,5.2496898484512816e-11,1.08238866290756,2.303642724753984e-13,1e-07,7.0,0.0010001,-0.07149880574988629,13906.573789334356,2.3984734822479052e-05,9.659384446620077e-09,1.7185611693356478e-09,0.009249899334877009,1.857924186110614e-07,0.0010430290477097,0.0005423226734181,1.2408213010043267,1.6312619950888856,0.7606511429432988
Pe0.1,1.5,3361.2314555854405,56.02052425975735,0.79495,54359.57853799623,5.3648734637328415e-11,1.0800016871675655,4.92261298655339e-13,1e-07,7.0,0.0010001,-0.07149880574988629,13720.056398678937,2.4147214789997902e-05,9.659384446620077e-09,1.7210533088394228e-09,0.009325927789462233,1.8454499623985027e-07,0.0010375914028308,0.0005343776506119,1.242620654926977,1.6446699603023651,0.7555440817430186
Pe0.1,1.5,3418.204701921447,56.97007836535745,0.799,55954.753352729625,5.522304982956199e-11,1.0783455007687164,1.2009012020448817e-12,1e-07,7.0,0.0010001,-0.07149880574988629,13417.40289009789,2.4418037880668775e-05,9.659384446620077e-09,1.7132622682721598e-09,0.009387604790025187,1.825025985427709e-07,0.0010275737017334,0.000524860272712,1.2369954323481462,1.6555469810511276,0.747182318899076
Pe0.1,1.5,3482.197480411776,58.03662467352959,0.80345,57395.28507221482,5.6644744147910986e-11,1.0761682308203713,2.3401521851020078e-12,1e-07,7.0,0.0010001,-0.07149880574988629,13180.111015574314,2.463686588365785e-05,9.659384446620077e-09,1.710955909075546e-09,0.009458802284781964,1.8088504839859707e-07,0.0010207071908542,0.0005160991650944,1.2353302139840936,1.6681029844342514,0.7405599207671607
Pe0.1,1.5,3547.613780983713,59.12689634972855,0.8076,59472.740821292864,5.869503363139506e-11,1.0731136230519218,3.9585236880461546e-12,1e-07,7.0,0.0010001,-0.07149880574988629,12821.807320676935,2.4978730961542875e-05,9.659384446620077e-09,1.701083201604453e-09,0.009534437945283383,1.7841462825251974e-07,0.0010106903084373,0.0005052335480361,1.2282020035093668,1.6814416786170299,0.7304457948964079
Pe0.1,1.5,3619.319353486045,60.32198922476742,0.81295,62431.21608408625,6.161482180071947e-11,1.0716270526078089,7.415632673485916e-12,1e-07,7.0,0.0010001,-0.07149880574988629,12312.180394642817,2.5490450355182483e-05,9.659384446620077e-09,1.6803030048874382e-09,0.009610498236553435,1.74840363478391e-07,0.0009919773831827,0.0004884956477684,1.213198457993731,1.6948552583752876,0.715812428228662
