Time_s,Time_min,Porosity_raw,Porosity_used,valid_poroelastic,Permeability_mD,k0_m2,Tortuosity,OutletHConc_raw,ElectrolyteConcentration_input_molL,FluidConductivity_input_S_m,cH_molL,pH,C_molL,zeta,omega0_rad_s,theta_deg,omega_t,Lambda_m,L_abs,sigma_abs,RE_real,RE_imag,RE_abs,TTM_real,TTM_imag,TTM_abs,matrix_cond,RE_abs_norm,TTM_abs_norm,L_abs_norm,sigma_abs_norm,Amax_waveform_spectral,Amax_waveform_spectral_norm,Amax_proxy,Amax_proxy_norm
102.4,1.7066666666666668,0.5527,0.5527,True,19802.5074415921,1.9543555992530635e-11,1.22660304735036,2.22044604925031e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,41715.012042618524,1.862747866101359e-05,1.6701615525198676e-09,0.00570927768650223,-6838899373.142085,-1375543624.9548554,6975863021.886048,3.7750390979347625e-07,-4.122742377588579e-06,4.139989603111835e-06,7.827095921881968e+26,1.0071004602159557,0.9965982444895962,0.9792216812861771,1.0074903373583797,1998110516451.51,0.9780831523207416,1998110516451.51,0.9780831523207416
204.8,3.4133333333333336,0.56015,0.56015,True,20513.3814918231,2.0245134156068977e-11,1.2301251315222,2.22044604925031e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,40154.11419438631,1.8859396814894152e-05,1.655945415739746e-09,0.005769506556925589,-6915345389.549261,-1393091372.9552133,7054268596.400513,4.3866583902420645e-07,-4.17848956451831e-06,4.2014524582714525e-06,7.763725751700741e+26,1.0184198181117856,1.0113938791229178,0.970886709535557,1.0181186529375994,1984087880128.6438,0.9712190153145095,1984087880128.6438,0.9712190153145095
409.6,6.826666666666667,0.5718,0.5718,True,21430.1443872753,2.114990881816622e-11,1.2319199734279,2.22044604925031e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,38380.356465463825,1.9092746923624726e-05,1.6502169028312576e-09,0.00588075896678847,-7060815995.635832,-1426978643.995109,7203567905.881428,5.103796284945674e-07,-4.3476264731529685e-06,4.377481389479888e-06,7.558136949585094e+26,1.0399740548874241,1.0537684115830583,0.9675280619645743,1.037750861090599,1986765177201.351,0.9725295630239641,1986765177201.351,0.9725295630239641
819.2,13.653333333333334,0.58865,0.58865,True,22801.1420343216,2.250297834028139e-11,1.22062746622211,2.22044604925031e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,36406.32650954457,1.932092832708488e-05,1.6698832419973943e-09,0.0061099038966607126,-7201831032.418278,-1492731328.7021215,7354904284.842306,6.606701385406212e-07,-4.703606482643476e-06,4.749778834380083e-06,7.042591215430532e+26,1.0618223819576007,1.1433896463167421,0.979058506833188,1.0781870275161252,2049342110740.158,1.0031612242430332,2049342110740.158,1.0031612242430332
1269.2,21.153333333333332,0.6039,0.6039,True,24448.1162310331,2.412841554951475e-11,1.20379736595142,2.22044604925031e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,34428.476686203896,1.9615689346261996e-05,1.6892463120396883e-09,0.006355617189818246,-7227835771.676997,-1540443953.3073344,7390167624.324549,7.683135540807812e-07,-5.091378258713748e-06,5.149023042353499e-06,6.53744589566811e+26,1.066913325588503,1.239497635691854,0.9904111439317189,1.1215469378602978,2127455526148.543,1.0413980559658629,2127455526148.543,1.0413980559658629
1719.2,28.653333333333332,0.6176,0.6176,True,26601.378262903,2.6253520019772498e-11,1.19961590465876,2.22044604925031e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,31751.938444232524,2.0197900473470525e-05,1.6648339728925013e-09,0.0065220508724624544,-7219664734.011641,-1524573380.915514,7378880868.080709,8.340731504764877e-07,-5.349016118445471e-06,5.4136541684647e-06,6.336382075090966e+26,1.0652838644921694,1.3032009154105986,0.9760981023293842,1.1509167349313771,2128352950551.1316,1.041837348828508,2128352950551.1316,1.041837348828508
2169.2,36.15333333333333,0.63155,0.63155,True,29142.1510259923,2.876106785967071e-11,1.20661132634772,2.22044604925031e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,28815.59526424558,2.0966566986488547e-05,1.6124006595794634e-09,0.006630192279312014,-7253980578.182574,-1447836263.856376,7397057798.583676,8.587829436838119e-07,-5.580131763713272e-06,5.645828428562457e-06,6.323852966353912e+26,1.067908055222036,1.3590910219594592,0.94535626352922,1.1699999584934142,2069263653194.7773,1.0129128995796453,2069263653194.7773,1.0129128995796453
2619.2,43.65333333333333,0.64575,0.64575,True,31134.7397674249,3.0727600115908216e-11,1.20564024916211,2.22044604925031e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,26993.15320242111,2.1423280605083147e-05,1.596949223228028e-09,0.006784436586877359,-7305854559.224896,-1333379872.0291207,7426534368.309326,8.668581475458889e-07,-6.191789732139215e-06,6.252175872045772e-06,6.109157537735561e+26,1.0721635669548715,1.505053900047852,0.9362970312294997,1.1972187518325457,2072871076892.024,1.0146787480212147,2072871076892.024,1.0146787480212147
3069.2,51.15333333333333,0.6596,0.6596,True,32748.0292035543,3.2319793050068184e-11,1.18435844849789,2.22044604925031e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,26124.516794134248,2.1546688683854712e-05,1.6335734170008612e-09,0.0070543935761273715,-7111621793.157566,-1064129024.8449801,7190795165.378525,6.623033534609838e-07,-7.745822716249732e-06,7.774086138162867e-06,5.567042867154055e+26,1.0381300632840433,1.8714154721500944,0.9577699267993178,1.244856837262294,2197537979411.534,1.0757036993451743,2197537979411.534,1.0757036993451743
3519.2,58.65333333333333,0.6743,0.6743,True,34099.1326719156,3.365322854370476e-11,1.1743870324438,2.22044604925031e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,25302.41752959526,2.165396371256331e-05,1.6574460757774527e-09,0.007272770645590466,-6945745002.44317,-255796112.05894816,6950453603.176468,4.6268332409215035e-07,-1.0775100804629215e-05,1.0785030051340335e-05,5.16691532654862e+26,1.0034321202276342,2.5962243982096704,0.9717665518735302,1.2833928482019714,2284833020236.6484,1.118434973721242,2284833020236.6484,1.118434973721242
3969.2,66.15333333333334,0.6898,0.6898,True,35544.2467190168,3.507944526794624e-11,1.15851985250039,2.22044604925031e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,24606.157680197528,2.171008366553367e-05,1.6949528661583193e-09,0.007541808433874025,-6756051495.386255,2163255366.4907494,7093934422.375349,1.4425112792317835e-06,-1.877414518357283e-05,1.8829481303652043e-05,4.6947205552406186e+26,1.0241463456351576,4.532723463306335,0.9937569169858079,1.330868726406455,2422108964351.3438,1.1856321017339384,2422108964351.3438,1.1856321017339384
4419.2,73.65333333333334,0.7056,0.7056,True,36736.776810598,3.625638100127886e-11,1.14521715886173,2.66142132087097e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,24083.949147433395,2.169710829581092e-05,1.7352027837830056e-09,0.007804175345922136,-10148369743.56537,11890893486.920185,15632746283.663467,1.8718111801485885e-05,-4.608246337486973e-05,4.973892982472719e-05,4.263903459151173e+26,2.2568886354738296,11.973394838686334,1.0173555873950326,1.377167425339239,2569154692120.785,1.2576115782282875,2569154692120.785,1.2576115782282875
4869.2,81.15333333333334,0.7221,0.7221,True,38627.677176229,3.812255463009861e-11,1.13254520292666,5.36064138891596e-16,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,23161.274816934463,2.187082125262468e-05,1.7609136409043334e-09,0.008075908146499252,-24935601005.129997,-12792532759.871584,28025579242.888588,4.240597264108347e-05,3.892196985037153e-05,5.756028363958564e-05,3.893675906611676e+26,4.046033252771758,13.856188813714917,1.0324299547217561,1.4251188801392065,2713026882965.808,1.328037595605393,2713026882965.808,1.328037595605393
5319.2,88.65333333333334,0.7365,0.7365,True,41102.9384991006,4.056544770322942e-11,1.12038213197898,1.31536507814765e-15,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,22002.779804502952,2.22187612161171e-05,1.7695367307395075e-09,0.008326126387092738,-14105419862.442108,-10118901210.08386,17359580386.495895,1.1537819321343643e-05,2.1557082119807435e-05,2.4450543229386378e-05,3.5854414666699606e+26,2.506190465831294,5.88585257337546,1.037485703079477,1.4692737581239896,2842633378144.351,1.391480497447779,2842633378144.351,1.391480497447779
5769.2,96.15333333333334,0.75115,0.75115,True,44540.0525416459,4.395761563657456e-11,1.11048806370079,2.78458255510668e-15,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,20485.755164595026,2.280109314512213e-05,1.7569197975463343e-09,0.008566986629189522,-12124152245.817892,-8455934439.397494,14781674293.636688,6.566173108095395e-06,1.4257522465709203e-05,1.569686516937945e-05,3.345225097262281e+26,2.1340199681643126,3.7786250139456845,1.0300883501015845,1.5117772725598022,2945154884911.7783,1.441665188281516,2945154884911.7783,1.441665188281516
6219.2,103.65333333333334,0.7653,0.7653,True,47405.3340968944,4.678542876450955e-11,1.10464981505447,9.99743003044623e-15,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,19349.27789001058,2.3243244779480343e-05,1.7488470988207958e-09,0.008774190903354748,-11659945238.916006,-7955157584.354394,14115199437.713633,5.008088999723593e-06,1.1564486071805384e-05,1.2602313023176863e-05,3.1363406364572555e+26,2.0378014598569347,3.033689511192515,1.0253552980165261,1.548341670990511,3034917114506.2476,1.4856041615055864,3034917114506.2476,1.4856041615055864
6669.2,111.15333333333334,0.7804,0.7804,True,50972.6847053333,5.0306130199247066e-11,1.09799679660201,2.77295831303905e-14,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,18104.144880085725,2.3795638080923302e-05,1.735468288185624e-09,0.00900114659277452,-11567975077.037483,-7701544463.883681,13897188007.368172,4.30299000761905e-06,9.887680645375022e-06,1.0783410942303608e-05,2.9222014837646878e+26,2.00632730230189,2.5958346384811857,1.0175112535742288,1.588391512083284,3138766797339.915,1.5364389998777148,3138766797339.915,1.5364389998777148
7119.2,118.65333333333334,0.79425,0.79425,True,55229.8850057114,5.450766036845722e-11,1.08542198582978,7.03873657780734e-14,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,16902.22367302413,2.4411499627129864e-05,1.7263989238710476e-09,0.009266607825031048,-11640012323.553291,-7392335391.133889,13788999580.371418,4.252838319862239e-06,8.38207253977629e-06,9.399243258739525e-06,2.6828906313593742e+26,1.990708214846097,2.2626311245201065,1.0121938528958827,1.635236251668118,3320608343693.136,1.6254511698331064,3320608343693.136,1.6254511698331064
7569.2,126.15333333333334,0.8078,0.8078,True,62701.3739978356,6.188144694047811e-11,1.07498664205791,2.59925567792322e-13,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,15032.682061246334,2.5666983589199815e-05,1.6719692559175384e-09,0.009515380298848797,-11540212975.615576,-7118174286.268192,13558942462.16333,4.176566990338636e-06,7.111557532302735e-06,8.247300307375625e-06,2.5266476971550878e+26,1.9574950297682914,1.9853298669955681,0.9802815442423464,1.6791360017476546,3435757565562.3174,1.6818171781123197,3435757565562.3174,1.6818171781123197
8019.2,133.65333333333334,0.82375,0.82375,True,72510.8002816605,7.156259829961731e-11,1.07137341733354,1.57076409245223e-12,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,13042.866012827468,2.728731241909009e-05,1.5934883232579174e-09,0.009735033083761366,-11576488031.499994,-7169110116.320918,13616578682.011042,3.989441585075675e-06,6.768328542899968e-06,7.856584208507251e-06,2.4157042380593804e+26,1.965815930472853,1.8912748051342145,0.9342678932204359,1.7178971324063474,3453986091255.356,1.6907401149194738,3453986091255.356,1.6907401149194738
8469.2,141.15333333333334,0.83965,0.83965,True,87727.5741671511,8.658038699803953e-11,1.06995132308093,8.77029178748822e-12,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,10794.846152790318,2.970897160910311e-05,1.4796146815977012e-09,0.009934871686477623,-11456584584.336897,-7182239292.65346,13521756231.90276,3.674431614171692e-06,6.543173505826126e-06,7.504303246442627e-06,2.3672382615940188e+26,1.9521264797420623,1.8064720345917913,0.8675033705474892,1.7531617442054586,3376672282031.444,1.6528946936472098,3376672282031.444,1.6528946936472098
8919.2,148.65333333333334,0.85615,0.85615,True,108230.266466499,1.0681497174099655e-10,1.06257754493758,6.48662836803161e-11,,,1e-07,7.0,0.0010001,-0.06499891431807844,3141592.653589793,45.0,8810.635531110585,3.256615194856855e-05,1.372452980327485e-09,0.0101991259686592,-11453822799.228825,-7135581415.237547,13494687060.084702,3.83430558205389e-06,6.257394060388829e-06,7.338724666013777e-06,2.2549563881001445e+26,1.9482185223595705,1.7666131609230176,0.8046740824891054,1.7997934987850155,3412699310960.2856,1.6705300695352518,3412699310960.2856,1.6705300695352518
9369.2,156.15333333333334,0.87075,0.87075,True,137344.031536101,1.3554802483891289e-10,1.05121977839913,2.23064398095441e-10,,,2.23064398095441e-07,6.651569739193987,0.0010002230643980955,-0.06046815374186741,3141592.653589793,45.0,7017.998693258348,3.6181920114527665e-05,1.171468958667255e-09,0.01048302563828253,-10533221958.522709,-6436296778.594535,12344013976.403759,3.7292375111795164e-06,4.9254265855641795e-06,6.177947836018916e-06,2.2990681586328956e+26,1.7820966549293416,1.487185369571188,0.6868364330085193,1.8498919857794314,3277084327200.7544,1.604145988311851,3277084327200.7544,1.604145988311851
9819.2,163.65333333333334,0.885,0.885,True,166807.420403288,1.6462612980890035e-10,1.04566830117873,1.21191847709783e-09,,,1.21191847709783e-06,5.916526593154335,0.0010012119184770979,-0.05090454503397979,3141592.653589793,45.0,5809.079080425964,3.944752079734214e-05,9.167663531247444e-10,0.010717506864574684,-9042155929.376085,-5531618782.175983,10599971235.926691,2.9709488236507225e-06,3.751933624818181e-06,4.785764603257551e-06,2.584512130106808e+26,1.5303104256040028,1.1520523139869547,0.5375033860041695,1.8912698242299588,2813101558187.2915,1.377024552534048,2813101558187.2915,1.377024552534048
10269.2,171.15333333333334,0.8994,0.8994,True,206839.505477594,2.0413472731631518e-10,1.03987766650634,3.88193531312219e-09,,,3.88193531312219e-06,5.410951705781286,0.0010038819353131222,-0.044313675169121824,3141592.653589793,45.0,4710.867139944258,4.3452835740696134e-05,7.344531411083647e-10,0.010979442304526764,-8076701072.445982,-4952420592.797216,9474152729.485207,2.6329059161650623e-06,3.198607966594094e-06,4.1428596992097366e-06,2.7869895759145473e+26,1.3677767960875342,0.9972891478509319,0.4306124988789021,1.937492383239015,2509164591067.8228,1.2282461819387347,2509164591067.8228,1.2282461819387347
10719.2,178.65333333333334,0.91685,0.91685,True,262952.24999717,2.5951370230963205e-10,1.03200592566476,2.32172961229036e-08,,,2.32172961229036e-05,4.634188359415623,0.0010232172961229036,-0.03411316240121368,3141592.653589793,45.0,3733.855575220283,4.8341162615846065e-05,5.170959203124225e-10,0.011492693438027756,-6605164197.447403,-4083198548.130547,7765352822.550718,2.1030702759165368e-06,2.5062384466459585e-06,3.271717551514801e-06,3.185893101117412e+26,1.1210785499649463,0.7875836127353122,0.303175184287168,2.0280634827781023,2048035390586.1584,1.0025215794601736,2048035390586.1584,1.0025215794601736
11169.2,186.15333333333334,0.9327,0.9327,True,371249.444723699,3.663947271098806e-10,1.02202862406181,5.466280176774e-08,,,5.466280176774e-05,4.262308112103934,0.00105466280176774,-0.029148554709931263,3141592.653589793,45.0,2670.47013672954,5.667351408713396e-05,3.839027931644555e-10,0.012167381562205426,-5767419054.758345,-3574185040.869661,6785124999.553515,2.129160876887613e-06,2.298032297890671e-06,3.1327748852762316e-06,3.283342921952089e+26,0.979563745479857,0.7541366646671381,0.2250835782956306,2.1471226358206117,1873719288621.2568,0.9171931448684365,1873719288621.2568,0.9171931448684365
11619.2,193.65333333333334,0.951,0.95,False,672778.377251706,6.639806562458987e-10,1.01659832715406,2.64597420429013e-07,,,0.000264597420429013,3.5774143940824037,0.001264597420429013,-0.019702282061762687,3141592.653589793,45.0,1481.477916272535,7.539379421074729e-05,1.9811297404911824e-10,0.014938229782842217,-3378314514.4512744,-2252658366.6364856,4060477641.2793493,1.038407420908302e-06,1.2875378327595262e-06,1.6540990425559557e-06,4.113387248857366e+26,0.5862083140679867,0.3981826912763521,0.11615434401557667,2.6360816533821647,,,,
12069.2,201.15333333333334,0.9641,0.95,False,1232602.58463909,1.2164842104205401e-09,1.01291593983559,8.26752833683047e-07,,,0.000826752833683047,3.0826243078738282,0.0018267528336830471,-0.01265761149631118,3141592.653589793,45.0,811.5590371230765,0.00010186456425514593,9.471554533354911e-11,0.021656845903737194,-1169709163.6032002,-859241510.690526,1451383995.0581775,1.8418802614034078e-07,2.32573383297304e-07,2.9667424490816444e-07,6.124309705313222e+26,0.20953529115856537,0.07141685366516759,0.05553206239571354,3.8216853661293895,,,,
12519.2,208.65333333333334,0.9774,0.95,False,2053874.74023785,2.027016836422182e-09,1.01058930624514,2.33935621313291e-06,,,0.00233935621313291,2.630903643253166,0.00333935621313291,-0.006549843683792214,3141592.653589793,45.0,488.1664692708458,0.00013134066716082021,3.818876442958857e-11,0.03968043072817101,-268454995.5119739,-224033876.06661618,349655919.78510225,1.8644752794161795e-08,2.306753185206406e-08,2.9660374786934066e-08,8.757692237768308e+26,0.05047958032260829,0.007139988327831428,0.022390208931922253,7.002225629235947,,,,
12969.2,216.15333333333334,0.9874,0.95,False,3553206.49832368,3.506742282907051e-09,1.00627443603553,5.82276466996916e-06,,,0.00582276466996916,2.23487076177229,0.00682276466996916,-0.0020739553403702283,3141592.653589793,45.0,283.38686075698695,0.00017238256385277705,9.271123395732126e-12,0.08142035274344371,-32327335.318733085,-29355090.367462758,43666668.516062826,-1.694278286598477e-10,1.1615488520828526e-09,1.1738405023253301e-09,1.4185952565380105e+27,0.00630412635979979,0.00028257254149838696,0.005435692747975906,14.367880344524968,,,,
13419.2,223.65333333333334,0.99495,0.95,False,4462221.74961077,4.403870614457635e-09,1.00507431887189,1.84668446707213e-05,,,0.018466844670721298,1.7336073037562454,0.0194668446707213,0.0017458104439796902,3141592.653589793,45.0,225.92655119708414,0.00019306322407523319,6.989776382636935e-12,0.23258775008274782,8588479.815747488,8317099.466493013,11955589.867549002,1.5486578283741267e-10,1.3664821469149663e-10,2.0653364198652485e-10,7.966666570450986e+26,0.0017260201382948686,4.971777341592836e-05,0.004098130849014819,41.04370529222857,,,,
13869.2,231.15333333333334,0.9987,0.95,False,4650952.6461532,4.590133533685249e-09,1.00377814955372,3.94609765745291e-05,,,0.0394609765745291,1.4038321710939374,0.0404609765745291,0.0029598648848731587,3141592.653589793,45.0,217.03858151869716,0.00019697663755987986,1.1639878173334245e-11,0.48404764545976886,6878950.263764388,6776390.209466854,9656056.182640115,1.1124886330616892e-10,2.399586569227359e-10,2.644928479544918e-10,2.4422747903726946e+26,0.0013940380702571135,6.36699927346121e-05,0.006824502131342799,85.41769246479993,,,,
14319.2,238.65333333333334,1.0,0.95,False,4667231.38137131,4.606199396766532e-09,1.00370574582253,5.73310510253036e-05,,,0.0573310510253036,1.2416100964198882,0.0583310510253036,0.003162865844669777,3141592.653589793,45.0,216.2971791293925,0.00019731393742623168,1.2421777977851534e-11,0.6978833876117047,5092509.366660394,5046024.0860872865,7169101.1101041725,1.0646821464627532e-10,1.8913124388201206e-10,2.1703941610297996e-10,1.5366922301239312e+26,0.001034998107713499,5.2246773979986195e-05,0.007282932778379051,123.1523159723001,,,,
