Pe_label,run_dir,Time_s,Time_min,Porosity_raw,Porosity_used,valid_poroelastic,Permeability_mD,k0_m2,Tortuosity,OutletHConc_raw,ElectrolyteConcentration_input_molL,FluidConductivity_input_S_m,cH_molL,pH,C_molL,zeta,omega0_rad_s,theta_deg,omega_t,Lambda_m,L_abs,sigma_abs,RE_real,RE_imag,RE_abs,TTM_real,TTM_imag,TTM_abs,matrix_cond,RE_abs_norm,TTM_abs_norm,L_abs_norm,sigma_abs_norm,Amax_waveform_schakel2011,Amax_waveform_schakel2011_RE,Amax_waveform_schakel2011_TE,Amax_waveform_schakel2011_RE_fixed_receiver_z_m,Amax_waveform_schakel2011_TE_fixed_receiver_z_m,Amax_waveform_schakel2011_RE_fixed_receiver_distance_m,Amax_waveform_schakel2011_TE_fixed_receiver_distance_m,Amax_waveform_spectral,Amax_waveform_spectral_RE,Amax_waveform_spectral_TE,Amax_waveform_schakel2011_norm,Amax_waveform_schakel2011_RE_norm,Amax_waveform_schakel2011_TE_norm,Amax_waveform_spectral_norm,Amax_waveform_spectral_RE_norm,Amax_waveform_spectral_TE_norm
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,3547.613780983713,59.12689634972855,0.8076,0.8076,True,59472.740821292864,5.869503363139506e-11,1.0731136230519218,3.9585236880461546e-12,,,1e-07,7.0,0.0010001,-0.0649989143180784,3141592.653589793,45.0,12821.807320676937,2.4978730961542875e-05,1.5464392741858662e-09,0.0095300612053884,2290544332.038514,335456257.678263,2314978237.0141773,-2.5699947531394444e-06,-3.385979281442414e-06,4.250850353225994e-06,3.796244557570532e+26,1.56463766450296,10.179772229585655,1.2282020035093668,1.681726674735472,0.0010106903084373,0.0010106903084373,0.0005052335480361,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0010106903084373,0.0010106903084373,0.0005052335480361,0.7729239411168157,0.7729239411168157,0.4348112096825997,0.7729239411168157,0.7729239411168157,0.4348112096825997
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,3619.319353486045,60.32198922476742,0.81295,0.81295,True,62431.21608408625,6.161482180071947e-11,1.0716270526078089,7.415632673485916e-12,,,1e-07,7.0,0.0010001,-0.0649989143180784,3141592.653589793,45.0,12312.180394642815,2.549045035518249e-05,1.5275481862613063e-09,0.0096061749585502,2027945773.3746996,503422743.7808522,2089497192.796427,-1.6794275326006267e-06,-3.027952078213792e-06,3.462509296047629e-06,3.72517036716604e+26,1.412240493430812,8.291883516868165,1.21319845799373,1.6951581235213458,0.0009919773831827,0.0009919773831827,0.0004884956477684,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0009919773831827,0.0009919773831827,0.0004884956477684,0.7586132587872333,0.7586132587872333,0.4204063335787609,0.7586132587872333,0.7586132587872333,0.4204063335787609
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,3671.143609411648,61.18572682352746,0.81755,0.81755,True,65126.57434647161,6.427493367171509e-11,1.0702700856779044,1.1525439789464868e-11,,,1e-07,7.0,0.0010001,-0.0649989143180784,3141592.653589793,45.0,11884.4557723872,2.5945099711906785e-05,1.5111846503586095e-09,0.0096724976640766,1842445062.024165,567810568.9794966,1927955561.9417293,-1.2073796262334743e-06,-2.697192088259882e-06,2.9550991054134524e-06,3.66342841953598e+26,1.3030584216604562,7.076757191918483,1.2002023268713031,1.7068617905409516,0.0009739122617571,0.0009739122617571,0.0004722581069094,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0009739122617571,0.0009739122617571,0.0004722581069094,0.7447979834922334,0.7447979834922334,0.4064320739306724,0.7447979834922334,0.7447979834922334,0.4064320739306724
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,3714.705748112898,61.911762468548304,0.82095,0.82095,True,68896.56474198792,6.799562503382636e-11,1.069394741731861,1.9259373206419413e-11,,,1e-07,7.0,0.0010001,-0.0649989143180784,3141592.653589793,45.0,11290.097503503595,2.661927036022406e-05,1.4802463983990343e-09,0.0097202722465806,1705576434.7768576,586160458.5547706,1803489688.9195888,-9.312719697105176e-07,-2.4159632563784907e-06,2.5892365549983007e-06,3.662141725957576e+26,1.218934955719428,6.200603688247135,1.1756307684039768,1.7152923544208578,0.0009471701997833,0.0009471701997833,0.0004539614757618,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0009471701997833,0.0009471701997833,0.0004539614757618,0.7243470305526586,0.7243470305526586,0.3906857317621829,0.7243470305526586,0.7243470305526586,0.3906857317621829
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,3772.989204722649,62.88315341204415,0.8254,0.8254,True,71092.30619907285,7.016265343859942e-11,1.0697607743997617,2.8054955072064282e-11,,,1e-07,7.0,0.0010001,-0.0649989143180784,3141592.653589793,45.0,10996.938347369574,2.697174831084776e-05,1.4683174981561135e-09,0.009769414639799,1598494209.6270597,597164641.4682077,1706396597.2865424,-7.350073895644826e-07,-2.20623933820676e-06,2.325452188320671e-06,3.603552995907962e+26,1.1533120890751003,5.568903076047057,1.166156682080263,1.723964289653431,0.0009275522737167,0.0009275522737167,0.0004393781018246,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0009275522737167,0.0009275522737167,0.0004393781018246,0.7093442501703942,0.7093442501703942,0.3781350718000125,0.7093442501703942,0.7093442501703942,0.3781350718000125
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,3832.5691793057354,63.876152988428906,0.8304,0.8304,True,74549.09891629367,7.357424271449498e-11,1.0679491654249973,4.790800006063517e-11,,,1e-07,7.0,0.0010001,-0.0649989143180784,3141592.653589793,45.0,10568.44177634061,2.7513099192993123e-05,1.4506017637497341e-09,0.009844963392742,1480117666.302823,597338573.1169926,1596108291.136651,-5.550912581636212e-07,-1.9642247651261348e-06,2.0411529175503955e-06,3.531848302667375e+26,1.0787708968525247,4.888074163948952,1.1520866174778166,1.7372960354134086,0.0009026931125105,0.0009026931125105,0.0004227661877968,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0009026931125105,0.0009026931125105,0.0004227661877968,0.6903332428500535,0.6903332428500535,0.3638386212542224,0.6903332428500535,0.6903332428500535,0.3638386212542224
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,3878.644064214932,64.64406773691555,0.8336,0.8336,True,77178.48137407175,7.616924152668743e-11,1.0675928299831086,6.014240442010044e-11,,,1e-07,7.0,0.0010001,-0.0649989143180784,3141592.653589793,45.0,10251.14618019673,2.793564995791992e-05,1.4346434948662923e-09,0.0098859703469096,1414882722.280249,591639553.9989791,1533600495.4561274,-4.703709967646304e-07,-1.8299837830347067e-06,1.889468052327789e-06,3.501758688203648e+26,1.0365233932332485,4.524825107799588,1.1394123546455417,1.7445323466172036,0.0008844312070991,0.0008844312070991,0.0004121489237393,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0008844312070991,0.0008844312070991,0.0004121489237393,0.6763674772885846,0.6763674772885846,0.3547012521180254,0.6763674772885846,0.6763674772885846,0.3547012521180254
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,3944.142255136751,65.73570425227918,0.83875,0.83875,True,82868.9342649532,8.17852820722507e-11,1.0663696175434394,1.1143917902285352e-10,,,1.1143917902285353e-07,6.95296209603813,0.001000111439179,-0.0643873087623267,3141592.653589793,45.0,9617.221406100984,2.8841655578826015e-05,1.3865930560980392e-09,0.0099577541197768,1298469572.887236,569757649.8928866,1417972852.8168044,-3.506518766689684e-07,-1.5845178585256577e-06,1.622853530851816e-06,3.503089045477237e+26,0.9583734729279432,3.886346950207977,1.1012500768569478,1.75719970342029,0.0008432510705921,0.0008432510705921,0.0003905000593799,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0008432510705921,0.0008432510705921,0.0003905000593799,0.6448750278814058,0.6448750278814058,0.336069930154261,0.6448750278814058,0.6448750278814058,0.336069930154261
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,3993.318575070317,66.55530958450528,0.84235,0.84235,True,86364.61109324545,8.523524698336241e-11,1.0659559107340215,1.6577252878963434e-10,,,1.6577252878963436e-07,6.780487437498444,0.0010001657725287,-0.0621446159957757,3141592.653589793,45.0,9271.160812280988,2.9375004134927497e-05,1.3201490100758326e-09,0.0100034625293584,1198869518.8382275,539227596.0823987,1314554876.5936725,-2.792190352666292e-07,-1.3734338932435055e-06,1.4015291394634793e-06,3.595357963015741e+26,0.8884757701339482,3.3563278467419853,1.048479359113307,1.7652656591362526,0.0007958135436828,0.0007958135436828,0.000367373779618,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0007958135436828,0.0007958135436828,0.000367373779618,0.6085972482792583,0.6085972482792583,0.3161671233873784,0.6085972482792583,0.6085972482792583,0.3161671233873784
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,4055.4581887436993,67.59096981239499,0.847,0.847,True,90064.54147261489,8.888679448313995e-11,1.0627820255306717,2.4186266990306377e-10,,,2.4186266990306377e-07,6.616431157294084,0.0010002418626699,-0.0600111807970388,3141592.653589793,45.0,8966.066694208484,2.9870604454412565e-05,1.2643618473103312e-09,0.0100882066757268,1099592790.4028103,509309204.4296406,1211816888.1570318,-2.1190914224944525e-07,-1.1795537588575148e-06,1.1984375472271336e-06,3.6233504477724056e+26,0.8190376545987595,2.869971946412324,1.0041724754079877,1.780220074265814,0.000755476806491,0.000755476806491,0.0003472798959199,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.000755476806491,0.000755476806491,0.0003472798959199,0.5777497872698258,0.5777497872698258,0.298874039996625,0.5777497872698258,0.5777497872698258,0.298874039996625
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,4107.129507503619,68.45215845839364,0.8511,0.8511,True,94681.2834547208,9.344316471536846e-11,1.0599054507061243,3.5146649004164333e-10,,,3.5146649004164335e-07,6.4541160757188525,0.00100035146649,-0.0579001102011535,3141592.653589793,45.0,8593.417784540266,3.0511392613199367e-05,1.20330255812262e-09,0.0101644287016371,1010236603.1972934,478390055.7640512,1117781302.3545964,-1.6551400280372578e-07,-1.01313824802903e-06,1.026569040417372e-06,3.684466284842222e+26,0.755481282017107,2.458387885017503,0.955678400946069,1.7936706294525,0.0007151552726842,0.0007151552726842,0.0003277341030036,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0007151552726842,0.0007151552726842,0.0003277341030036,0.546913953027038,0.546913953027038,0.2820526513632261,0.546913953027038,0.546913953027038,0.2820526513632261
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,4164.459345316218,69.4076557552703,0.855,0.855,True,99520.36926375768,9.821897125100632e-11,1.0575132644811367,1.225482065817146e-09,,,1.225482065817146e-06,5.91169304000035,0.0010012254820658,-0.0508416064847877,3141592.653589793,45.0,8231.61235330202,3.1174718340254565e-05,1.0412213099320503e-09,0.0102399224673508,847888413.6343831,408670304.9742735,941236516.5797576,-1.1016147317109985e-07,-7.256239950531795e-07,7.33938507211717e-07,4.125799767874471e+26,0.6361589415828425,1.757607587448322,0.8269513845789002,1.806992671865545,0.0006167687319152,0.0006167687319152,0.0002818134360574,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0006167687319152,0.0006167687319152,0.0002818134360574,0.4716729892924273,0.4716729892924273,0.2425326693234086,0.4716729892924273,0.4716729892924273,0.2425326693234086
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,4231.329315599201,70.52215525998669,0.85945,0.85945,True,109476.4547170762,1.0804486396167743e-10,1.0556267097568883,1.704633895949184e-09,,,1.7046338959491845e-06,5.768368880039068,0.0010017046338959,-0.0489748584517303,3141592.653589793,45.0,7535.396664405127,3.258306495617644e-05,9.663584588096252e-10,0.0103155684668465,762792678.911886,374524901.3876346,849777366.585501,-8.05572995888568e-08,-5.992431568299208e-07,6.046336407482947e-07,4.289669695363846e+26,0.5743439194990891,1.447953287861962,0.7674943433152579,1.8203415782835852,0.0005726408060067,0.0005726408060067,0.000261099384576,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0005726408060067,0.0005726408060067,0.000261099384576,0.4379262222345486,0.4379262222345486,0.2247058606780749,0.4379262222345486,0.4379262222345486,0.2247058606780749
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,4299.686811217698,71.6614468536283,0.8643,0.8643,True,114675.1933881252,1.1317562028674669e-10,1.0537868357417557,2.1499763694539274e-09,,,2.149976369453928e-06,5.667566313420284,0.0010021499763694,-0.0476612580017741,3141592.653589793,45.0,7247.010000961976,3.3225043879008826e-05,9.290934061646423e-10,0.0103959510810613,712143280.4102496,354501751.4179968,795499555.9972981,-6.842277587901996e-08,-5.339878897147824e-07,5.383537337300051e-07,4.2941276460101765e+26,0.5376588632703987,1.2892287267086249,0.7378979581978757,1.8345263336169055,0.0005536097140048,0.0005536097140048,0.0002514746881061,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0005536097140048,0.0005536097140048,0.0002514746881061,0.4233722223484825,0.4233722223484825,0.2164227093885519,0.4233722223484825,0.4233722223484825,0.2164227093885519
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,4354.184533883097,72.56974223138495,0.86835,0.86835,True,122366.37672976848,1.2076622833118632e-10,1.0523933467435682,2.6697683013133133e-09,,,2.6697683013133136e-06,5.573526427709361,0.0010026697683013,-0.0464351542602132,3141592.653589793,45.0,6832.367400046174,3.4218375484101145e-05,8.842049786990721e-10,0.0104633609174531,662053315.4898666,333299758.2790411,741217458.9282095,-5.6945119213617044e-08,-4.70984410700427e-07,4.744144408901162e-07,4.3645484484816975e+26,0.5009709099132019,1.1361093779795208,0.7022469905408218,1.8464218416893583,0.0005327011599249,0.0005327011599249,0.0002407887068115,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0005327011599249,0.0005327011599249,0.0002407887068115,0.4073824360731014,0.4073824360731014,0.2072262012164108,0.4073824360731014,0.4073824360731014,0.2072262012164108
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,4415.39678558079,73.58994642634649,0.8731,0.8731,True,134822.15178893777,1.3305912295663934e-10,1.0490521641532076,3.2747279660393812e-09,,,3.274727966039381e-06,5.484824771322566,0.001003274727966,-0.0452779819893424,3141592.653589793,45.0,6254.927031222455,3.576299398600617e-05,8.320893589514232e-10,0.0105598947887906,604687755.0682546,308604398.5386668,678884346.503068,-4.5423241344438354e-08,-4.02696319970379e-07,4.052500425316708e-07,4.435332594199582e+26,0.4588414704710994,0.9704771483831592,0.6608560936225496,1.863456736108696,0.0005064011273584,0.0005064011273584,0.0002237957500044,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0005064011273584,0.0005064011273584,0.0002237957500044,0.3872695244788457,0.3872695244788457,0.1926018198107991,0.3872695244788457,0.3872695244788457,0.1926018198107991
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,4465.225386756896,74.42042311261494,0.8767,0.8767,True,139462.8651450952,1.3763915109645232e-10,1.0478069220377864,4.0196412187230565e-09,,,4.019641218723057e-06,5.395812709025592,0.0010040196412187,-0.0441159841431632,3141592.653589793,45.0,6078.938616107064,3.627697907472923e-05,8.035007401123771e-10,0.0106235253010365,573385272.7405425,294655531.0618696,644664682.5917321,-4.17771697619542e-08,-3.6981354490715116e-07,3.721658097006125e-07,4.452189496363574e+26,0.4357132292780568,0.8912483055340665,0.6381506440638095,1.874685323991284,0.00048598045146,0.00048598045146,0.0002102493525975,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.00048598045146,0.00048598045146,0.0002102493525975,0.3716528423320659,0.3716528423320659,0.180943596665855,0.3716528423320659,0.3716528423320659,0.180943596665855
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,4528.189228523652,75.4698204753942,0.88205,0.88205,True,146785.0082440787,1.4486554472677334e-10,1.0450627378251407,5.105284145082997e-09,,,5.105284145082997e-06,5.291980081352305,0.001005105284145,-0.0427593390625768,3141592.653589793,45.0,5826.204676265062,3.705545282246515e-05,7.691021331226852e-10,0.0107275514468496,533943912.4251422,277094147.3098285,601562355.9442769,-3.646745895285193e-08,-3.317881609564135e-07,3.337862479391817e-07,4.425398584902574e+26,0.4065814116989418,0.7993384135035977,0.6108308270312831,1.8930423461040955,0.0004564034554125,0.0004564034554125,0.0001914888321677,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0004564034554125,0.0004564034554125,0.0001914888321677,0.3490338776892051,0.3490338776892051,0.1647980247535307,0.3490338776892051,0.3490338776892051,0.1647980247535307
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,4573.695513961556,76.22825856602593,0.88495,0.88495,True,158322.3706368111,1.5625203649270472e-10,1.0434911454424365,7.155100595475433e-09,,,7.155100595475433e-06,5.145384255998856,0.0010071551005954,-0.0408412991730883,3141592.653589793,45.0,5427.555574211928,3.839218715102194e-05,7.124362354272035e-10,0.0108003980819647,486574503.90876913,254319961.4441712,549029498.8823729,-3.0067193757895275e-08,-2.812465540792945e-07,2.828491829967913e-07,4.636337517851544e+26,0.3710757272528457,0.6773562979102711,0.5658260407186181,1.9058972613871663,0.0004175048348858,0.0004175048348858,0.000205783436352,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0004175048348858,0.0004175048348858,0.000205783436352,0.3192862143046016,0.3192862143046016,0.1771001653407047,0.3192862143046016,0.3192862143046016,0.1771001653407047
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,4645.077464786051,77.41795774643418,0.89045,0.89045,True,169248.08089107208,1.6703487451168382e-10,1.0421028617937846,9.771478382389408e-09,,,9.771478382389408e-06,5.010039724434607,0.0010097714783823,-0.0390669579296058,3141592.653589793,45.0,5115.543647508836,3.954568441154407e-05,6.666153819541298e-10,0.0109097632316642,444195694.9179484,234204959.1348751,502157125.0784037,-2.5945103236067783e-08,-2.4472823887919056e-07,2.460996937967221e-07,4.704034785092039e+26,0.3393958262042109,0.5893500406854278,0.5294345283084295,1.92519643329932,0.0003802681607437,0.0003802681607437,0.0001739967420154,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0003802681607437,0.0003802681607437,0.0001739967420154,0.2908095219965994,0.2908095219965994,0.1497440820599616,0.2908095219965994,0.2908095219965994,0.1497440820599616
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,4695.260817526281,78.25434695877135,0.89455,0.89455,True,176007.93552743868,1.7370633255692702e-10,1.04058299315304,1.1557922762563745e-08,,,1.1557922762563744e-05,4.937120212093588,0.0010115579227625,-0.0381092705066198,3141592.653589793,45.0,4948.940645463201,4.020581508427351e-05,6.434873761005547e-10,0.0109951662243617,421025769.6875783,223294075.6696066,476574173.6289974,-2.5399512192369132e-08,-2.2756179861686013e-07,2.2897490563236557e-07,4.676871117079475e+26,0.3221049295698999,0.5483402594634762,0.5110659679642209,1.9402671120521933,0.0003597684026671,0.0003597684026671,0.0001501900830313,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0003597684026671,0.0003597684026671,0.0001501900830313,0.2751323618692762,0.2751323618692762,0.1292557312138208,0.2751323618692762,0.2751323618692762,0.1292557312138208
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,4750.939742363817,79.18232903939695,0.89835,0.89835,True,189503.4857290073,1.8702540549717484e-10,1.039128248043775,1.7272338412468066e-08,,,1.7272338412468065e-05,4.762648861570786,0.0010172723384124,-0.035811702851449,3141592.653589793,45.0,4622.488252328749,4.16013175607222e-05,5.87731697917871e-10,0.0111192443471348,376928137.7623264,201473969.90656236,427395111.79573137,-2.1197328055640377e-08,-1.8942911333582988e-07,1.906114259321752e-07,4.905743786768078e+26,0.2888659940071649,0.4564688801320692,0.4667840897203776,1.962162615587954,0.000322136191867,0.000322136191867,0.0001320165119912,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.000322136191867,0.000322136191867,0.0001320165119912,0.246353183478337,0.246353183478337,0.1136152963320261,0.246353183478337,0.246353183478337,0.1136152963320261
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,4817.59313624901,80.2932189374835,0.9029,0.9029,True,202537.21745482355,1.9988869902333208e-10,1.0376537757636453,2.4217467066407493e-08,,,2.421746706640749e-05,4.615871282192448,0.0010242174670664,-0.0338704036679546,3141592.653589793,45.0,4353.1029768386,4.286921421361072e-05,5.429556001351154e-10,0.0112674284448824,340427133.5396043,183464165.54478392,386716605.9132132,-1.9072385526788816e-08,-1.6233947559568625e-07,1.634559917114233e-07,5.040713469819634e+26,0.2613723781183243,0.3914380951850146,0.4312223357452248,1.988311991188275,0.0002910325278203,0.0002910325278203,0.0001566476081088,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0002910325278203,0.0002910325278203,0.0001566476081088,0.2225667017069433,0.2225667017069433,0.1348131695538219,0.2225667017069433,0.2225667017069433,0.1348131695538219
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,4874.235950272846,81.23726583788077,0.90715,0.90715,True,212521.8916962896,2.0974280667514468e-10,1.0373575737715786,3.4214853414286245e-08,,,3.421485341428624e-05,4.465785316299059,0.0010342148534142,-0.0318750739910647,3141592.653589793,45.0,4169.303858242491,4.3803944465976144e-05,5.025923761065003e-10,0.0114338563447151,308550521.07623166,167610857.88326648,351136474.5177844,-1.6927637707025308e-08,-1.406935970584676e-07,1.417082678307471e-07,5.187920029952813e+26,0.2373246299368751,0.3393574860783702,0.399165342982841,2.017680767792834,0.0002647298121172,0.0002647298121172,0.000154611796534,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0002647298121172,0.0002647298121172,0.000154611796534,0.2024517381878859,0.2024517381878859,0.1330611210270172,0.2024517381878859,0.2024517381878859,0.1330611210270172
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,4934.863625439173,82.24772709065289,0.91085,0.91085,True,234653.32594752812,2.3158483480011007e-10,1.0330391485312858,6.530176832463803e-08,,,6.530176832463803e-05,4.18507505818535,0.0010653017683246,-0.0281058267676523,3141592.653589793,45.0,3807.32513678203,4.583898688094219e-05,4.270653937505176e-10,0.0118743918179671,251483185.24559447,139100663.49075186,287389608.44964,-1.2432949168453813e-08,-1.0017470527799896e-07,1.0094329993892269e-07,5.673415221764238e+26,0.1942396686834646,0.2417351155872011,0.3391808401335647,2.0954200645894,0.0002261182212749,0.0002261182212749,0.0001033336003121,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0002261182212749,0.0002261182212749,0.0001033336003121,0.1729235803362649,0.1729235803362649,0.088930372749818,0.1729235803362649,0.1729235803362649,0.088930372749818
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,5009.402737519318,83.49004562532197,0.9165,0.9165,True,249781.56526129105,2.4651524666683873e-10,1.0303434669739353,1.1379734719329289e-07,,,0.0001137973471932,3.943867861954507,0.0011137973471932,-0.0248153570682969,3141592.653589793,45.0,3608.333434904229,4.708598524906585e-05,3.7041976633400936e-10,0.0125242019791705,206419442.74020493,116830183.26104651,237188275.5575968,-1.045749935525122e-08,-7.562206259998524e-08,7.634170318142742e-08,5.918250608348217e+26,0.1603098048967317,0.1828201619508409,0.294192152737723,2.2100891163465857,0.0001967882792797,0.0001967882792797,7.843608809783971e-05,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0001967882792797,0.0001967882792797,7.843608809783971e-05,0.1504935499199975,0.1504935499199975,0.0675032180288815,0.1504935499199975,0.1504935499199975,0.0675032180288815
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,5060.414428135922,84.34024046893204,0.91945,0.91945,True,281906.69519867096,2.7822028591756646e-10,1.0273969313126272,2.369050631473617e-07,,,0.0002369050631473,3.625425657413737,0.0012369050631473,-0.0203801040440479,3141592.653589793,45.0,3216.629646286073,4.9870585074680464e-05,2.8914825534015607e-10,0.0139927839587268,146281363.40062356,86574720.56153652,169980644.54123425,-6.115534739584148e-09,-4.3852546010197314e-08,4.4276919006718755e-08,6.733281366239779e+26,0.1148857965199418,0.106032655366037,0.2296452712034099,2.469243117126692,0.0001447504959503,0.0001447504959503,7.552649802852076e-05,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.0001447504959503,0.0001447504959503,7.552649802852076e-05,0.1106977309216726,0.1106977309216726,0.0649991832460796,0.1106977309216726,0.1106977309216726,0.0649991832460796
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,5139.0760189542725,85.65126698257122,0.9253,0.9253,True,321103.9271035348,3.1690494737998005e-10,1.0269573860890613,3.644872235829862e-07,,,0.0003644872235829,3.438317690458919,0.0013644872235829,-0.017727485068963,3141592.653589793,45.0,2843.158819271676,5.304499751915624e-05,2.3819226692041543e-10,0.0155407162391751,109321730.88696764,67350755.98099928,128403135.37968875,-3.791138165105166e-09,-2.953295148491951e-08,2.9775290964111946e-08,7.090159877858748e+26,0.086784566110849,0.0713047166796335,0.1891753684321721,2.742399705590369,0.000109962151641,0.000109962151641,5.3715838982627325e-05,-0.0009999999999999,0.001,0.0009999999999999,0.001,0.000109962151641,0.000109962151641,5.3715838982627325e-05,0.084093395286934,0.084093395286934,0.046228618463552,0.084093395286934,0.084093395286934,0.046228618463552
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,5191.068531927885,86.51780886546474,0.92925,0.92925,True,370739.7766556016,3.658917238182093e-10,1.0267795050281088,5.117331255585408e-07,,,0.0005117331255585,3.2909564693252285,0.0015117331255585,-0.0156239612032004,3141592.653589793,45.0,2473.44804380753,5.687135783554103e-05,1.9677603499259879e-10,0.0172941147247179,81923012.56512067,52443025.21064789,97271017.68250176,-2.4619157574572582e-09,-1.965594628397466e-08,1.9809524313201305e-08,7.538170855559205e+26,0.065743122547395,0.0474390836487081,0.156282063224095,3.051813983319339,8.298330128092596e-05,8.298330128092596e-05,3.5735894625230324e-05,-0.0009999999999999,0.001,0.0009999999999999,0.001,8.298330128092596e-05,8.298330128092596e-05,3.5735894625230324e-05,0.0634613587737903,0.0634613587737903,0.0307548214711449,0.0634613587737903,0.0634613587737903,0.0307548214711449
Pe0.1,results\schakel2011_sommerfeld_rtm_20260617\Pe0p1,5250.945353304833,87.51575588841388,0.93345,0.93345,True,452495.984581649,4.4657883034007016e-10,1.0261403400214453,7.742942355238402e-07,,,0.0007742942355238,3.111093973965845,0.0017742942355238,-0.0130607672129596,3141592.653589793,45.0,2036.9771958125696,6.266887665010704e-05,1.5015817496690338e-10,0.0204021125622984,53730995.31667663,36300226.1057604,64843860.71980951,-1.364561483563152e-09,-1.0724628990377085e-08,1.0811091296611116e-08,8.218781630115632e+26,0.0438263933421922,0.0258899838403476,0.1192575579372506,3.6002682645493462,5.4759969549238e-05,5.4759969549238e-05,2.2457224927690143e-05,-0.0009999999999999,0.001,0.0009999999999999,0.001,5.4759969549238e-05,5.4759969549238e-05,2.2457224927690143e-05,0.0418776069445769,0.0418776069445769,0.0193270086178514,0.0418776069445769,0.0418776069445769,0.0193270086178514
