distance_from_interface_m,distance_from_interface_mm,common_arrival_time_s,common_arrival_time_us,time_after_T0_us,fluid_z_m,porous_z_m,fluid_signed,porous_signed,signed_product,polarity_reversed,fluid_abs,porous_abs
0.001,1.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.0009999999999999835,0.0010000000000000182,-1.3723442881224326e-06,-2.4727461683576025e-08,3.393459080122187e-14,False,1.3723442881224326e-06,2.4727461683576025e-08
0.002,2.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.0019999999999999844,0.002000000000000019,-1.1904750591511775e-06,-1.7781861381681482e-08,2.11688624801753e-14,False,1.1904750591511775e-06,1.7781861381681482e-08
0.005,5.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.004999999999999987,0.005000000000000022,-8.178207532417914e-07,-5.165145970783208e-09,4.224163568429727e-15,False,8.178207532417914e-07,5.165145970783208e-09
0.01,10.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.009999999999999992,0.010000000000000026,-4.857418081148405e-07,3.0762647170166704e-09,-1.4942703858835657e-15,True,4.857418081148405e-07,3.0762647170166704e-09
