Porosity_used,k0_m2,Permeability_mD,Tortuosity,OutletHConc,C_molL,pH,eta_Pa_s,K_f_Pa,omega_rad_s,theta_deg,Lambda_m,debye_d_m,L_abs,sigma_abs,RE_real,RE_imag,RE_abs,TTM_real,TTM_imag,TTM_abs,RE_energy_proxy,TTM_energy_proxy_abs,matrix_cond,scan,scan_value,RE_abs_norm_to_scan_start,TTM_abs_norm_to_scan_start,RE_energy_proxy_norm_to_scan_start,TTM_energy_proxy_abs_norm_to_scan_start,L_abs_norm_to_scan_start
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,4825522042.741279,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332286459.30038065,22069671.320706826,333018560.18334407,7.474270954988333e-08,8.69473492259365e-07,8.726801397835029e-07,1.1090136142658755e+17,7.615706263725542e-13,9.65098997300562e+25,pore_fluid_bulk_modulus_Pa,4825522042.741279,3.210738915754282,3.428010419039768,10.30884438513898,11.751255433045207,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,5422221006.501592,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332406544.69356227,23750397.387809828,333253945.70986265,7.009490983016961e-08,8.707869768692929e-07,8.736036031686581e-07,1.1105819233119208e+17,7.631832554692622e-13,9.650990103814285e+25,pore_fluid_bulk_modulus_Pa,5422221006.501592,3.2130083432293826,3.431637913194384,10.323422613661622,11.776138767273105,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,6092704661.368687,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332485273.2361313,25275138.287186097,333444582.4036451,6.585842310021366e-08,8.718945118450234e-07,8.743782772225752e-07,1.1118528953434126e+17,7.645373716787186e-13,9.650990206229647e+25,pore_fluid_bulk_modulus_Pa,6092704661.368687,3.2148463328332086,3.434680941913757,10.335236943731127,11.797033172745572,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,6846096838.574672,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332531226.5363717,26655252.665666256,333597840.3953693,6.200701434512218e-08,8.728264717268061e-07,8.750262393637468e-07,1.1128751911645429e+17,7.656709195750612e-13,9.650990285194765e+25,pore_fluid_bulk_modulus_Pa,6846096838.574672,3.216323942363165,3.437226228405129,10.34473970221853,11.814524145236147,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,7692649574.87913,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332551637.59258217,27901930.864090845,333720106.3937452,5.851401895350375e-08,8.736094413572386e-07,8.755668714853238e-07,1.113691094114526e+17,7.666173464425975e-13,9.650990345006645e+25,pore_fluid_bulk_modulus_Pa,7692649574.87913,3.217502748129555,3.439349907472803,10.352323934221236,11.82912778603318,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,8643882620.59826,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332552530.36403555,29026039.522908047,333816860.6016002,5.5352873809724026e-08,8.742664941974032e-07,8.760170338042596e-07,1.114336964219082e+17,7.674058435152133e-13,9.650990389378144e+25,pore_fluid_bulk_modulus_Pa,8643882620.59826,3.2184355865282677,3.4411182084220537,10.358327624631555,11.841294524333803,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,9712740198.471169,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332538861.95833796,30038002.40336141,333892761.67795384,5.249754848295058e-08,8.748175036829042e-07,8.763912695518525e-07,1.1148437630093088e+17,7.680616573467078e-13,9.650990421271781e+25,pore_fluid_bulk_modulus_Pa,9712740198.471169,3.2191673731874317,3.4425882591123833,10.36303857659447,11.851413921778429,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,10913767146.51274,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332514661.9798928,30947714.213315748,333951735.2053009,4.9922881647083284e-08,8.752794698191377e-07,8.767020271442398e-07,1.1152376144663142e+17,7.686064443988195e-13,9.65099044335054e+25,pore_fluid_bulk_modulus_Pa,10913767146.51274,3.2197359559089125,3.4438089586744973,10.366699625772677,11.859820143846726,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,12263306841.775644,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332483164.82424355,31764483.413001843,333997061.81048954,4.7604831102276506e-08,8.756668462001393e-07,8.769598881809673e-07,1.1155403729803997e+17,7.690586454783747e-13,9.650990457687295e+25,pore_fluid_bulk_modulus_Pa,12263306841.775644,3.220172964270002,3.444821873120775,10.36951391981545,11.866797737531323,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,13779723598.335539,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332446931.96349525,32496999.58305037,334031461.92213935,4.552064779858067e-08,8.759918559706978e-07,8.771737918468552e-07,1.1157701755384163e+17,7.694338611029901e-13,9.65099046610958e+25,pore_fluid_bulk_modulus_Pa,13779723598.335539,3.220504626796918,3.4456621168273824,10.371650051220355,11.872587423339358,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,15483652565.85496,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332407962.4265433,33153320.90235997,334057175.00365275,4.3648985186171034e-08,8.762647885405503e-07,8.773512486705641e-07,1.1159419617142109e+17,7.697452135437981e-13,9.650990469999963e+25,pore_fluid_bulk_modulus_Pa,15483652565.85496,3.2207525348757158,3.446359192208008,10.373246890908348,11.877391681716633,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,17398280529.303623,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332367790.65858614,33740877.51792807,334076031.8893733,4.19699552405114e-08,8.764942718228678e-07,8.774985388484643e-07,1.1160679508294957e+17,7.700036856811897e-13,9.650990470478667e+25,pore_fluid_bulk_modulus_Pa,17398280529.303623,3.2209343401684283,3.446937768757933,10.37441802367623,11.881379981689916,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,19549661430.912594,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332327571.7145389,34266487.00005335,334089519.5198539,4.0465141880660626e-08,8.766875172494763e-07,8.776208923040021e-07,1.1161580705300683e+17,7.702184306084728e-13,9.650990468496728e+25,pore_fluid_bulk_modulus_Pa,19549661430.912594,3.221064378746583,3.447418390352568,10.37525573203011,11.88469355814109,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,21967070907.93235,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332288154.30056506,34736378.58188171,334098837.89899653,3.911758145248432e-08,8.768505367566032e-07,8.77722649240086e-07,1.1162203348545997e+17,7.70397048989035e-13,9.65099046476086e+25,pore_fluid_bulk_modulus_Pa,21967070907.93235,3.2211542202332812,3.447818105919822,10.37583451052668,11.88744969150855,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,24683404670.686512,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332250142.54827124,35156223.417415336,334104949.48192817,3.791171868647323e-08,8.769883323548956e-07,8.77807401142405e-07,1.1162611726832178e+17,7.705458335003831e-13,9.65099045986614e+25,pore_fluid_bulk_modulus_Pa,24683404670.686512,3.221213143967576,3.4481510233209853,10.376214118869475,11.889745479629555,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,27735626141.98418,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332213947.61958605,35531168.61081166,334108621.4628994,3.683334521660904e-08,8.771050598577044e-07,8.778781130361054e-07,1.1162857093583899e+17,7.706699813478331e-13,9.650990454198304e+25,pore_fluid_bulk_modulus_Pa,27735626141.98418,3.2212485467156866,3.448428789592159,10.376442199717921,11.89166111688804,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,31165269449.294365,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332179830.3322548,35865873.24357614,334110461.5888133,3.58695264678832e-08,8.772041689243992e-07,8.779372283411702e-07,1.1162980054308989e+17,7.70773776907376e-13,9.650990448122338e+25,pore_fluid_bulk_modulus_Pa,31165269449.294365,3.2212662879607343,3.448661002830949,10.376556497952327,11.893262712446964,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,35019004614.317055,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332147935.9997914,36164545.04030964,334110948.1996873,3.50085215509876e-08,8.772885218666367e-07,8.77986757975389e-07,1.1163012570689413e+17,7.708607471801343e-13,9.650990441839883e+25,pore_fluid_bulk_modulus_Pa,35019004614.317055,3.2212709795324868,3.4488555622054697,10.376586723578185,11.894604688955607,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,39349272630.95845,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332118322.6244009,36430976.662880905,334110455.2142256,3.42396997774811e-08,8.773604937441034e-07,8.780283554781981e-07,1.1162979628345704e+17,7.70933793023749e-13,9.650990435587318e+25,pore_fluid_bulk_modulus_Pa,39349272630.95845,3.2212662265012866,3.449018963051364,10.376556101997835,11.895731807487905,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,44214999073.744865,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332090983.4898358,36668580.909341834,334109272.7554136,3.3553456537093715e-08,8.774220562093146e-07,8.780633799266249e-07,1.1162900614115136e+17,7.709952991681684e-13,9.650990429506864e+25,pore_fluid_bulk_modulus_Pa,44214999073.744865,3.2212548260360334,3.449156544014485,10.376482654260435,11.896680865117945,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,49682395947.34387,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332065865.09090716,36880424.322663195,334107624.06265473,3.2941130558163106e-08,8.774748474023195e-07,8.780929483296024e-07,1.1162790445679222e+17,7.710472259061738e-13,9.650990423644299e+25,pore_fluid_bulk_modulus_Pa,49682395947.34387,3.2212389304595286,3.4492726928631416,10.376380247108045,11.897482109731348,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,55825862688.62701,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332042881.2198244,37069258.893369675,334105679.2747858,3.239492398842996e-08,8.77520229985954e-07,8.781179790522558e-07,1.1162660492366605e+17,7.71091185134818e-13,9.650990418024829e+25,pore_fluid_bulk_modulus_Pa,55825862688.62701,3.221220180134951,3.4493710170648053,10.376259448908648,11.89816041336669,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,62728998581.96231,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332021923.9150814,37237551.67665843,334103566.60045385,3.190782627124295e-08,8.775593391796811e-07,8.781392276620116e-07,1.116251932151439e+17,7.711285031588342e-13,9.650990412810818e+25,pore_fluid_bulk_modulus_Pa,62728998581.96231,3.221199811163053,3.449454484594674,10.376128223436888,11.898736241290306,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,70485740364.51889,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,332002871.8713447,37387512.24690388,334101381.3243413,3.1473542431840095e-08,8.775931224151631e-07,8.781573164209272e-07,1.1162373300283291e+17,7.711602723836044e-13,9.6509904079199e+25,pore_fluid_bulk_modulus_Pa,70485740364.51889,3.2211787422140663,3.449525539785692,10.375992489291791,11.899226449633769,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,79201640501.9254,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,331985596.811767,37521117.986754484,334099193.03320843,3.1086426113995495e-08,8.776223720120392e-07,8.781727584846726e-07,1.1162227078544107e+17,7.71187393744579e-13,9.650990403417563e+25,pore_fluid_bulk_modulus_Pa,79201640501.9254,3.2211576441962997,3.4495861983855587,10.375856568764254,11.899644940092129,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,88995303528.85225,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,331969968.2383725,37640137.2607253,334097051.3865579,3.074141750165905e-08,8.776477520654097e-07,8.781859777151296e-07,1.1162083974519229e+17,7.71210611455478e-13,9.65099039924807e+25,pore_fluid_bulk_modulus_Pa,88995303528.85225,3.221136995892971,3.449638125383404,10.375723546310393,11.900003196098725,1.0
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,100000000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.7391937368005003e-09,0.0013292776023578008,331955856.90188533,37746150.55902742,334094990.7039759,3.043398610972205e-08,8.776698205510134e-07,8.781973248744128e-07,1.1161946281348976e+17,7.712305414165749e-13,9.650990395409723e+25,pore_fluid_bulk_modulus_Pa,100000000000.0,3.221117128190236,3.4496826986221847,10.375595553520514,11.900310721173236,1.0
0.1,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,8.471127433818949e-06,9.659867403768781e-09,4.69221860652451e-10,0.0005523494961616588,93928411.391873,2331130.2912719306,93957334.12052421,3.966415300573281e-08,1.4215475334779786e-07,1.475846161801271e-07,8827980635035823.0,2.1781218933035435e-14,4.5958209094955865e+26,porosity,0.1,1.0,1.0,1.0,1.0,1.0
0.10949367088607595,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,8.095556477604298e-06,9.659867403768781e-09,5.375406177503478e-10,0.0006049279747712765,106984494.76729673,2325670.1335088364,107009769.93799977,4.6255108446664925e-08,1.706726308262415e-07,1.7682952799395032e-07,1.145109086218364e+16,3.126868197056326e-14,3.942370392127171e+26,porosity,0.10949367088607595,1.1389187543436736,1.1981569120871636,1.2971359289957451,1.4355799859822467,1.145600115482471
0.11898734177215191,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.765882832634855e-06,9.659867403768781e-09,6.088670178103984e-10,0.0006575242961654206,120542853.79968947,2284102.070297874,120564491.97189382,5.279400632130687e-08,2.019187307404381e-07,2.087064467794029e-07,1.4535796724440848e+16,4.355838092728373e-14,3.4213966321319395e+26,porosity,0.11898734177215191,1.2831834055363804,1.4141477084893221,1.646559652243943,1.999813741425601,1.2976100835621158
0.12848101265822787,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.473460432586661e-06,9.659867403768781e-09,6.830732838632634e-10,0.0007101377324997052,134583335.7885335,2218496.9200323327,134601619.60598156,5.932353192255973e-08,2.3590805403442994e-07,2.43252731532615e-07,1.811759600055336e+16,5.917189139807848e-14,2.9983151607870274e+26,porosity,0.12848101265822787,1.4325823616208682,1.6482255253198268,2.0522922228272242,2.7166473823158195,1.4557575874948643
0.1379746835443038,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,7.211764089624927e-06,9.659867403768781e-09,7.600454798280963e-10,0.0007627676383798941,149087803.0889053,2143420.362587412,149103210.16238034,6.586476800118645e-08,2.7266927865238546e-07,2.8051150276710995e-07,2.223176728072696e+16,7.868670318466233e-14,2.6493600976800016e+26,porosity,0.1379746835443038,1.5869246563670856,1.900682537431581,2.5183298649857933,3.612594108097353,1.6197998080721479
0.14746835443037976,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,6.9757642988885495e-06,9.659867403768781e-09,8.396810564827007e-10,0.000815413436373472,164039288.0461965,2075667.5737515423,164052419.72790205,7.241689015982154e-08,3.122226438054579e-07,3.205108192952143e-07,2.6913196418579748e+16,1.027271852852895e-13,2.3578550539711793e+26,porosity,0.14746835443037976,1.7460310178390444,2.171708864994646,3.048624315256049,4.716319394296333,1.789518193621942
0.1569620253164557,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,6.761513478218396e-06,9.659867403768781e-09,9.218869633694073e-10,0.0008680746058544683,179421306.24317768,2033972.1156139083,179432834.7225648,7.896250341857016e-08,3.546123831638904e-07,3.632974253133395e-07,3.2196142176575252e+16,1.319850192393015e-13,2.1115262238737715e+26,porosity,0.1569620253164557,1.9097267541924559,2.461621236118098,3.647056275678453,6.059579110107592,1.9647144361252211
0.16645569620253164,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,6.5658640209956614e-06,9.659867403768781e-09,1.0065781693617627e-09,0.0009207506742556496,195217296.5017484,2038688.5489911041,195227941.40299523,8.54662488516253e-08,3.998858373312798e-07,4.0891706077260545e-07,3.8113949104451336e+16,1.672131625909067e-13,1.901293278280938e+26,porosity,0.16645569620253164,2.0778361075311658,2.770729574371911,4.317402889760267,7.676942374299152,2.1452073182654363
0.1759493670886076,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,6.386271246326347e-06,9.659867403768781e-09,1.0936764849552632e-09,0.000973441210098474,211410171.75785786,2111444.7515285537,211420715.45055777,9.286252335307964e-08,4.480012675608799e-07,4.5752440806983875e-07,4.469871892162572e+16,2.0932858397965633e-13,1.719885235966196e+26,porosity,0.1759493670886076,2.2501778858407886,3.100081972713402,5.063300517926922,9.61050823754262,2.330830203508657
0.18544303797468353,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,6.220652600116089e-06,9.659867403768781e-09,1.18310961167997e-09,0.0010261458173615112,227981946.850211,2274812.5729612596,227993295.65111017,9.811856314096935e-08,4.992145663350724e-07,5.087655999317984e-07,5.1980942861854536e+16,2.588424356739628e-13,1.563479402677238e+26,porosity,0.18544303797468353,2.4265619899203474,3.4472807064853543,5.888203090926196,11.883744269306165,2.521429010223141
0.1949367088607595,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,6.067285064338748e-06,9.659867403768781e-09,1.2748103654097213e-09,0.0010788641308738787,244913503.70728236,2551863.295917461,244926797.84878188,1.0509866517760392e-07,5.533331362021354e-07,5.632257886863891e-07,5.998913630445806e+16,3.172232890414051e-13,1.4260733827892448e+26,porosity,0.1949367088607595,2.6067874332683907,3.8162906355969497,6.795340722246004,14.564074215344972,2.716860556405243
0.20443037974683545,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,5.924729095974018e-06,9.659867403768781e-09,1.3687160348359747e-09,0.001131595812505569,262184347.09406,2965893.3381622536,262201122.01215288,1.0780964403787269e-07,6.106325460629812e-07,6.200766288604431e-07,6.874942838443188e+16,3.844950256589317e-13,1.3066352281084312e+26,porosity,0.20443037974683545,2.790640288663503,4.20149907835678,7.787673220711919,17.65259450543287,2.916991192466568
0.2139240506329114,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,5.791771351202962e-06,9.659867403768781e-09,1.4647678464219625e-09,0.001184340547985689,279772569.22187406,3539897.702378414,279794963.0796659,1.1301091213310043e-07,6.70897654576598e-07,6.803492699911829e-07,7.82852213647516e+16,4.628751291775355e-13,1.2001600259315553e+26,porosity,0.2139240506329114,2.9778938035934224,4.609892870953543,8.8678515054801,21.251112281668302,3.1216956609506834
0.22341772151898737,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,5.667380947039545e-06,9.659867403768781e-09,1.5629105142578662e-09,0.0012370980442214879,297654717.8475235,4296363.810185788,297685723.2029751,1.1470925017601057e-07,7.34307200956805e-07,7.432128076486304e-07,8.86167897988783e+16,5.523652774529601e-13,1.1062535553378405e+26,porosity,0.22341772151898737,3.168307466249706,5.035841992782898,10.03817220069363,25.35970457627563,3.33085613718987
0.2329113924050633,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,5.5506756345511664e-06,9.659867403768781e-09,1.6630918583518946e-09,0.0012898680270211486,315805898.934103,5256771.712884511,315849646.90564126,1.1667757533876384e-07,8.00819770145991e-07,8.092749599756629e-07,9.976099945041826e+16,6.549259608436107e-13,1.0221596908114676e+26,porosity,0.2329113924050633,3.361628444039117,5.483464204615625,11.300545795772855,30.06837968330086,3.544361415811643
0.24240506329113926,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,5.440895334092866e-06,9.659867403768781e-09,1.7652624786327973e-09,0.00134265023914537,334199799.7078083,6441367.79955999,334261869.4135908,1.1682324859030514e-07,8.704250045329934e-07,8.78229673791232e-07,1.1173099734386842e+17,7.712873599274538e-13,9.46945444606204e+25,porosity,0.24240506329113926,3.557592097970924,5.9506857592755615,12.656461535545159,35.41066100564497,3.7621062159768246
0.2518987341772152,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,5.337381210945568e-06,9.659867403768781e-09,1.869375474715163e-09,0.0013954444386290884,352808853.5368756,7868812.802315931,352896592.9970456,1.1596311507246765e-07,9.431763565663674e-07,9.502784242752847e-07,1.2453600534892243e+17,9.030290836431179e-13,8.79204154939375e+25,porosity,0.2518987341772152,3.7559238594867517,6.438871807041659,14.106964038261857,41.45907014751592,3.9839905841467074
0.26139240506329114,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,5.23955897077535e-06,9.659867403768781e-09,1.975386203566258e-09,0.0014482503973270214,371604398.3990731,9555950.02528767,371727245.55838364,1.139320200028052e-07,1.0190442279228364e-06,1.0253934092068123e-06,1.3818114509042285e+17,1.0514316436447692e-12,8.180177282676137e+25,porosity,0.26139240506329114,3.956340918331599,6.947833966348627,15.65263346206492,48.272396823947695,4.209919377625527
0.2708860759493671,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,5.1469254046950516e-06,9.659867403768781e-09,2.083252068801783e-09,0.0015010678996460417,390556886.0956087,11517592.367592486,390726677.1166825,1.0959545978689024e-07,1.0980130140607936e-06,1.1034689591704735e-06,1.526673362106443e+17,1.217643743852768e-12,7.626492151774391e+25,porosity,0.2708860759493671,4.158554313764118,7.476856245123062,17.29357398052616,55.903379310235735,4.439801815510108
0.2803797468354431,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,5.059037462318965e-06,9.659867403768781e-09,2.192932336560552e-09,0.0015538967414346152,409636119.106067,13766347.950300435,409867371.73403865,1.0182700101308383e-07,1.179934510335153e-06,1.1843201369626271e-06,1.6799126241216864e+17,1.4026141868151759e-12,7.124906867827079e+25,porosity,0.2803797468354431,4.3622711901157105,8.024685550675308,19.029409936113545,64.39557818721705,4.673551086284191
0.289873417721519,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,4.975503309995173e-06,9.659867403768781e-09,2.304387973858588e-09,0.0016067367290051274,428811515.016785,16312482.477875674,429121675.6300962,9.236524432661461e-08,1.2649204871927955e-06,1.2682882863448572e-06,1.841454124955815e+17,1.6085551772795747e-12,6.66709891350913e+25,porosity,0.289873417721519,4.567197224642818,8.593634751178339,20.859290488785067,73.85055823665999,4.911084003320617
0.299367088607595,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,4.895974961590828e-06,9.659867403768781e-09,2.417581506069203e-09,0.0016595876782693369,448052343.6084192,19163877.356898345,448461990.37192345,8.102148272405514e-08,1.3529255408223789e-06,1.3553494013251087e-06,2.0111815680834717e+17,1.8369719996723306e-12,6.248333407112336e+25,porosity,0.299367088607595,4.773038683671641,9.183541187456179,22.781898275825913,84.33742874170403,5.1523207011445855
0.30886075949367087,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,4.820142165102942e-06,9.659867403768781e-09,2.5324768907662273e-09,0.0017124494139706382,467327985.1096386,22326002.826998018,467860979.42536914,6.570854726522999e-08,1.4437077769985238e-06,1.4452023244341003e-06,2.188938960688657e+17,2.0886097585497265e-12,5.8655894392528075e+25,porosity,0.30886075949367087,4.979504620950806,9.792364284568997,24.79546627007043,95.89039828170247,5.397184366569855
0.31835443037974687,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,4.7477272997638e-06,9.659867403768781e-09,2.6490394056390987e-09,0.0017653217689996552,486608212.0193531,25801891.868669115,487291791.0540605,4.907636404378727e-08,1.5375404528106617e-06,1.538323481435869e-06,2.3745328962867418e+17,2.3664391335369725e-12,5.513046685623401e+25,porosity,0.31835443037974687,5.186309249994095,10.42333219580518,26.897803636574313,108.64585406410885,5.645600999824732
0.32784810126582276,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001,2220000000.0,1000000.0,45.0,4.67848109199827e-06,9.659867403768781e-09,2.7672355485676477e-09,0.0018182045837818555,505863373.1176281,29592266.917644825,506728186.0359356,2.7163701216252876e-08,1.633841810996354e-06,1.634067602647948e-06,2.5677345452326973e+17,2.670176930023612e-12,5.189819044394939e+25,porosity,0.32784810126582276,5.393173303383934,11.072072719649638,29.086318280333174,122.59079430920976,5.897499201592651
