Porosity_used,k0_m2,Permeability_mD,Tortuosity,OutletHConc,C_molL,pH,eta_Pa_s,K_f_Pa,omega_rad_s,theta_deg,Lambda_m,debye_d_m,L_abs,sigma_abs,RE_real,RE_imag,RE_abs,TTM_real,TTM_imag,TTM_abs,RE_energy_proxy,TTM_energy_proxy_abs,matrix_cond,scan,scan_value,RE_abs_norm_to_scan_start,TTM_abs_norm_to_scan_start,RE_energy_proxy_norm_to_scan_start,TTM_energy_proxy_abs_norm_to_scan_start,L_abs_norm_to_scan_start
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,9.712740198471169e-06,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.6640926986945425e-08,0.0017599683079051744,2969019359.661868,-254690655.90422806,2979923369.5267897,1.7041325153857847e-05,5.451148239261608e-05,5.711311999567176e-05,8.879943288251896e+18,3.261908475640001e-09,9.383650519485201e+24,viscosity_Pa_s,9.712740198471169e-06,0.5193310895351664,0.44726208203509815,0.269704780557783,0.20004337002637088,0.36984594597018283
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,1.1568875283162833e-05,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.533581996269861e-08,0.0016939342051275215,2762581354.5430627,-229828909.8565327,2772125009.4962935,1.5363236827835404e-05,4.83817209207371e-05,5.076238730674758e-05,7.684677068274825e+18,2.5768199650802476e-09,1.0278662242094484e+25,viscosity_Pa_s,1.1568875283162833e-05,0.4831166855602765,0.3975284669723622,0.23340173186674704,0.15802888205339646,0.34083983697435843
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,1.3779723598335567e-05,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.4126355036212373e-08,0.0016376528118226658,2565876763.499272,-206605574.4756982,2574181312.3534894,1.3694412716843558e-05,4.268828329051127e-05,4.483108820840947e-05,6.626409428869933e+18,2.0098264699501906e-09,1.1249993485166076e+25,viscosity_Pa_s,1.3779723598335567e-05,0.4486197193110686,0.3510795042104496,0.20125965255474196,0.12325681827665512,0.3139593813239627
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,1.64130719537513e-05,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.300659434135606e-08,0.0015897405209010281,2379368233.3266683,-185128664.1205648,2386559408.865226,1.2087012188510268e-05,3.746085547346081e-05,3.9362565420062686e-05,5.695665812043136e+18,1.5494115564487147e-09,1.2304675958146328e+25,viscosity_Pa_s,1.64130719537513e-05,0.4159216007770021,0.30825461759669576,0.1729907779929039,0.09502090926968512,0.2890726094647839
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,1.9549661430912596e-05,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.197079223979816e-08,0.0015489979778329191,2203287831.597857,-165427458.94927877,2209489423.6093554,1.0575297664420784e-05,3.2711400907430665e-05,3.437837503457311e-05,4.881843513041602e+18,1.1818726700177594e-09,1.3450548209625827e+25,viscosity_Pa_s,1.9549661430912596e-05,0.3850624353007067,0.2692226163815226,0.1482730790797109,0.0724808171713125,0.266051824120968
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,2.3285662984981965e-05,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.1013421757926336e-08,0.001514388033455367,2037677468.7605946,-147472785.44878086,2043007021.315053,9.183323984867656e-06,2.843622880571945e-05,2.9882311625814264e-05,4.1738776891426053e+18,8.929525481022744e-10,1.469607291338555e+25,viscosity_Pa_s,2.3285662984981965e-05,0.35604843841203443,0.23401321648679274,0.12677049049564829,0.05476218549049453,0.2447741878577006
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,2.773562614198418e-05,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.0129193443126024e-08,0.0014850158262501051,1882425926.9144356,-131193779.02348046,1886992098.015817,7.920242831235023e-06,2.462057448648475e-05,2.5863157861140497e-05,3.5607391779741343e+18,6.689029345502735e-10,1.6050771191442557e+25,viscosity_Pa_s,2.773562614198418e-05,0.32885867879294595,0.20253857316589866,0.10814803061744198,0.041021873620078086,0.22512214216352197
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,3.3035991201283396e-05,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,9.313067799059566e-09,0.0014601108970838362,1737302280.0587492,-116492105.26125689,1741203498.4129593,6.790561581136151e-06,2.1240262728910232e-05,2.2299338272252282e-05,3.0317896228855286e+18,4.972604873803353e-10,1.752487481899831e+25,viscosity_Pa_s,3.3035991201283396e-05,0.30345112870363566,0.17462972543626304,0.09208258751151045,0.030495541005944614,0.20698368382540933
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,3.934927263095845e-05,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,8.560262350700703e-09,0.0014390112151433391,1601984808.807242,-103252795.0099284,1605308838.6122272,5.792986208784423e-06,1.826517233321995e-05,1.916181644775333e-05,2.5770164673265377e+18,3.6717520957739e-10,1.9129480758696176e+25,viscosity_Pa_s,3.934927263095845e-05,0.2797678613894389,0.15005928446294015,0.07827005626642028,0.022517788853529584,0.19025252194973924
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,4.686904192314192e-05,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,7.866254276316554e-09,0.0014211489801029286,1476085656.45087,-91352511.09524164,1478909783.071098,4.918857926242041e-06,1.5662363923547595e-05,1.6416601565860073e-05,2.1871741464634025e+18,2.6950480697219943e-10,2.087705410484689e+25,viscosity_Pa_s,4.686904192314192e-05,0.2577394562627612,0.12856106262175263,0.06642962731462379,0.016527946822434202,0.1748281364582994
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,5.5825862688627005e-05,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,7.226779430812949e-09,0.0014060380593914166,1359171538.2193682,-80665855.09925932,1361563164.338878,4.158990388268238e-06,1.3397002550766504e-05,1.4027718217691422e-05,1.8538542504844982e+18,1.967768783949518e-10,2.2781069506808773e+25,viscosity_Pa_s,5.5825862688627005e-05,0.23728867958082617,0.10985333066591027,0.05630591745721199,0.012067754258393822,0.16061575638206002
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,6.649435996665046e-05,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,6.6378284765733595e-09,0.0013932629184747276,1250780608.623938,-71069658.89198866,1252798079.230924,3.5041716505956553e-06,1.1434030441573425e-05,1.1958941052437129e-05,1.5695030273246922e+18,1.4301627109566606e-10,2.4855955139107857e+25,viscosity_Pa_s,6.649435996665046e-05,0.21833346390980418,0.09365240201294182,0.047669501462853765,0.008770772402793671,0.1475262738687565
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,7.920164050192556e-05,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,6.0956407364580096e-09,0.001382468904705935,1150435976.12018,-62445780.1531479,1152129511.214137,2.941829324488363e-06,9.740078253815857e-06,1.017464909296022e-05,1.3274024106105265e+18,1.0352348416487621e-10,2.7118043806324088e+25,viscosity_Pa_s,7.920164050192556e-05,0.20078928218864636,0.07967932302838265,0.04031633584183186,0.006348794518261351,0.13547610756529832
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,9.433732216299774e-05,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,5.596696290268815e-09,0.0013733537503967453,1057656452.011047,-54683018.75545015,1059069120.9835197,2.4616332657768018e-06,8.283267382821849e-06,8.641305275853832e-06,1.121627403020805e+18,7.467215687049926e-11,2.958476833223033e+25,viscosity_Pa_s,9.433732216299774e-05,0.18457102827471805,0.06767145954330916,0.03406646447838677,0.004579426436721728,0.12438702696106428
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.00011236548001387516,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,5.137706751228947e-09,0.0013656601675598003,971964753.1829021,-47678033.69852672,973133431.9235249,2.0537373401847534e-06,7.034094433759916e-06,7.327777396013158e-06,9.469886763272576e+17,5.3696321565521376e-11,3.227506317404425e+25,viscosity_Pa_s,0.00011236548001387516,0.16959444347865685,0.0573850102232018,0.028762275258835335,0.003293039398316975,0.11418594739441579
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.00013383887531737577,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,4.71560508281216e-09,0.0013591694147022642,892893670.1366501,-41335704.9697188,893849957.5854107,1.7078694530923336e-06,5.965886127431131e-06,6.205531029193322e-06,7.989677466754405e+17,3.8508615354281127e-11,3.5210129558583393e+25,viscosity_Pa_s,0.00013383887531737577,0.15577718444065525,0.0485965173757054,0.024266531192257926,0.0023616215010472375,0.10480470373090672
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.00015941590374559997,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,4.327534748130194e-09,0.001353695724692645,819990560.5537379,-35569130.29434967,820761647.7559912,1.4147708826517699e-06,5.054621122954471e-06,5.248882866574256e-06,6.736496824271299e+17,2.7550771347016782e-11,3.8413395879309508e+25,viscosity_Pa_s,0.00015941590374559997,0.14303959797646917,0.04110485085458942,0.020460326589269922,0.0016896087637780404,0.09617980920754204
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.00018988078244652632,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,3.97083842333885e-09,0.0013490814917337588,752820451.0276918,-30299344.42830146,753429944.8245485,1.1677964485350933e-06,4.278621360830678e-06,4.435126750676663e-06,5.676566817583222e+17,1.9670349294567737e-11,4.19093962447345e+25,viscosity_Pa_s,0.00018988078244652632,0.1313052537308327,0.03473219506739491,0.017241069657318354,0.0012063253741995711,0.08825220458731663
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.00022616759492228645,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,3.6430464523073875e-09,0.0013451931245766426,690967972.9233159,-25454796.361769535,691436682.758136,9.58962710029715e-07,3.6190852939623464e-06,3.7439802141841052e-06,4.7808468626357523e+17,1.4017387844202058e-11,4.572728566287535e+25,viscosity_Pa_s,0.00022616759492228645,0.12050127512452993,0.02931971473141545,0.014520557306637658,0.0008596456719315802,0.08096700156331038
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.00026938893095901725,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,3.3418651712461587e-09,0.0013419174820768164,634038469.0591695,-20970893.005290687,634385181.5737303,7.845135495783839e-07,3.059062915823429e-06,3.158057541027113e-06,4.0244455860033485e+17,9.973327432438216e-12,4.989458849385402e+25,viscosity_Pa_s,0.00026938893095901725,0.1105585300953451,0.02473125949157517,0.012223188576843328,0.0006116351960396272,0.0742732232725946
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.00032086999973704504,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,3.0651651883694987e-09,0.0013391588158478763,581658280.0389792,-16789352.770840716,581900538.8417914,6.368829430355981e-07,2.584392596521647e-06,2.6617109114412827e-06,3.3860823710436717e+17,7.084704976085584e-12,5.444908816552262e+25,viscosity_Pa_s,0.00032086999973704504,0.10141168190032919,0.020844288739907502,0.010284329225853556,0.0004344843730726347,0.0681235438107934
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.00038218926206331187,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,2.8109696646141226e-09,0.0013368361529750127,533474576.1513838,-12857838.229107028,533629503.8730753,5.143486922127827e-07,2.1821704676187234e-06,2.2419684491375693e-06,2.8476044740382448e+17,5.026422526928318e-12,5.942175382175935e+25,viscosity_Pa_s,0.00038218926206331187,0.09299916718949812,0.01755721761469626,0.008648845097940222,0.0003082558903698006,0.06247402777010377
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.000455226827550731,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,2.5774426073311125e-09,0.0013348810594208905,489154604.37380654,-9129456.116998337,489239791.8700884,4.104006765383335e-07,1.8418272758326379e-06,1.8869966691290681e-06,2.3935557394908742e+17,3.5607564293041978e-12,6.4862854658340935e+25,viscosity_Pa_s,0.000455226827550731,0.08526307647843925,0.014777376180673062,0.00726979221056818,0.00021837084678512359,0.057283870065654774
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.0005422221006501586,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,2.362877161591987e-09,0.0013332357318322175,448384710.41999805,-5562657.712105381,448419214.2395858,3.239417830538814e-07,1.5538211438596785e-06,1.5872297961900563e-06,2.0107979169924755e+17,2.5192984259135276e-12,7.081128726887068e+25,viscosity_Pa_s,0.0005422221006501586,0.07814900258207923,0.012429853304563093,0.006107266604573824,0.00015450125317295805,0.05251513570883952
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.0006458424430196978,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,2.1656838678901844e-09,0.001331851371911132,410869000.45193964,-2121183.9090741905,410874475.90906894,2.5138166765954467e-07,1.3101821556202885e-06,1.3340802163817286e-06,1.6881783495355206e+17,1.7797700237411198e-12,7.732535848889839e+25,viscosity_Pa_s,0.0006458424430196978,0.071605831015021,0.010447397992369267,0.005127395035351741,0.0001091481248109614,0.048132498833782456
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.0007692649574879146,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.9843788600229133e-09,0.0013306868033489752,376327921.4717723,1225564.2803231026,376329917.0768511,1.8991629196129106e-07,1.1040597064508806e-06,1.1202749811366542e-06,1.4162420648706965e+17,1.255016033360731e-12,8.447309158800216e+25,viscosity_Pa_s,0.0007692649574879146,0.06558552070794883,0.008773054607294824,0.004301460526532784,7.696648714257695e-05,0.04410298039431054
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.000916273901188674,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.8175720205142047e-09,0.0013297072965469045,344496821.26720184,4501788.492896152,344526234.07055837,1.396896347779969e-07,9.295114522483433e-07,9.39949325190052e-07,1.1869832596284117e+17,8.835047339252342e-13,9.230618106602544e+25,viscosity_Pa_s,0.000916273901188674,0.06004288108312119,0.0073608952237918,0.0036051475687618323,5.4182778495640935e-05,0.0403956849172742
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.0010913767146512737,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.663955224047477e-09,0.0013288835709969779,315124655.087066,7724174.150948541,315219306.372653,9.736548198131715e-08,7.815795336080522e-07,7.876208506866959e-07,9.936321111005648e+16,6.203466044364345e-13,1.0092973659131546e+26,viscosity_Pa_s,0.0010913767146512737,0.05493536763229764,0.0061679862973531,0.0030178946168956944,3.804405496433561e-05,0.036981539211886745
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.0012999422244132463,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.5222910321626384e-09,0.0013281909493062195,287973176.30546427,10900244.718602125,288179398.30318093,6.203511735316474e-08,6.559413819798321e-07,6.588683118640878e-07,8.304736560638341e+16,4.341074523786329e-13,1.10453290256895e+26,viscosity_Pa_s,0.0012999422244132463,0.050222942788675014,0.0051597043371753235,0.002522343982354524,2.662254884706585e-05,0.03383304110845465
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.001548365256585499,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.3914026276901102e-09,0.0013276086404571616,262816806.33441582,14026477.074236797,263190835.23355427,3.2738384764125655e-08,5.489915123101504e-07,5.499668012030816e-07,6.926941575093591e+16,3.024634824255499e-13,1.2101005435171198e+26,viscosity_Pa_s,0.001548365256585499,0.045868019498507245,0.00430687898988734,0.0021038752127154406,1.8549206633532992e-05,0.030924035750360963
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.0018442627085855348,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.2701664806347157e-09,0.0013271191330562438,239443465.03520855,17086392.811775938,240052322.9785237,9.536328306229925e-09,4.577635887840942e-07,4.578629104590778e-07,5.762511776738546e+16,2.096384447740575e-13,1.327411114045623e+26,viscosity_Pa_s,0.0018442627085855348,0.041835516883671195,0.003585598521567307,0.0017502104729239377,1.2856516757865657e-05,0.028229552592742527
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.0021967070907932353,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.1575102690048414e-09,0.0013267076820710848,217656366.94951025,20049115.557354227,218577814.7669429,-1.0160794411635461e-08,3.793992181195197e-07,3.795352532410901e-07,4.7776261108292e+16,1.440470084527784e-13,1.4598026770039004e+26,viscosity_Pa_s,0.0021967070907932353,0.03809301133443516,0.0029722019666092937,0.001451077512525406,8.833984530316156e-06,0.02572575919275021
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.002616504698748821,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.0524198231603023e-09,0.0013263618749427173,197276559.55105785,22868682.370101146,198597627.33136228,-2.4762647371879318e-08,3.122019190599379e-07,3.131824180403045e-07,3.944101758164666e+16,9.808322696957206e-14,1.6089813586787325e+26,viscosity_Pa_s,0.002616504698748821,0.03461093101782465,0.0024525821800684055,0.0011979165459206165,6.0151593499890925e-06,0.023390115548240942
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.0031165269449294304,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,9.539597805046957e-10,0.001326071265020767,178145707.89009026,25484178.773137312,179959263.7443335,-3.5163175969311346e-08,2.544310404852839e-07,2.5684937863789537e-07,3.2385336607402588e+16,6.597160330667294e-14,1.7790881317689427e+26,viscosity_Pa_s,0.0031165269449294304,0.03136269927878455,0.002011429035354964,0.0009836189060514731,4.045846764269e-06,0.021201833149983054
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.0037121050090663608,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,8.613119278287978e-10,0.0013258270620467199,160129298.90071157,27820035.422932662,162527987.55096507,-4.2425678904292185e-08,2.0452350267255547e-07,2.088774793412179e-07,2.6415346737366656e+16,4.362980137594091e-14,1.9766245863648015e+26,viscosity_Pa_s,0.0037121050090663608,0.028324834698082942,0.0016357533314145026,0.0008022962606737234,2.675688961233643e-06,0.019142727143334246
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.004421499907374487,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,7.738307802433284e-10,0.0013256218709381787,143121553.1335347,29786399.747430447,146188264.17079082,-4.621889857402582e-08,1.618195327213648e-07,1.6829066449318258e-07,2.1371008581268924e+16,2.8321747755556946e-14,2.206791614165635e+26,viscosity_Pa_s,0.004421499907374487,0.025477202295013244,0.0013179114184971028,0.0006490878367810281,1.7368905070050456e-06,0.017198451574510058
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.00526646239348428,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,6.911061104724106e-10,0.0013254494714372244,127053856.2245307,31281740.78750353,130848116.86921704,-4.637328292334532e-08,1.259223708738296e-07,1.3418988358134498e-07,1.712122968822028e+16,1.8006924855574918e-14,2.4763453162377416e+26,viscosity_Pa_s,0.00526646239348428,0.02280377267154566,0.0010508626865978986,0.0005200120480555327,1.1043123860837533e-06,0.015359889109179988
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.00627289985819625,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,6.130088134028036e-10,0.0013253046323073632,111905739.2229283,32202626.82110909,116446999.29671717,-4.441196219462672e-08,9.578808708483357e-08,1.0558304794496422e-07,1.3559903645209648e+16,1.1147780013348614e-14,2.799033137607546e+26,viscosity_Pa_s,0.00627289985819625,0.020293994012157503,0.000826837928921674,0.0004118461929654846,6.836609607034835e-07,0.013624170375777558
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.0074716706758680826,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,5.39688502103083e-10,0.0013251829547214313,97711443.98744628,32464362.724151738,102963397.05544463,-4.0866249071708995e-08,7.089909780601153e-08,8.183356513617958e-08,1.0601461133197144e+16,6.6967323828973455e-15,3.190304470541332e+26,viscosity_Pa_s,0.0074716706758680826,0.01794411685946721,0.0006408518870258928,0.00032199132986621533,4.106911411046477e-07,0.011994620536832496
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.008899530352885234,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,4.715013043508852e-10,0.0013250807402997683,84551939.92714387,32028236.9329063,90414813.53447415,-3.58129254717101e-08,5.129307888830674e-08,6.255833735549818e-08,8174838506473730.0,3.913545572684319e-15,3.660883456318436e+26,viscosity_Pa_s,0.008899530352885234,0.01575719164564753,0.0004899044600679248,0.0002482890885576643,2.4000637999444493e-07,0.0104791545609586
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.010600258488068824,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,4.088775143126817e-10,0.0013249948799536144,72528594.89380117,30922187.76975386,78845283.77612092,-3.0035958897987007e-08,3.639966832054801e-08,4.7192104008694836e-08,6216578773737036.0,2.2270946807674713e-15,4.227426884054762e+26,viscosity_Pa_s,0.010600258488068824,0.013740892650761212,0.0003695690008906069,0.00018881213083974348,1.365812464192814e-07,0.009087335770750153
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.012626001098748578,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,3.5217282006276376e-10,0.0013249227602802915,61727305.30144289,29242116.60610556,68303452.35332263,-2.4671322410571044e-08,2.4892072970314297e-08,3.5046960584989345e-08,4665361603382614.0,1.2282894462457967e-15,4.926294776110434e+26,viscosity_Pa_s,0.012626001098748578,0.011903697488468408,0.00027445841798578465,0.00014169801389696908,7.53274232032597e-08,0.007827069362378604
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.015038869469554102,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,3.0155635349167393e-10,0.0013248621847592283,52188963.90677646,27132292.044271704,58820483.04152615,-1.936341880505193e-08,1.707686249523891e-08,2.5817846937750947e-08,3459849225238466.0,6.665612205011359e-16,5.753544690661651e+26,viscosity_Pa_s,0.015038869469554102,0.010251037277442289,0.00020218373599476043,0.00010508376526351142,4.0878263100798984e-08,0.006702114305767956
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.01791284454622006,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,2.5696615395315736e-10,0.0013248113074242577,43897264.70377958,24755101.772559118,50396278.75392639,-1.502181555296102e-08,1.1282390815244886e-08,1.878689130790679e-08,2539784912243452.5,3.5294728501510367e-16,6.768921048077454e+26,viscosity_Pa_s,0.01791284454622006,0.008782895097718806,0.00014712318504011448,7.713924629753305e-05,2.1645231576347767e-08,0.005711093520552131
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.02133604526501411,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,2.1812803810462542e-10,0.001324768577049022,36784077.621437944,22263231.91697567,42996742.456249125,-1.125865740423759e-08,7.651761516116049e-09,1.3612744794695465e-08,1848719861849016.0,1.8530682084550847e-16,7.964655254803438e+26,viscosity_Pa_s,0.02133604526501411,0.007493328632075772,0.00010660360665901889,5.6149973988286556e-05,1.1364328952710815e-08,0.0048479132598029375
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.025413430367026393,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.8461197558225045e-10,0.001324732690188408,30745030.390602585,19782122.377716288,36559393.58750388,-8.290910973752577e-09,5.235603032502961e-09,9.805648570525312e-09,1336589259486019.8,9.61507438886451e-17,9.396168264396745e+26,viscosity_Pa_s,0.025413430367026393,0.00637144897707836,7.678962024294942e-05,4.059536206751288e-05,5.8966457770563865e-09,0.004103016063961151
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.030270016537634618,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.558980704301368e-10,0.0013247025516779603,25657177.774579275,17403523.02353843,31002796.40592437,-6.128217745528133e-09,3.3956999352383058e-09,7.006128088094261e-09,961173384987197.0,4.908583078678334e-17,1.1146712679370675e+27,viscosity_Pa_s,0.030270016537634618,0.005403063783711468,5.48661224587817e-05,2.9193098250854484e-05,3.01029139366203e-09,0.0034648472034275635
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.03605471154250506,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.3143392261200292e-10,0.0013246772414122715,21393612.618636485,15187000.20316949,26236075.08846078,-4.420835737453334e-09,2.346683277342333e-09,5.005068533167424e-09,688331636047352.4,2.505071102170271e-17,1.319920674927109e+27,viscosity_Pa_s,0.03605471154250506,0.004572335517131251,3.9195501367154593e-05,2.0906252081219904e-05,1.5362873274226177e-09,0.0029211295427918242
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.04294487988789272,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,1.1067616997832749e-10,0.001324655986408437,17833289.434767943,13165493.871425468,22166561.32427282,-3.215850643854708e-09,1.5131846026119284e-09,3.5540713280915676e-09,491356440942747.56,1.2631423005162558e-17,1.56999932633611e+27,viscosity_Pa_s,0.04294487988789272,0.0038631142537100707,2.783250752233369e-05,1.4923651737217918e-05,7.746484749807615e-10,0.002459786814406598
0.24,3.9e-13,395.1674866729765,2.3,9.999999999999999e-11,0.001,7.0,0.05115178099293145,2220000000.0,1000000.0,45.0,5.468089245796927e-06,9.659867403768781e-09,9.311630554607658e-11,0.001324638137317038,14866464.33970438,11351988.144493375,18705063.399957247,-2.339920549547153e-09,9.302719506165949e-10,2.518061571982912e-09,349879396796420.2,6.340634080297054e-18,1.8694605796717354e+27,viscosity_Pa_s,0.05115178099293145,0.003259855959607028,1.971934752405401e-05,1.0626660877385456e-05,3.88852666774415e-10,0.002069517409514142
