position,medium,z_m,r_m,time_ms,model_mv,raw_model_mv
2,fluid,-0.018,0.0,0.07377607788595271,0.0,0.00022311076130113023
2,fluid,-0.018,0.0,0.07390125173852573,0.0,0.00014016182611427012
2,fluid,-0.018,0.0,0.07402642559109875,0.0,4.263496398670408e-05
2,fluid,-0.018,0.0,0.07415159944367178,0.0,-4.8060626578203036e-05
2,fluid,-0.018,0.0,0.0742767732962448,0.0,-0.00011383338838857401
2,fluid,-0.018,0.0,0.0744019471488178,0.0,-0.00014658844243499976
2,fluid,-0.018,0.0,0.07452712100139082,0.0,-0.00015074558072452926
2,fluid,-0.018,0.0,0.07465229485396384,0.0,-0.00014053498285267218
2,fluid,-0.018,0.0,0.07477746870653686,0.0,-0.0001332840947777159
2,fluid,-0.018,0.0,0.07490264255910987,0.0,-0.00014167555603038776
2,fluid,-0.018,0.0,0.0750278164116829,0.0,-0.0001684109113976235
2,fluid,-0.018,0.0,0.07515299026425593,0.0,-0.00020562999930315819
2,fluid,-0.018,0.0,0.07527816411682893,0.0,-0.00023927698694087152
2,fluid,-0.018,0.0,0.07540333796940195,0.0,-0.0002563355280877665
2,fluid,-0.018,0.0,0.07552851182197497,0.0,-0.00025151284972873276
2,fluid,-0.018,0.0,0.07565368567454799,0.0,-0.0002301701318270175
2,fluid,-0.018,0.0,0.075778859527121,0.0,-0.000206006951466474
2,fluid,-0.018,0.0,0.07590403337969402,0.0,-0.00019445467104172123
2,fluid,-0.018,0.0,0.07602920723226704,0.0,-0.0002048021323042915
2,fluid,-0.018,0.0,0.07615438108484004,0.0,-0.0002347959776363458
2,fluid,-0.018,0.0,0.07627955493741308,0.0,-0.00027045198155261973
2,fluid,-0.018,0.0,0.0764047287899861,0.0,-0.0002914928525356201
2,fluid,-0.018,0.0,0.07652990264255911,0.0,-0.00028022118397138526
2,fluid,-0.018,0.0,0.07665507649513213,0.0,-0.00022993646134979864
2,fluid,-0.018,0.0,0.07678025034770515,0.0,-0.00014902536037929762
2,fluid,-0.018,0.0,0.07690542420027817,0.0,-5.864407410515971e-05
2,fluid,-0.018,0.0,0.07703059805285117,0.0,1.5288991533967887e-05
2,fluid,-0.018,0.0,0.07715577190542419,0.0,5.250408628520483e-05
2,fluid,-0.018,0.0,0.07728094575799722,0.0,4.674249248154482e-05
2,fluid,-0.018,0.0,0.07740611961057024,0.0,8.415925142513661e-06
2,fluid,-0.018,0.0,0.07753129346314326,0.0,-3.964724820193606e-05
2,fluid,-0.018,0.0,0.07765646731571628,0.0,-7.15586026489956e-05
2,fluid,-0.018,0.0,0.0777816411682893,0.0,-6.877333463454592e-05
2,fluid,-0.018,0.0,0.0779068150208623,0.0,-2.7036792676146323e-05
2,fluid,-0.018,0.0,0.07803198887343532,0.0,4.306211916668029e-05
2,fluid,-0.018,0.0,0.07815716272600834,0.0,0.00012197703778814252
2,fluid,-0.018,0.0,0.07828233657858137,0.0,0.0001906716260392549
2,fluid,-0.018,0.0,0.07840751043115439,0.0,0.00023921841399750555
2,fluid,-0.018,0.0,0.07853268428372741,0.0,0.000270538228951563
2,fluid,-0.018,0.0,0.07865785813630043,0.0,0.0002976009477352109
2,fluid,-0.018,0.0,0.07878303198887343,0.0,0.00033551363121042205
2,fluid,-0.018,0.0,0.07890820584144645,0.0,0.0003923802489742348
2,fluid,-0.018,0.0,0.07903337969401947,0.0,0.00046346710358832847
2,fluid,-0.018,0.0,0.07915855354659249,0.0,0.0005317133970720189
2,fluid,-0.018,0.0,0.0792837273991655,0.0,0.0005746476848543996
2,fluid,-0.018,0.0,0.07940890125173854,0.0,0.0005746776316698
2,fluid,-0.018,0.0,0.07953407510431156,0.0,0.0005279669849155144
2,fluid,-0.018,0.0,0.07965924895688456,0.0,0.00044756282127676907
2,fluid,-0.018,0.0,0.07978442280945758,0.0,0.0003589429071781026
2,fluid,-0.018,0.0,0.0799095966620306,0.0,0.0002896082732377292
2,fluid,-0.018,0.0,0.08003477051460361,0.0,0.0002571697161192922
2,fluid,-0.018,0.0,0.08015994436717663,0.0,0.000261241253900034
2,fluid,-0.018,0.0,0.08028511821974965,0.0,0.00028290578680722247
2,fluid,-0.018,0.0,0.08041029207232268,0.0,0.0002922103452699117
2,fluid,-0.018,0.0,0.08053546592489569,0.0,0.0002605592231299002
2,fluid,-0.018,0.0,0.0806606397774687,0.0,0.00017264140404693332
2,fluid,-0.018,0.0,0.08078581363004173,0.0,3.26970447208498e-05
2,fluid,-0.018,0.0,0.08091098748261474,0.0,-0.00013754933363066202
2,fluid,-0.018,0.0,0.08103616133518776,0.0,-0.00030821571994600746
2,fluid,-0.018,0.0,0.08116133518776078,0.0,-0.0004535189371207431
2,fluid,-0.018,0.0,0.0812865090403338,0.0,-0.0005613652846996683
2,fluid,-0.018,0.0,0.08141168289290682,0.0,-0.0006360045679878692
2,fluid,-0.018,0.0,0.08153685674547984,0.0,-0.0006927856288765705
2,fluid,-0.018,0.0,0.08166203059805285,0.0,-0.0007478064962713909
2,fluid,-0.018,0.0,0.08178720445062587,0.0,-0.0008076862804434574
2,fluid,-0.018,0.0,0.08191237830319889,0.0,-0.0008646306861454985
2,fluid,-0.018,0.0,0.08203755215577191,0.0,-0.0008994100006653057
2,fluid,-0.018,0.0,0.08216272600834493,0.0,-0.0008909951023152217
2,fluid,-0.018,0.0,0.08228789986091793,0.0,-0.0008282344108510886
2,fluid,-0.018,0.0,0.08241307371349096,0.0,-0.0007177341870345206
2,fluid,-0.018,0.0,0.08253824756606398,0.0,-0.0005836789872606205
2,fluid,-0.018,0.0,0.082663421418637,0.0,-0.00045903677676696934
2,fluid,-0.018,0.0,0.08278859527121002,0.0,-0.00037173533314187627
2,fluid,-0.018,0.0,0.08291376912378304,0.0,-0.00033201236067881246
2,fluid,-0.018,0.0,0.08303894297635606,0.0,-0.00032692949928264024
2,fluid,-0.018,0.0,0.08316411682892906,0.0,-0.0003249935428874583
2,fluid,-0.018,0.0,0.08328929068150208,0.0,-0.00028927814944142285
2,fluid,-0.018,0.0,0.0834144645340751,0.0,-0.00019346862660275357
2,fluid,-0.018,0.0,0.08353963838664813,0.0,-3.373630513348809e-05
2,fluid,-0.018,0.0,0.08366481223922115,0.0,0.00016893275716053853
2,fluid,-0.018,0.0,0.08378998609179417,0.0,0.00037709135665015784
2,fluid,-0.018,0.0,0.08391515994436718,0.0,0.0005521580589785807
2,fluid,-0.018,0.0,0.08404033379694019,0.0,0.0006698019993443163
2,fluid,-0.018,0.0,0.08416550764951321,0.0,0.0007284333879594456
2,fluid,-0.018,0.0,0.08429068150208623,0.0,0.0007470563827713779
2,fluid,-0.018,0.0,0.08441585535465924,0.0,0.0007537427753251028
2,fluid,-0.018,0.0,0.08454102920723228,0.0,0.0007704451183697307
2,fluid,-0.018,0.0,0.0846662030598053,0.0,0.0008016522698529418
2,fluid,-0.018,0.0,0.08479137691237831,0.0,0.0008325839021966056
2,fluid,-0.018,0.0,0.08491655076495132,0.0,0.0008379989672607955
2,fluid,-0.018,0.0,0.08504172461752434,0.0,0.000797405456783077
2,fluid,-0.018,0.0,0.08516689847009735,0.0,0.0007090465624663765
2,fluid,-0.018,0.0,0.08529207232267037,0.0,0.0005952339814799344
2,fluid,-0.018,0.0,0.08541724617524339,0.0,0.000495466798028681
2,fluid,-0.018,0.0,0.08554242002781641,0.0,0.0004496133991829716
2,fluid,-0.018,0.0,0.08566759388038944,0.0,0.0004785189798763844
2,fluid,-0.018,0.0,0.08579276773296245,0.0,0.0005712401636654162
2,fluid,-0.018,0.0,0.08591794158553548,0.0,0.000685640534529854
2,fluid,-0.018,0.0,0.08604311543810848,0.0,0.0007632463960127647
2,fluid,-0.018,0.0,0.0861682892906815,0.0,0.000752645811070113
2,fluid,-0.018,0.0,0.08629346314325452,0.0,0.0006313964523507263
2,fluid,-0.018,0.0,0.08641863699582752,0.0,0.0004165322912633589
2,fluid,-0.018,0.0,0.08654381084840056,0.0,0.00015848012557013346
2,fluid,-0.018,0.0,0.08666898470097358,0.0,-7.947901562528387e-05
2,fluid,-0.018,0.0,0.08679415855354661,0.0,-0.00024743778833043233
2,fluid,-0.018,0.0,0.08691933240611961,0.0,-0.0003291836276892226
2,fluid,-0.018,0.0,0.08704450625869263,0.0,-0.0003474409193099275
2,fluid,-0.018,0.0,0.08716968011126565,0.0,-0.0003515946523566807
2,fluid,-0.018,0.0,0.08729485396383865,0.0,-0.00039350115504314915
2,fluid,-0.018,0.0,0.08742002781641169,0.0,-0.000502630000741893
2,fluid,-0.018,0.0,0.08754520166898469,0.0,-0.000672288397768459
2,fluid,-0.018,0.0,0.08767037552155774,0.0,-0.0008636448396870782
2,fluid,-0.018,0.0,0.08779554937413074,0.0,-0.0010258800604669009
2,fluid,-0.018,0.0,0.08792072322670376,0.0,-0.0011229092032644529
2,fluid,-0.018,0.0,0.08804589707927678,0.0,-0.0011535176538050413
2,fluid,-0.018,0.0,0.08817107093184978,0.0,-0.0011543436455097192
2,fluid,-0.018,0.0,0.08829624478442281,0.0,-0.0011829794340800508
2,fluid,-0.018,0.0,0.08842141863699582,0.0,-0.0012880678402862802
2,fluid,-0.018,0.0,0.08854659248956885,0.0,-0.0014801482328780802
2,fluid,-0.018,0.0,0.08867176634214187,0.0,-0.0017177215357019012
2,fluid,-0.018,0.0,0.08879694019471489,0.0,-0.0019168549575811376
2,fluid,-0.018,0.0,0.0889221140472879,0.0,-0.001982130956967656
2,fluid,-0.018,0.0,0.08904728789986091,0.0,-0.0018465486385058525
2,fluid,-0.018,0.0,0.08917246175243394,0.0,-0.001502902653459698
2,fluid,-0.018,0.0,0.08929763560500695,0.0,-0.0010118596592688103
2,fluid,-0.018,0.0,0.08942280945757998,0.0,-0.0004816124797622543
2,fluid,-0.018,0.0,0.08954798331015298,0.0,-2.653178450524393e-05
2,fluid,-0.018,0.0,0.08967315716272602,0.0,0.0002779670719623237
2,fluid,-0.018,0.0,0.08979833101529903,0.0,0.0004246950234817664
2,fluid,-0.018,0.0,0.08992350486787204,0.0,0.00047483565270417814
2,fluid,-0.018,0.0,0.09004867872044507,0.0,0.0005283555892235829
2,fluid,-0.018,0.0,0.09017385257301808,0.0,0.0006774442520045298
2,fluid,-0.018,0.0,0.09029902642559111,0.0,0.0009637446585032568
2,fluid,-0.018,0.0,0.09042420027816411,0.0,0.0013588780318442505
2,fluid,-0.018,0.0,0.09054937413073713,0.0,0.0017774907984035645
2,fluid,-0.018,0.0,0.09067454798331015,0.0,0.002117181040492665
2,fluid,-0.018,0.0,0.09079972183588317,0.0,0.002306919189337561
2,fluid,-0.018,0.0,0.0909248956884562,0.0,0.0023409815283099507
2,fluid,-0.018,0.0,0.0910500695410292,0.0,0.0022814498853530175
2,fluid,-0.018,0.0,0.09117524339360224,0.0,0.0022266393132198735
2,fluid,-0.018,0.0,0.09130041724617524,0.0,0.0022590727508184157
2,fluid,-0.018,0.0,0.09142559109874826,0.0,0.002397289431499794
2,fluid,-0.018,0.0,0.09155076495132128,0.0,0.0025755453847561534
2,fluid,-0.018,0.0,0.09167593880389428,0.0,0.0026638389209972134
2,fluid,-0.018,0.0,0.09180111265646733,0.0,0.002522450507050896
2,fluid,-0.018,0.0,0.09192628650904033,0.0,0.0020684394743858093
2,fluid,-0.018,0.0,0.09205146036161337,0.0,0.0013241591943585998
2,fluid,-0.018,0.0,0.09217663421418637,0.0,0.000423817529719033
2,fluid,-0.018,0.0,0.09230180806675939,0.0,-0.00042852476153294635
2,fluid,-0.018,0.0,0.09242698191933241,0.0,-0.0010346422986795517
2,fluid,-0.018,0.0,0.09255215577190541,0.0,-0.0012806032876898905
2,fluid,-0.018,0.0,0.09267732962447844,0.0,-0.0011840578894479169
2,fluid,-0.018,0.0,0.09280250347705146,0.0,-0.0008884527751785855
2,fluid,-0.018,0.0,0.0929276773296245,0.0,-0.0006046690931184191
2,fluid,-0.018,0.0,0.0930528511821975,0.0,-0.0005237365181076744
2,fluid,-0.018,0.0,0.09317802503477052,0.0,-0.0007377968085846448
2,fluid,-0.018,0.0,0.09330319888734354,0.0,-0.0012038919209581382
2,fluid,-0.018,0.0,0.09342837273991654,0.0,-0.001766970964906932
2,fluid,-0.018,0.0,0.09355354659248957,0.0,-0.0022323671764632506
2,fluid,-0.018,0.0,0.09367872044506258,0.0,-0.002455437424174998
2,fluid,-0.018,0.0,0.09380389429763561,0.0,-0.0024074741157734374
2,fluid,-0.018,0.0,0.09392906815020863,0.0,-0.0021868483876908294
2,fluid,-0.018,0.0,0.09405424200278165,0.0,-0.001968852907323678
2,fluid,-0.018,0.0,0.09417941585535466,0.0,-0.0019162372710197339
2,fluid,-0.018,0.0,0.09430458970792767,0.0,-0.0020919960769302088
2,fluid,-0.018,0.0,0.0944297635605007,0.0,-0.0024170975436360476
2,fluid,-0.018,0.0,0.0945549374130737,0.0,-0.0026970422891271517
2,fluid,-0.018,0.0,0.09468011126564674,0.0,-0.0027100063112757236
2,fluid,-0.018,0.0,0.09480528511821974,0.0,-0.0023195162019007854
2,fluid,-0.018,0.0,0.09493045897079277,0.0,-0.0015599607597069735
2,fluid,-0.018,0.0,0.0950556328233658,0.0,-0.0006514690771140102
2,fluid,-0.018,0.0,0.0951808066759388,0.0,7.047675327857318e-05
2,fluid,-0.018,0.0,0.09530598052851183,0.0,0.0002876311900392913
2,fluid,-0.018,0.0,0.09543115438108483,0.0,-0.00015936548868417994
2,fluid,-0.018,0.0,0.09555632823365787,0.0,-0.001181852382530135
2,fluid,-0.018,0.0,0.09568150208623087,0.0,-0.002449731345472773
2,fluid,-0.018,0.0,0.09580667593880389,0.0,-0.003498318295203481
2,fluid,-0.018,0.0,0.09593184979137692,0.0,-0.0038969869579428378
2,fluid,-0.018,0.0,0.09605702364394993,0.0,-0.0034124525590496745
2,fluid,-0.018,0.0,0.09618219749652296,0.0,-0.0020985732510311462
2,fluid,-0.018,0.0,0.09630737134909596,0.0,-0.00027309118700695814
2,fluid,-0.018,0.0,0.096432545201669,0.0,0.0016113235735305289
2,fluid,-0.018,0.0,0.096557719054242,0.0,0.003148777180015692
2,fluid,-0.018,0.0,0.09668289290681502,0.0,0.004137498949196562
2,fluid,-0.018,0.0,0.09680806675938804,0.0,0.004644544969958505
2,fluid,-0.018,0.0,0.09693324061196106,0.0,0.00494887709782176
2,fluid,-0.018,0.0,0.09705841446453409,0.0,0.0053875313292821815
2,fluid,-0.018,0.0,0.09718358831710709,0.0,0.00617442232468043
2,fluid,-0.018,0.0,0.09730876216968012,0.0,0.007276808926699011
2,fluid,-0.018,0.0,0.09743393602225313,0.00841203156926645,0.00841203156926645
2,fluid,-0.018,0.0,0.09755910987482615,0.009174650078982117,0.009174650078982117
2,fluid,-0.018,0.0,0.09768428372739917,0.009243203886815357,0.009243203886815357
2,fluid,-0.018,0.0,0.09780945757997217,0.008573235150097452,0.008573235150097452
2,fluid,-0.018,0.0,0.0979346314325452,0.007479407508488884,0.007479407508488884
2,fluid,-0.018,0.0,0.09805980528511822,0.0065493800663083464,0.0065493800663083464
2,fluid,-0.018,0.0,0.09818497913769125,0.006401765962880312,0.006401765962880312
2,fluid,-0.018,0.0,0.09831015299026426,0.00737234287711491,0.00737234287711491
2,fluid,-0.018,0.0,0.09843532684283728,0.009256067629969172,0.009256067629969172
2,fluid,-0.018,0.0,0.0985605006954103,0.011226556345039718,0.011226556345039718
2,fluid,-0.018,0.0,0.0986856745479833,0.01199776722401293,0.01199776722401293
2,fluid,-0.018,0.0,0.09881084840055633,0.010203738362470866,0.010203738362470866
2,fluid,-0.018,0.0,0.09893602225312934,0.004884548703141528,0.004884548703141528
2,fluid,-0.018,0.0,0.09906119610570238,-0.0040853263016257585,-0.0040853263016257585
2,fluid,-0.018,0.0,0.09918636995827539,-0.015784310334836342,-0.015784310334836342
2,fluid,-0.018,0.0,0.0993115438108484,-0.028340586926381417,-0.028340586926381417
2,fluid,-0.018,0.0,0.09943671766342142,-0.03933165111667151,-0.03933165111667151
2,fluid,-0.018,0.0,0.09956189151599443,-0.04637814704260875,-0.04637814704260875
2,fluid,-0.018,0.0,0.09968706536856746,-0.04775776058646959,-0.04775776058646959
2,fluid,-0.018,0.0,0.09981223922114046,-0.042857928421752046,-0.042857928421752046
2,fluid,-0.018,0.0,0.0999374130737135,-0.03233916492941958,-0.03233916492941958
2,fluid,-0.018,0.0,0.10006258692628651,-0.017973337372369405,-0.017973337372369405
2,fluid,-0.018,0.0,0.10018776077885953,-0.0022194121379937224,-0.0022194121379937224
2,fluid,-0.018,0.0,0.10031293463143255,0.012330700608944754,0.012330700608944754
2,fluid,-0.018,0.0,0.10043810848400556,0.023482552623013946,0.023482552623013946
2,fluid,-0.018,0.0,0.10056328233657859,0.029821465536519005,0.029821465536519005
2,fluid,-0.018,0.0,0.10068845618915159,0.030884772167677935,0.030884772167677935
2,fluid,-0.018,0.0,0.10081363004172463,0.02713026605963374,0.02713026605963374
2,fluid,-0.018,0.0,0.10093880389429763,0.01975596128148561,0.01975596128148561
2,fluid,-0.018,0.0,0.10106397774687065,0.010442399128039173,0.010442399128039173
2,fluid,-0.018,0.0,0.10118915159944368,0.0010750032584378952,0.0010750032584378952
2,fluid,-0.018,0.0,0.10131432545201668,-0.006523995510065872,-0.006523995510065872
2,fluid,-0.018,0.0,0.10143949930458972,-0.010847153854544916,-0.010847153854544916
2,fluid,-0.018,0.0,0.10156467315716272,-0.010933725961263949,-0.010933725961263949
2,fluid,-0.018,0.0,0.10168984700973575,-0.006562676001883806,-0.006562676001883806
2,fluid,-0.018,0.0,0.10181502086230876,0.0016360642867015891,0.0016360642867015891
2,fluid,-0.018,0.0,0.10194019471488178,0.012207587746118924,0.012207587746118924
2,fluid,-0.018,0.0,0.1020653685674548,0.0230770269830942,0.0230770269830942
2,fluid,-0.018,0.0,0.10219054242002781,0.03193195536001552,0.03193195536001552
2,fluid,-0.018,0.0,0.10231571627260085,0.03671951373272492,0.03671951373272492
2,fluid,-0.018,0.0,0.10244089012517385,0.03614060924717559,0.03614060924717559
2,fluid,-0.018,0.0,0.10256606397774688,0.0300000703450541,0.0300000703450541
2,fluid,-0.018,0.0,0.10269123783031989,0.019295595509888037,0.019295595509888037
2,fluid,-0.018,0.0,0.1028164116828929,0.0059977801713216065,0.0059977801713216065
2,fluid,-0.018,0.0,0.10294158553546592,-0.007432342158464742,-0.007432342158464742
2,fluid,-0.018,0.0,0.10306675938803893,-0.018655656272059676,-0.018655656272059676
2,fluid,-0.018,0.0,0.10319193324061197,-0.026018678982694575,-0.026018678982694575
2,fluid,-0.018,0.0,0.10331710709318498,-0.028903126746655114,-0.028903126746655114
2,fluid,-0.018,0.0,0.10344228094575801,-0.02776519087739163,-0.02776519087739163
2,fluid,-0.018,0.0,0.10356745479833102,-0.023870218101018935,-0.023870218101018935
2,fluid,-0.018,0.0,0.10369262865090403,-0.018826551273720994,-0.018826551273720994
2,fluid,-0.018,0.0,0.10381780250347705,-0.014081624258249435,-0.014081624258249435
2,fluid,-0.018,0.0,0.10394297635605007,-0.010543798562559745,-0.010543798562559745
2,fluid,-0.018,0.0,0.10406815020862309,-0.008436945339253783,-0.008436945339253783
2,fluid,-0.018,0.0,0.10419332406119611,-0.007404593014710151,-0.007404593014710151
2,fluid,-0.018,0.0,0.10431849791376914,-0.00679145541959779,-0.00679145541959779
2,fluid,-0.018,0.0,0.10444367176634214,-0.005975131177420593,-0.005975131177420593
2,fluid,-0.018,0.0,0.10456884561891516,-0.0046178829195615105,-0.0046178829195615105
2,fluid,-0.018,0.0,0.10469401947148818,-0.0027547917048064852,-0.0027547917048064852
2,fluid,-0.018,0.0,0.1048191933240612,-0.0007084849739936954,-0.0007084849739936954
2,fluid,-0.018,0.0,0.10494436717663422,0.0011090275761316132,0.0011090275761316132
2,fluid,-0.018,0.0,0.10506954102920722,0.0024076814754311737,0.0024076814754311737
2,fluid,-0.018,0.0,0.10519471488178025,0.0031493127819834277,0.0031493127819834277
2,fluid,-0.018,0.0,0.10531988873435327,0.0035456971935933146,0.0035456971935933146
2,fluid,-0.018,0.0,0.10544506258692629,0.003935861343383672,0.003935861343383672
2,fluid,-0.018,0.0,0.10557023643949931,0.0,0.004606313412681476
2,fluid,-0.018,0.0,0.10569541029207233,0.0,0.00563952564543868
2,fluid,-0.018,0.0,0.10582058414464535,0.0,0.00685954129889804
2,fluid,-0.018,0.0,0.10594575799721835,0.0,0.007898048615440145
2,fluid,-0.018,0.0,0.10607093184979138,0.0,0.008350541569952437
2,fluid,-0.018,0.0,0.10619610570236439,0.0,0.007953593209923185
2,fluid,-0.018,0.0,0.10632127955493742,0.0,0.006706629007916412
2,fluid,-0.018,0.0,0.10644645340751044,0.0,0.004886907370159185
2,fluid,-0.018,0.0,0.10657162726008346,0.0,0.002952651460048228
2,fluid,-0.018,0.0,0.10669680111265648,0.0,0.0013760587200225057
2,fluid,-0.018,0.0,0.10682197496522948,0.0,0.0004755124495969612
2,fluid,-0.018,0.0,0.10694714881780251,0.0,0.00031395010597936847
2,fluid,-0.018,0.0,0.10707232267037552,0.0,0.0007003209051128688
2,fluid,-0.018,0.0,0.10719749652294853,0.0,0.0012872324731221403
2,fluid,-0.018,0.0,0.10732267037552157,0.0,0.0017192331898260274
2,fluid,-0.018,0.0,0.10744784422809459,0.0,0.00176857825170594
2,fluid,-0.018,0.0,0.1075730180806676,0.0,0.0014049835426646138
2,fluid,-0.018,0.0,0.10769819193324061,0.0,0.000777163577478696
2,fluid,-0.018,0.0,0.10782336578581364,0.0,0.00012242065930836372
2,fluid,-0.018,0.0,0.10794853963838665,0.0,-0.0003504977062331074
2,fluid,-0.018,0.0,0.10807371349095966,0.0,-0.0005523399745399789
2,fluid,-0.018,0.0,0.10819888734353268,0.0,-0.0005406592647176009
2,fluid,-0.018,0.0,0.1083240611961057,0.0,-0.00047669478063515504
2,fluid,-0.018,0.0,0.10844923504867873,0.0,-0.0005366478786410681
2,fluid,-0.018,0.0,0.10857440890125174,0.0,-0.000820963910471902
2,fluid,-0.018,0.0,0.10869958275382477,0.0,-0.0013036836184446244
2,fluid,-0.018,0.0,0.10882475660639777,0.0,-0.0018437778762113292
2,fluid,-0.018,0.0,0.10894993045897079,0.0,-0.0022514034079313123
2,fluid,-0.018,0.0,0.10907510431154381,0.0,-0.002377397709184641
2,fluid,-0.018,0.0,0.10920027816411683,0.0,-0.0021847518681536167
2,fluid,-0.018,0.0,0.10932545201668985,0.0,-0.0017698889306193891
2,fluid,-0.018,0.0,0.10945062586926287,0.0,-0.0013246250176484876
2,fluid,-0.018,0.0,0.1095757997218359,0.0,-0.0010560637846748096
2,fluid,-0.018,0.0,0.1097009735744089,0.0,-0.00109969717421557
2,fluid,-0.018,0.0,0.10982614742698192,0.0,-0.0014630825089054394
2,fluid,-0.018,0.0,0.10995132127955494,0.0,-0.002023300843288517
2,fluid,-0.018,0.0,0.11007649513212796,0.0,-0.002577726254052112
2,fluid,-0.018,0.0,0.11020166898470098,0.0,-0.002925060715270611
2,fluid,-0.018,0.0,0.11032684283727398,0.0,-0.002941807222512339
2,fluid,-0.018,0.0,0.11045201668984703,0.0,-0.002622966806990267
2,fluid,-0.018,0.0,0.11057719054242003,0.0,-0.002072486652489072
2,fluid,-0.018,0.0,0.11070236439499305,0.0,-0.0014510131094719139
2,fluid,-0.018,0.0,0.11082753824756607,0.0,-0.00090605754887048
2,fluid,-0.018,0.0,0.11095271210013909,0.0,-0.0005154263653700835
2,fluid,-0.018,0.0,0.1110778859527121,0.0,-0.0002668602045531533
2,fluid,-0.018,0.0,0.11120305980528511,0.0,-7.946928489843959e-05
2,fluid,-0.018,0.0,0.11132823365785814,0.0,0.0001461521158890514
2,fluid,-0.018,0.0,0.11145340751043115,0.0,0.000474023666093325
2,fluid,-0.018,0.0,0.11157858136300418,0.0,0.0009000234976489805
2,fluid,-0.018,0.0,0.1117037552155772,0.0,0.0013541361055658617
2,fluid,-0.018,0.0,0.11182892906815022,0.0,0.0017348632596131375
2,fluid,-0.018,0.0,0.11195410292072323,0.0,0.0019583661342109145
2,fluid,-0.018,0.0,0.11207927677329624,0.0,0.0019988505175405407
2,fluid,-0.018,0.0,0.11220445062586927,0.0,0.001901525714762676
2,fluid,-0.018,0.0,0.11232962447844227,0.0,0.0017625528682726082
2,fluid,-0.018,0.0,0.1124547983310153,0.0,0.0016855630686301304
2,fluid,-0.018,0.0,0.11257997218358833,0.0,0.0017347041245892596
2,fluid,-0.018,0.0,0.11270514603616134,0.0,0.0019053016339765248
2,fluid,-0.018,0.0,0.11283031988873436,0.0,0.0021249165151168694
2,fluid,-0.018,0.0,0.11295549374130737,0.0,0.0022838637847872206
2,fluid,-0.018,0.0,0.1130806675938804,0.0,0.0022813887864804724
2,fluid,-0.018,0.0,0.1132058414464534,0.0,0.002067321638794623
2,fluid,-0.018,0.0,0.11333101529902642,0.0,0.0016617014026086485
2,fluid,-0.018,0.0,0.11345618915159944,0.0,0.0011450386484460435
2,fluid,-0.018,0.0,0.11358136300417247,0.0,0.0006247890879772291
2,fluid,-0.018,0.0,0.11370653685674549,0.0,0.0001934730569781431
2,fluid,-0.018,0.0,0.1138317107093185,0.0,-0.00010347009593029123
2,fluid,-0.018,0.0,0.11395688456189153,0.0,-0.0002773524196477992
2,fluid,-0.018,0.0,0.11408205841446453,0.0,-0.00038127287565823873
2,fluid,-0.018,0.0,0.11420723226703755,0.0,-0.0004792284744848273
2,fluid,-0.018,0.0,0.11433240611961057,0.0,-0.0006143539743460124
2,fluid,-0.018,0.0,0.11445757997218359,0.0,-0.0007906000119908697
2,fluid,-0.018,0.0,0.1145827538247566,0.0,-0.0009750626474696445
2,fluid,-0.018,0.0,0.11470792767732962,0.0,-0.0011182618099890415
2,fluid,-0.018,0.0,0.11483310152990266,0.0,-0.0011815536011190546
2,fluid,-0.018,0.0,0.11495827538247566,0.0,-0.0011581339750264734
2,fluid,-0.018,0.0,0.11508344923504868,0.0,-0.001077727817341276
2,fluid,-0.018,0.0,0.1152086230876217,0.0,-0.0009931091250432386
2,fluid,-0.018,0.0,0.11533379694019472,0.0,-0.0009551965681743485
2,fluid,-0.018,0.0,0.11545897079276773,0.0,-0.0009886573017944262
2,fluid,-0.018,0.0,0.11558414464534074,0.0,-0.0010794801003019953
2,fluid,-0.018,0.0,0.11570931849791379,0.0,-0.001180254443183681
2,fluid,-0.018,0.0,0.11583449235048679,0.0,-0.0012306937727002427
2,fluid,-0.018,0.0,0.11595966620305981,0.0,-0.001184071004422675
2,fluid,-0.018,0.0,0.11608484005563283,0.0,-0.001027760289038149
2,fluid,-0.018,0.0,0.11621001390820583,0.0,-0.0007889751991647681
2,fluid,-0.018,0.0,0.11633518776077886,0.0,-0.0005235784411084473
2,fluid,-0.018,0.0,0.11646036161335187,0.0,-0.000293334715171675
2,fluid,-0.018,0.0,0.1165855354659249,0.0,-0.00014180970085453016
2,fluid,-0.018,0.0,0.11671070931849792,0.0,-7.923622811068782e-05
2,fluid,-0.018,0.0,0.11683588317107095,0.0,-8.22233217363542e-05
2,fluid,-0.018,0.0,0.11696105702364396,0.0,-0.00010736587341363239
2,fluid,-0.018,0.0,0.11708623087621696,0.0,-0.00011178227343456725
2,fluid,-0.018,0.0,0.11721140472878999,0.0,-7.102724723618377e-05
2,fluid,-0.018,0.0,0.117336578581363,0.0,1.3318735716982687e-05
2,fluid,-0.018,0.0,0.11746175243393603,0.0,0.00011886172261650018
2,fluid,-0.018,0.0,0.11758692628650903,0.0,0.00021684626566755035
2,fluid,-0.018,0.0,0.11771210013908207,0.0,0.00028822823260234577
2,fluid,-0.018,0.0,0.11783727399165508,0.0,0.0003334456417158095
2,fluid,-0.018,0.0,0.11796244784422809,0.0,0.00037138328688963426
2,fluid,-0.018,0.0,0.11808762169680112,0.0,0.00042842232732262644
