T0_s,T0_us,pre_T0_max_abs,pre_T0_max_time_s,pre_T0_max_time_us,pre_T0_max_time_before_T0_us,pre_T0_max_z_m,pre_T0_max_z_mm,post_T0_max_abs,post_T0_max_time_s,post_T0_max_time_us,post_T0_max_time_after_T0_us,post_T0_max_z_m,post_T0_max_z_mm,pre_to_post_abs_ratio,main_peak_after_T0,receiver_traces_gated,pre_T0_samples_present,interpretation
6.711560552140244e-05,67.11560552140244,0.15505070719829264,6.672226855713094e-05,66.72226855713093,0.39333696427150283,-0.0009999999999999835,-0.9999999999999836,0.7123521041321571,7.13928273561301e-05,71.3928273561301,4.277221834727657,-0.0009999999999999835,-0.9999999999999836,0.21766020806127542,True,False,True,"pre-T0 samples are present; any pre-T0 energy is finite-band inverse-transform side lobe, not receiver-side gating"
