z_m,z_mm,side,distance_from_interface_m,distance_from_interface_mm,peak_abs,peak_signed,peak_time_s,peak_time_us,liu_dipole_peak_distance_m,liu_dipole_peak_distance_mm
-0.02,-20.0,R_E,0.02,20.0,0.28381945870546615,0.28381945870546615,1.456037197259954e-05,14.56037197259954,0.0,0.0
-0.019,-19.0,R_E,0.019,19.0,0.30761627236506456,0.30761627236506456,1.456037197259954e-05,14.56037197259954,0.0,0.0
-0.018,-18.0,R_E,0.018,18.0,0.3339167249939969,0.3339167249939969,1.4536963014444235e-05,14.536963014444234,0.0,0.0
-0.016999999999999998,-16.999999999999996,R_E,0.016999999999999998,16.999999999999996,0.36303733552799655,0.36303733552799655,1.4536963014444235e-05,14.536963014444234,0.0,0.0
-0.015999999999999997,-15.999999999999996,R_E,0.015999999999999997,15.999999999999996,0.39529211981254875,0.39529211981254875,1.4513554056288931e-05,14.513554056288932,0.0,0.0
-0.014999999999999996,-14.999999999999996,R_E,0.014999999999999996,14.999999999999996,0.4311396633540589,0.4311396633540589,1.4513554056288931e-05,14.513554056288932,0.0,0.0
-0.013999999999999995,-13.999999999999995,R_E,0.013999999999999995,13.999999999999995,0.4709532606334604,0.4709532606334604,1.4513554056288931e-05,14.513554056288932,0.0,0.0
-0.012999999999999994,-12.999999999999995,R_E,0.012999999999999994,12.999999999999995,0.5152733087248462,0.5152733087248462,1.4490145098133626e-05,14.490145098133626,0.0,0.0
-0.011999999999999993,-11.999999999999993,R_E,0.011999999999999993,11.999999999999993,0.5646985542871056,0.5646985542871056,1.4490145098133626e-05,14.490145098133626,0.0,0.0
-0.010999999999999992,-10.999999999999993,R_E,0.010999999999999992,10.999999999999993,0.6198148754238377,0.6198148754238377,1.4490145098133626e-05,14.490145098133626,0.0,0.0
-0.009999999999999992,-9.999999999999991,R_E,0.009999999999999992,9.999999999999991,0.6813461359755063,0.6813461359755063,1.4490145098133626e-05,14.490145098133626,0.0,0.0
-0.00899999999999999,-8.999999999999991,R_E,0.00899999999999999,8.999999999999991,0.750165025156821,0.750165025156821,1.446673613997832e-05,14.46673613997832,0.0,0.0
-0.00799999999999999,-7.999999999999989,R_E,0.00799999999999999,7.999999999999989,0.8271466069574517,0.8271466069574517,1.446673613997832e-05,14.46673613997832,0.0,0.0
-0.006999999999999989,-6.9999999999999885,R_E,0.006999999999999989,6.9999999999999885,0.9132470620101737,0.9132470620101737,1.446673613997832e-05,14.46673613997832,0.0,0.0
-0.005999999999999988,-5.999999999999988,R_E,0.005999999999999988,5.999999999999988,1.0095476097028537,1.0095476097028537,1.446673613997832e-05,14.46673613997832,0.0,0.0
-0.004999999999999987,-4.999999999999987,R_E,0.004999999999999987,4.999999999999987,1.117219055531595,1.117219055531595,1.446673613997832e-05,14.46673613997832,0.0,0.0
-0.003999999999999986,-3.9999999999999862,R_E,0.003999999999999986,3.9999999999999862,1.2375301925996327,1.2375301925996327,1.446673613997832e-05,14.46673613997832,0.0,0.0
-0.0029999999999999853,-2.9999999999999853,R_E,0.0029999999999999853,2.9999999999999853,1.3718969923370723,1.3718969923370723,1.446673613997832e-05,14.46673613997832,0.0,0.0
-0.0019999999999999844,-1.9999999999999845,R_E,0.0019999999999999844,1.9999999999999845,1.5221255014658106,1.5221255014658106,1.4490145098133626e-05,14.490145098133626,0.0,0.0
-0.0009999999999999835,-0.9999999999999836,R_E,0.0009999999999999835,0.9999999999999836,1.6911214354943065,1.6911214354943065,1.4490145098133626e-05,14.490145098133626,0.0,0.0
0.0,0.0,interface,0.0,0.0,0.9687770388493697,0.9687770388493697,1.7275811118614887e-05,17.275811118614886,0.0,0.0
0.0010000000000000182,1.0000000000000182,T_E,0.0010000000000000182,1.0000000000000182,0.9798244199821823,0.9798244199821823,1.797807986327403e-05,17.97807986327403,0.0,0.0
0.002000000000000019,2.000000000000019,T_E,0.002000000000000019,2.000000000000019,0.734008974772971,0.734008974772971,1.8048306737739945e-05,18.048306737739946,0.0,0.0
0.00300000000000002,3.00000000000002,T_E,0.00300000000000002,3.00000000000002,0.5887536599463356,0.5887536599463356,1.8165351528516467e-05,18.165351528516467,0.0,0.0
0.004000000000000021,4.000000000000021,T_E,0.004000000000000021,4.000000000000021,0.48878202531430737,0.48878202531430737,1.8352623193758906e-05,18.352623193758905,0.0,0.0
0.005000000000000022,5.000000000000022,T_E,0.005000000000000022,5.000000000000022,0.41647221269394813,0.41647221269394813,1.8633530691622563e-05,18.633530691622564,0.0,0.0
0.006000000000000023,6.000000000000023,T_E,0.006000000000000023,6.000000000000023,0.3602858726286808,0.3602858726286808,1.8797393398709696e-05,18.797393398709694,0.0,0.0
0.0070000000000000236,7.000000000000024,T_E,0.0070000000000000236,7.000000000000024,0.3143616403700704,0.3143616403700704,1.8961256105796828e-05,18.961256105796828,0.0,0.0
0.008000000000000024,8.000000000000025,T_E,0.008000000000000024,8.000000000000025,0.2773308448581307,0.2773308448581307,1.942943526890292e-05,19.42943526890292,0.0,0.0
0.009000000000000025,9.000000000000025,T_E,0.009000000000000025,9.000000000000025,0.24705799179086121,0.24705799179086121,1.9593297975990057e-05,19.59329797599006,0.0,0.0
0.010000000000000026,10.000000000000027,T_E,0.010000000000000026,10.000000000000027,0.2261122216022322,-0.2261122216022322,1.4209237600269968e-05,14.209237600269969,0.0,0.0
0.011000000000000027,11.000000000000027,T_E,0.011000000000000027,11.000000000000027,0.21303072408918908,-0.21303072408918908,1.4209237600269968e-05,14.209237600269969,0.0,0.0
0.012000000000000028,12.000000000000028,T_E,0.012000000000000028,12.000000000000028,0.20088937921375946,-0.20088937921375946,1.4209237600269968e-05,14.209237600269969,0.0,0.0
0.013000000000000029,13.000000000000028,T_E,0.013000000000000029,13.000000000000028,0.18961513242887484,-0.18961513242887484,1.4209237600269968e-05,14.209237600269969,0.0,0.0
0.01400000000000003,14.00000000000003,T_E,0.01400000000000003,14.00000000000003,0.17916172835938535,-0.17916172835938535,1.4232646558425274e-05,14.232646558425273,0.0,0.0
0.01500000000000003,15.00000000000003,T_E,0.01500000000000003,15.00000000000003,0.16944154832560424,-0.16944154832560424,1.4232646558425274e-05,14.232646558425273,0.0,0.0
0.01600000000000003,16.000000000000032,T_E,0.01600000000000003,16.000000000000032,0.16038580662308113,-0.16038580662308113,1.4232646558425274e-05,14.232646558425273,0.0,0.0
0.017000000000000032,17.000000000000032,T_E,0.017000000000000032,17.000000000000032,0.1519381792506592,-0.1519381792506592,1.4232646558425274e-05,14.232646558425273,0.0,0.0
0.018000000000000033,18.000000000000032,T_E,0.018000000000000033,18.000000000000032,0.14404747063735243,-0.14404747063735243,1.4232646558425274e-05,14.232646558425273,0.0,0.0
0.019000000000000034,19.000000000000036,T_E,0.019000000000000034,19.000000000000036,0.1366673370987922,-0.1366673370987922,1.4232646558425274e-05,14.232646558425273,0.0,0.0
0.020000000000000035,20.000000000000036,T_E,0.020000000000000035,20.000000000000036,0.12975592817771284,-0.12975592817771284,1.4232646558425274e-05,14.232646558425273,0.0,0.0
