n_frequencies,n_theta,side,quantitative_excludes_interface,peak_abs,peak_signed,peak_signed_polarity,peak_time_s,peak_time_us,peak_z_m,peak_z_mm,peak_abs_relative_change_from_previous,peak_time_shift_from_previous_us,peak_polarity_changed_from_previous
48,48,R_E,True,0.661080749175312,0.661080749175312,1.0,3.371969359688587e-05,33.719693596885875,-0.0009999999999999835,-0.9999999999999836,,,False
96,96,R_E,True,0.7125012963401365,0.7125012963401365,1.0,7.1343772768148e-05,71.343772768148,-0.0009999999999999835,-0.9999999999999836,0.07778255111644199,37.624079171262125,False
192,192,R_E,True,0.7353885124243672,0.7353885124243672,1.0,7.1343772768148e-05,71.343772768148,-0.0009999999999999835,-0.9999999999999836,0.032122350095072305,0.0,False
48,48,T_E,True,0.2529552062370316,-0.2529552062370316,-1.0,3.364870476826085e-05,33.64870476826085,0.0010000000000000182,1.0000000000000182,,,False
96,96,T_E,True,0.2511188361561393,-0.2511188361561393,-1.0,7.120179511089795e-05,71.20179511089795,0.0010000000000000182,1.0000000000000182,-0.007259665093319149,37.5530903426371,False
192,192,T_E,True,0.24692221845722354,-0.24692221845722354,-1.0,7.120179511089795e-05,71.20179511089795,0.0010000000000000182,1.0000000000000182,-0.016711680267211794,0.0,False
48,48,all,True,0.661080749175312,0.661080749175312,1.0,3.371969359688587e-05,33.719693596885875,-0.0009999999999999835,-0.9999999999999836,,,False
96,96,all,True,0.7125012963401365,0.7125012963401365,1.0,7.1343772768148e-05,71.343772768148,-0.0009999999999999835,-0.9999999999999836,0.07778255111644199,37.624079171262125,False
192,192,all,True,0.7353885124243672,0.7353885124243672,1.0,7.1343772768148e-05,71.343772768148,-0.0009999999999999835,-0.9999999999999836,0.032122350095072305,0.0,False
