distance_from_interface_m,distance_from_interface_mm,common_arrival_time_s,common_arrival_time_us,time_after_T0_us,fluid_z_m,porous_z_m,fluid_signed,porous_signed,signed_product,polarity_reversed,fluid_abs,porous_abs
0.001,1.0,1.4373100307357102e-05,14.373100307357102,4.3057594791467375,-0.0009999999999999835,0.0010000000000000182,1.6763404475344286,-0.36279616547027055,-0.6081698863882079,True,1.6763404475344286,0.36279616547027055
0.002,2.0,1.4373100307357102e-05,14.373100307357102,4.3057594791467375,-0.0019999999999999844,0.002000000000000019,1.5101439636838208,-0.34496753119672613,-0.5209506349036461,True,1.5101439636838208,0.34496753119672613
0.005,5.0,1.4349691349201797e-05,14.349691349201796,4.282350520991432,-0.004999999999999987,0.005000000000000022,1.1052288265686145,-0.2942484554935326,-0.32521187518474426,True,1.1052288265686145,0.2942484554935326
0.01,10.0,1.4373100307357102e-05,14.373100307357102,4.3057594791467375,-0.009999999999999992,0.010000000000000026,0.6759249193916446,-0.21590420331891164,-0.1459350312246526,True,0.6759249193916446,0.21590420331891164
