distance_from_interface_m,distance_from_interface_mm,common_arrival_time_s,common_arrival_time_us,time_after_T0_us,fluid_z_m,porous_z_m,fluid_signed,porous_signed,signed_product,polarity_reversed,fluid_abs,porous_abs
0.001,1.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.0009999999999999835,0.0010000000000000182,0.0011313677447082444,-0.0006463518100458603,-7.312615896196766e-07,True,0.0011313677447082444,0.0006463518100458603
0.002,2.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.0019999999999999844,0.002000000000000019,0.0009829991609656271,-0.0005645180433901173,-5.549207630024429e-07,True,0.0009829991609656271,0.0005645180433901173
0.005,5.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.004999999999999987,0.005000000000000022,0.0006749038297956777,-0.00039541779224597316,-2.668689823561589e-07,True,0.0006749038297956777,0.00039541779224597316
0.01,10.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.009999999999999992,0.010000000000000026,0.00039731965707637436,-0.00024166536728520058,-9.601840085699195e-08,True,0.00039731965707637436,0.00024166536728520058
