z_m,z_mm,side,distance_from_interface_m,distance_from_interface_mm,peak_abs,peak_signed,peak_time_s,peak_time_us,liu_dipole_peak_distance_m,liu_dipole_peak_distance_mm,include_in_quantitative_summary,interface_value_policy
-0.02,-20.0,R_E,0.02,20.0,0.00018170452895109883,0.00018170452895109883,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.019,-19.0,R_E,0.019,19.0,0.00019530790896842476,0.00019530790896842476,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.018,-18.0,R_E,0.018,18.0,0.0002102985285099176,0.0002102985285099176,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.016999999999999998,-16.999999999999996,R_E,0.016999999999999998,16.999999999999996,0.00022685430227440325,0.00022685430227440325,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.015999999999999997,-15.999999999999996,R_E,0.015999999999999997,15.999999999999996,0.0002451815113777831,0.0002451815113777831,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.014999999999999996,-14.999999999999996,R_E,0.014999999999999996,14.999999999999996,0.00026552062988392696,0.00026552062988392696,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.013999999999999995,-13.999999999999995,R_E,0.013999999999999995,13.999999999999995,0.00028815374356436923,0.00028815374356436923,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.012999999999999994,-12.999999999999995,R_E,0.012999999999999994,12.999999999999995,0.0003134141240476998,0.0003134141240476998,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.011999999999999993,-11.999999999999993,R_E,0.011999999999999993,11.999999999999993,0.0003416987624877683,0.0003416987624877683,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.010999999999999992,-10.999999999999993,R_E,0.010999999999999992,10.999999999999993,0.00037348502628805084,0.00037348502628805084,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.009999999999999992,-9.999999999999991,R_E,0.009999999999999992,9.999999999999991,0.0004093531457408763,0.0004093531457408763,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.00899999999999999,-8.999999999999991,R_E,0.00899999999999999,8.999999999999991,0.00045001707066327247,0.00045001707066327247,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.00799999999999999,-7.999999999999989,R_E,0.00799999999999999,7.999999999999989,0.0004963675346906935,0.0004963675346906935,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.006999999999999989,-6.9999999999999885,R_E,0.006999999999999989,6.9999999999999885,0.0005495332189227645,0.0005495332189227645,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.005999999999999988,-5.999999999999988,R_E,0.005999999999999988,5.999999999999988,0.0006109692145258504,0.0006109692145258504,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.004999999999999987,-4.999999999999987,R_E,0.004999999999999987,4.999999999999987,0.0006825874062502143,0.0006825874062502143,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.003999999999999986,-3.9999999999999862,R_E,0.003999999999999986,3.9999999999999862,0.000766952443826892,0.000766952443826892,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.0029999999999999853,-2.9999999999999853,R_E,0.0029999999999999853,2.9999999999999853,0.0008675822980934243,0.0008675822980934243,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.0019999999999999844,-1.9999999999999845,R_E,0.0019999999999999844,1.9999999999999845,0.0009894186927939604,0.0009894186927939604,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.0009999999999999835,-0.9999999999999836,R_E,0.0009999999999999835,0.9999999999999836,0.0011395779625185509,0.0011395779625185509,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
0.0,0.0,interface,0.0,0.0,0.00031928701033891204,0.00031928701033891204,7.152627189324436e-05,71.52627189324436,0.0,0.0,False,plot_only_linear_interpolation
0.0010000000000000182,1.0000000000000182,T_E,0.0010000000000000182,1.0000000000000182,0.0006463518100458603,-0.0006463518100458603,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
0.002000000000000019,2.000000000000019,T_E,0.002000000000000019,2.000000000000019,0.0005645180433901173,-0.0005645180433901173,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
0.00300000000000002,3.00000000000002,T_E,0.00300000000000002,3.00000000000002,0.0004977201866851356,-0.0004977201866851356,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
0.004000000000000021,4.000000000000021,T_E,0.004000000000000021,4.000000000000021,0.00044221887952254353,-0.00044221887952254353,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
0.005000000000000022,5.000000000000022,T_E,0.005000000000000022,5.000000000000022,0.00039541779224597316,-0.00039541779224597316,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
0.006000000000000023,6.000000000000023,T_E,0.006000000000000023,6.000000000000023,0.00035546650874644507,-0.00035546650874644507,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
0.0070000000000000236,7.000000000000024,T_E,0.0070000000000000236,7.000000000000024,0.00032101329473622033,-0.00032101329473622033,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
0.008000000000000024,8.000000000000025,T_E,0.008000000000000024,8.000000000000025,0.00029104777684789505,-0.00029104777684789505,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
0.009000000000000025,9.000000000000025,T_E,0.009000000000000025,9.000000000000025,0.0002647985935812722,-0.0002647985935812722,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
0.010000000000000026,10.000000000000027,T_E,0.010000000000000026,10.000000000000027,0.00024166536728520058,-0.00024166536728520058,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
0.011000000000000027,11.000000000000027,T_E,0.011000000000000027,11.000000000000027,0.00022117255629434254,-0.00022117255629434254,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
0.012000000000000028,12.000000000000028,T_E,0.012000000000000028,12.000000000000028,0.00020293753749598922,-0.00020293753749598922,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
0.013000000000000029,13.000000000000028,T_E,0.013000000000000029,13.000000000000028,0.00018664811976807564,-0.00018664811976807564,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
