source_mode,panel,relative_to_main_model,mean_ratio_to_paper_present_model,median_ratio_to_paper_present_model,min_ratio_to_paper_present_model,max_ratio_to_paper_present_model,implied_factor_to_match_paper_mean,description
causal_ricker_main,r,1.0,2.24665518266496,2.240572051440478,1.7424464121412695,2.657792733432441,0.44510613275946065,"Main model: causal Ricker A(omega), normalized over the modeled band and multiplied by ricker_source_amplitude."
causal_ricker_main,z,1.0,1.8958453216688573,1.8592886849523138,1.6127426079447726,2.1949538786738363,0.5274691920117878,"Main model: causal Ricker A(omega), normalized over the modeled band and multiplied by ricker_source_amplitude."
diagnostic_global_scale_to_paper_present_model,r,0.4888585085506912,1.0982965018252733,1.0953227113675545,0.851809754268884,1.2992845917026479,0.9105009424486803,Diagnostic only: single global factor that would match the mean digitized paper Present model amplitude; not applied to primary results.
diagnostic_global_scale_to_paper_present_model,z,0.4888585085506912,0.926800116393843,0.9089290934909641,0.7884029459960337,1.0730218794660464,1.0789813060134001,Diagnostic only: single global factor that would match the mean digitized paper Present model amplitude; not applied to primary results.
