frequency_hz,frequency_mhz,spectrum_unscaled_mv,field_response_abs_v_per_hz,spectrum_display_mv,z_m,r_m,salinity_key,note
410540.1234567838,0.4105401234567838,0.04903659211717012,2.207030302865343e-09,22.451285030238143,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
421635.8024691293,0.42163580246912935,0.04530114655821247,2.060816446284369e-09,20.963906734975065,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
432731.4814814748,0.43273148148147483,0.04531328890949462,2.0237496164330253e-09,20.586839885879506,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
443827.1604938203,0.4438271604938203,0.04525881876298171,2.0589977503424554e-09,20.945405828611328,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
454922.8395061658,0.4549228395061658,0.046510083565223,2.079439058277639e-09,21.153347527575704,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
466018.5185185114,0.4660185185185114,0.04476147288145154,2.0291910352627004e-09,20.64219338281851,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
477114.1975308569,0.4771141975308569,0.046348509049055193,2.0877100606387177e-09,21.23748530821844,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
488209.8765432024,0.48820987654320236,0.04765512406613667,2.1408278276682895e-09,21.7778322740949,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
499305.5555555479,0.4993055555555479,0.04808948802776162,2.1754839643028044e-09,22.130376052319523,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
510401.2345678934,0.5104012345678933,0.04805265523536164,2.1511384699261415e-09,21.88271854043901,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
521496.9135802389,0.5214969135802389,0.04542874891880577,2.0578636366640793e-09,20.933868918847626,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
532592.5925925844,0.5325925925925844,0.04362090115408914,1.951825413583224e-09,19.855182157094763,-0.003,0.0,1e-3,Unscaled FFT amplitude is retained; display column uses the frequency-domain reflected-potential shape normalized to the published Fig. 6(b) axis.
