scan,scan_value,Porosity_used,k0_m2,Permeability_mD,Tortuosity,C_molL,pH,eta_Pa_s,K_f_Pa,Lambda_m,debye_d_m,L_abs,R_E_abs,T_TM_abs,RE_EE,TE_TM_TM,minus_TE_TM_TM,RE_Pr_Pr,matrix_cond
viscosity_Pa_s,0.00026560877829466864,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.00026560877829466864,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,3.3652663591909014e-09,638820921.1460334,3.2019230590600857e-06,2.0404608464693336e-06,-6.130663736113787e-06,6.130663736113787e-06,-0.05894014694265722,4.954338636760834e+25
viscosity_Pa_s,0.0003053855508833416,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.0003053855508833416,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,3.141058398440943e-09,596302422.730381,2.79381898010905e-06,1.7778828967706108e-06,-5.3528127187528475e-06,5.3528127187528475e-06,-0.05881280961877686,5.311939938528957e+25
viscosity_Pa_s,0.0003511191734215131,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.0003511191734215131,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,2.9315244670168208e-09,556528863.1221534,2.436657601725837e-06,1.5486218774401833e-06,-4.671473556368322e-06,4.671473556368322e-06,-0.058673244823596385,5.6956676481799705e+25
viscosity_Pa_s,0.0004037017258596554,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.0004037017258596554,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,2.735705142573312e-09,519327380.81194395,2.12432372407058e-06,1.3485046423049695e-06,-4.07505717777299e-06,4.07505717777299e-06,-0.058519755597814575,6.1073472148904075e+25
viscosity_Pa_s,0.0004641588833612782,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.0004641588833612782,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,2.552695668427548e-09,484533442.79085195,1.8511525802267767e-06,1.1738632859137792e-06,-3.5532600088413613e-06,3.5532600088413613e-06,-0.05835027541243872,6.549703788272095e+25
viscosity_Pa_s,0.0005336699231206312,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.0005336699231206312,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,2.381642162761477e-09,451990535.88618535,1.6124852138591684e-06,1.0214772226534055e-06,-3.096943669470555e-06,3.096943669470555e-06,-0.05816226355932969,7.024594353313391e+25
viscosity_Pa_s,0.0006135907273413176,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.0006135907273413176,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,2.2217378162605584e-09,421549748.1473237,1.4038741103580388e-06,8.885209508153606e-07,-2.6980200755149206e-06,2.6980200755149206e-06,-0.05795257467584034,7.535400093557839e+25
viscosity_Pa_s,0.0007054802310718645,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.0007054802310718645,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,2.0722190729515842e-09,393069376.0535064,1.2216816653239704e-06,7.725176719554644e-07,-2.3493437631609237e-06,2.3493437631609237e-06,-0.05771729421755129,8.08453661894767e+25
viscosity_Pa_s,0.0008111308307896872,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.0008111308307896872,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.9323617965039574e-09,366414482.05169266,1.0624154723927982e-06,6.712978632860514e-07,-2.044612026259651e-06,2.044612026259651e-06,-0.05745154107722384,8.676602547976712e+25
viscosity_Pa_s,0.0009326033468832199,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.0009326033468832199,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.8014774405872009e-09,341456517.32811284,9.233988556580685e-07,5.829627661292192e-07,-1.7782735837169081e-06,1.7782735837169081e-06,-0.05714923812475201,9.313690101389821e+25
viscosity_Pa_s,0.0010722672220103231,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.0010722672220103231,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.6789092719914727e-09,318072954.4594857,8.018621619460385e-07,5.058520217929305e-07,-1.545445755571125e-06,1.545445755571125e-06,-0.05680286819036002,1.000206961633303e+26
viscosity_Pa_s,0.0012328467394420659,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.0012328467394420659,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.564028746067061e-09,296147067.6471612,6.956769025897384e-07,4.385154283800615e-07,-1.3418403707618025e-06,1.3418403707618025e-06,-0.056403246186265334,1.0745756645437256e+26
viscosity_Pa_s,0.0014174741629268048,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.0014174741629268048,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.456232214510486e-09,275567814.0274746,6.027954530220862e-07,3.7968810063940423e-07,-1.1636980583990653e-06,1.1636980583990653e-06,-0.055939376511394634,1.1552044291410999e+26
viscosity_Pa_s,0.001629750834620645,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.001629750834620645,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.354938265209105e-09,256229899.98592448,5.214760212105079e-07,3.2826880823398447e-07,-1.007730685923962e-06,1.007730685923962e-06,-0.05539850770153517,1.2429288391105606e+26
viscosity_Pa_s,0.001873817422860385,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.001873817422860385,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.2595861591929214e-09,238034003.2848587,4.501186259722252e-07,2.833009335990808e-07,-8.71071254970178e-07,8.71071254970178e-07,-0.05476656032654785,1.3390446616388849e+26
viscosity_Pa_s,0.0021544346900318843,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.0021544346900318843,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.1696360352734574e-09,220887120.00763467,3.8759647779490816e-07,2.4395559892633613e-07,-7.512302797964761e-07,7.512302797964761e-07,-0.054029163023985104,1.4443669510479897e+26
viscosity_Pa_s,0.0024770763559917113,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.0024770763559917113,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.0845717650607877e-09,204702919.35891342,3.328142013321396e-07,2.0951642597030913e-07,-6.460572151729554e-07,6.460572151729554e-07,-0.05317354903355026,1.56016415748243e+26
viscosity_Pa_s,0.002848035868435802,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.002848035868435802,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.0039074735978173e-09,189402023.39794442,2.8475692671775347e-07,1.7936563233617749e-07,-5.537053305596892e-07,5.537053305596892e-07,-0.052191464195559374,1.688336557200147e+26
viscosity_Pa_s,0.0032745491628777285,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.0032745491628777285,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,9.271986301356765e-10,174912173.87306777,2.4237621946336516e-07,1.529713428450115e-07,-4.725985549354374e-07,4.725985549354374e-07,-0.05108293593673616,1.8327365890793236e+26
viscosity_Pa_s,0.0037649358067924675,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.0037649358067924675,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,8.540580182942293e-10,161168465.53996637,2.0532844698756466e-07,1.2987637142253666e-07,-4.013995425857058e-07,4.013995425857058e-07,-0.04986023458421995,1.9940066899042095e+26
viscosity_Pa_s,0.004328761281083062,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.004328761281083062,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,7.841755717697935e-10,148114027.04307795,1.7292036300088145e-07,1.0968882503458819e-07,-3.3897905438781254e-07,3.3897905438781254e-07,-0.04855078802874053,2.1760325124016596e+26
viscosity_Pa_s,0.004977023564332114,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.004977023564332114,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,7.173389725828352e-10,135701653.04305783,1.445115582101469e-07,9.207469319309227e-08,-2.8438708936253656e-07,2.8438708936253656e-07,-0.04719757291305493,2.3851206283968485e+26
viscosity_Pa_s,0.00572236765935022,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.00572236765935022,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,6.534495367352539e-10,123896428.99632652,1.199100764201056e-07,7.675162559020889e-08,-2.3682524543224334e-07,2.3682524543224334e-07,-0.04585598046509631,2.6232818030624243e+26
viscosity_Pa_s,0.006579332246575682,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.006579332246575682,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,5.925264615031207e-10,112678576.92218442,9.850000492611776e-08,6.348230848604319e-08,-1.956183594900341e-07,1.956183594900341e-07,-0.044587357756114644,2.902552625385375e+26
viscosity_Pa_s,0.007564633275546291,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.007564633275546291,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,5.346935588060905e-10,102044993.11356553,8.023794683155968e-08,5.2065903097738215e-08,-1.6018338186089208e-07,1.6018338186089208e-07,-0.043450798272789005,3.22449833954832e+26
viscosity_Pa_s,0.008697490026177835,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.008697490026177835,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,4.801469811133362e-10,92007864.6515416,6.487493816043184e-08,4.232723578868201e-08,-1.299959430412178e-07,1.299959430412178e-07,-0.04249547053316677,3.592858009380615e+26
viscosity_Pa_s,0.01,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.01,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,4.291089762137304e-10,82589836.67995168,5.188626386653545e-08,3.410540561410548e-08,-1.0455906490996166e-07,1.0455906490996166e-07,-0.041755437760509016,4.028997312906701e+26
viscosity_Pa_s,0.011497569953977356,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.011497569953977356,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,3.8177820881519704e-10,73816726.83852856,4.115973563406672e-08,2.7244545805769718e-08,-8.338058307776457e-08,8.338058307776457e-08,-0.041247812001567685,4.5356832391386534e+26
viscosity_Pa_s,0.013219411484660288,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.013219411484660288,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,3.3828849147830837e-10,65709839.66594894,3.241990767803144e-08,2.1588915144623595e-08,-6.596397262113331e-08,6.596397262113331e-08,-0.040973899905713415,5.1219684005980045e+26
viscosity_Pa_s,0.01519911082952933,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.01519911082952933,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,2.9868418405176955e-10,58279968.31221364,2.534792604060172e-08,1.6982773532363133e-08,-5.1812526186024625e-08,5.1812526186024625e-08,-0.040922291692738075,5.806053678532783e+26
viscosity_Pa_s,0.017475284000076828,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.017475284000076828,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,2.629143308660966e-10,51524244.062921494,1.967206097203047e-08,1.327373863127751e-08,-4.044240110702851e-08,4.044240110702851e-08,-0.041072717695777264,6.60973610831557e+26
viscosity_Pa_s,0.02009233002565046,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.02009233002565046,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,2.3084212772943865e-10,45425867.75018754,1.5245851615745603e-08,1.0317547304287647e-08,-3.139835471184504e-08,3.139835471184504e-08,-0.04139976686267577,7.514939237232285e+26
viscosity_Pa_s,0.02310129700083158,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.02310129700083158,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,2.022635900983022e-10,39955964.38176321,1.1733628457486748e-08,7.982395448383659e-09,-2.4267084491774483e-08,2.4267084491774483e-08,-0.04187595376680781,8.58434813095163e+26
viscosity_Pa_s,0.026560877829466895,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.026560877829466895,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.7692936000599574e-10,35076574.68212139,9.00723914169561e-09,6.151830457152199e-09,-1.8685527420575215e-08,1.8685527420575215e-08,-0.04247396619371299,9.812915311991574e+26
viscosity_Pa_s,0.030538555088334186,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.030538555088334186,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.5456526483577662e-10,30743895.481573302,6.889277165636588e-09,4.725935546909518e-09,-1.4343740828194879e-08,1.4343740828194879e-08,-0.043168130904256745,1.1240872603978288e+27
viscosity_Pa_s,0.03511191734215135,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.03511191734215135,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.348892653202605e-10,26911222.508618794,5.266843922060555e-09,3.6210694845419556e-09,-1.0983378357781748e-08,1.0983378357781748e-08,-0.04393524704269333,1.286662655399394e+27
viscosity_Pa_s,0.04037017258596558,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.04037017258596558,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.1762405181893326e-10,23531316.383374088,4.006791869717532e-09,2.76861425367225e-09,-8.393260517784006e-09,8.393260517784006e-09,-0.04475495414483612,1.4784949022107736e+27
viscosity_Pa_s,0.04641588833612782,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.04641588833612782,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.0250554619270858e-10,20558139.41828176,3.0494184650962736e-09,2.1131854817075526e-09,-6.4034490422375266e-09,6.4034490422375266e-09,-0.045609789564798775,1.6968551776447843e+27
viscosity_Pa_s,0.05336699231206313,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.05336699231206313,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,8.928802869578938e-11,17948014.74462427,2.3224791166045926e-09,1.6106561663662516e-09,-4.878888493111179e-09,4.878888493111179e-09,-0.046485053772026906,1.944762415740558e+27
viscosity_Pa_s,0.061359072734131756,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.061359072734131756,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,7.774671992995364e-11,15660321.4651571,1.7597697515246448e-09,1.2262283419603017e-09,-3.7132998418203463e-09,3.7132998418203463e-09,-0.04736857202659996,2.2391582105266107e+27
viscosity_Pa_s,0.07054802310718646,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.07054802310718646,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,6.767857409906695e-11,13657841.161741044,1.3365696341673044e-09,9.326831259967401e-10,-2.823696917105426e-09,2.823696917105426e-09,-0.04825041085438127,2.5708717654856574e+27
viscosity_Pa_s,0.08111308307896872,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.08111308307896872,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,5.890189471280813e-11,11906853.006386707,1.0136445961942887e-09,7.08865742578501e-10,-2.145676590484838e-09,2.145676590484838e-09,-0.04912258432791492,2.955026822269396e+27
viscosity_Pa_s,0.093260334688322,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.093260334688322,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,5.12552304176491e-11,10377068.094726764,7.703964781479378e-10,5.384177112129809e-10,-1.6294976837541737e-09,1.6294976837541737e-09,-0.0499787741691864,3.3882805702723003e+27
viscosity_Pa_s,0.10722672220103231,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.10722672220103231,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,4.459587511619185e-11,9041458.599291157,5.828889997133882e-10,4.087398680134802e-10,-1.2368886041729252e-09,1.2368886041729252e-09,-0.05081407283648657,3.901645079126039e+27
viscosity_Pa_s,0.12328467394420659,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.12328467394420659,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,3.8798191526170254e-11,7876028.670460886,4.424467548836229e-10,3.1015913808960956e-10,-9.384908437089335e-10,9.384908437089335e-10,-0.051624755049769024,4.477377109668505e+27
viscosity_Pa_s,0.14174741629268048,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.14174741629268048,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,3.375189979956523e-11,6859559.564796906,3.351567765113619e-10,2.3526778711498364e-10,-7.118367732126687e-10,7.118367732126687e-10,-0.0524080791925674,5.147697794512962e+27
viscosity_Pa_s,0.16297508346206435,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.16297508346206435,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,2.936041808397973e-11,5973345.300934346,2.538805837440412e-10,1.7840427042097227e-10,-5.397648095336947e-10,5.397648095336947e-10,-0.05316211585947682,5.917586975854316e+27
viscosity_Pa_s,0.1873817422860383,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.1873817422860383,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,2.5539304602444634e-11,5200935.474882768,1.9221249862450808e-10,1.3524864906947023e-10,-4.091862198245431e-10,4.091862198245431e-10,-0.05388560233293983,6.805368001885601e+27
viscosity_Pa_s,0.21544346900318867,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.21544346900318867,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,2.2214826188631554e-11,4527891.005356383,1.4632118253037067e-10,1.0250898478193624e-10,-3.101307437231817e-10,3.101307437231817e-10,-0.05457781943913829,7.78285101727366e+27
viscosity_Pa_s,0.2477076355991714,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.2477076355991714,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.932266245524668e-11,3941557.3299457603,1.1018654345967044e-10,7.76793709262458e-11,-2.350111260457591e-10,2.350111260457591e-10,-0.05523848795083178,8.996836546246459e+27
viscosity_Pa_s,0.2848035868435805,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.2848035868435805,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.6806745071018367e-11,3430857.8342000754,8.455017081554399e-11,5.885392739246018e-11,-1.780582311026338e-10,1.780582311026338e-10,-0.055867682086291566,1.0205664770841946e+28
viscosity_Pa_s,0.3274549162877732,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.3274549162877732,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.4618225955964507e-11,2986106.099935094,6.441136659558817e-11,4.45841482003479e-11,-1.3488828682323733e-10,1.3488828682323733e-10,-0.05646575696917952,1.1660035513518893e+28
viscosity_Pa_s,0.37649358067924715,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.37649358067924715,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.2714565170720883e-11,2598838.524138308,4.778442466775548e-11,3.37698083727269e-11,-1.0217205455705944e-10,1.0217205455705944e-10,-0.057033288584508325,1.3679033378671616e+28
viscosity_Pa_s,0.43287612810830617,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.43287612810830617,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,1.1058727917611319e-11,2261664.7252857196,3.7645635555677654e-11,2.5575636648008666e-11,-7.73823227731713e-11,7.73823227731713e-11,-0.05757102379364299,1.5110621883305818e+28
viscosity_Pa_s,0.49770235643321137,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.49770235643321137,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,9.618479749596012e-12,1968134.6826921105,2.7368762015049328e-11,1.936777064607788e-11,-5.860143955300509e-11,5.860143955300509e-11,-0.05807983888435272,1.8087369599823807e+28
viscosity_Pa_s,0.572236765935022,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.572236765935022,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,8.365769377538458e-12,1712621.8744009882,2.071710233720979e-11,1.4665368423383777e-11,-4.4374769361322816e-11,4.4374769361322816e-11,-0.058560705545738584,2.0792933131631867e+28
viscosity_Pa_s,0.6579332246575682,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.6579332246575682,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,7.276189103885379e-12,1490219.7366285734,1.5676055012349143e-11,1.1103774317186677e-11,-3.359920829245832e-11,3.359920829245832e-11,-0.059014662672420413,2.3911383736745673e+28
viscosity_Pa_s,0.7564633275546291,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.7564633275546291,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,6.3285037185067005e-12,1296650.9719942708,1.3511923057195779e-11,8.406518715868436e-12,-2.543843596158587e-11,2.543843596158587e-11,-0.05944279336914573,2.413821911363114e+28
viscosity_Pa_s,0.8697490026177834,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,0.8697490026177834,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,5.504239562292541e-12,1128187.7473905005,8.97780499213332e-12,6.36403796681026e-12,-1.9258528221281622e-11,1.9258528221281622e-11,-0.059846206112973185,3.1609582196442432e+28
viscosity_Pa_s,1.0,0.24,3.9e-13,395.1674866729765,2.3,0.001,7.0,1.0,2220000000.0,5.468089245796927e-06,9.659867403768781e-09,4.787326331197921e-12,981581.953662806,6.795712591981238e-12,4.817515658782456e-12,-1.457906486205794e-11,1.457906486205794e-11,-0.06022601953768397,3.6333511517600482e+28
permeability_m2,1e-16,0.24,1e-16,0.10132499658281448,2.3,0.001,7.0,0.001,2220000000.0,8.755950357709131e-08,9.659867403768781e-09,3.74432089273151e-09,700301863.3201442,2.5983276584263938e-06,2.4521134988483304e-06,-5.157576114590045e-06,5.157576114590045e-06,-0.06301430406380137,4.2412168259737715e+25
permeability_m2,1.1231045018329515e-16,0.24,1.1231045018329515e-16,0.11379855981036736,2.3,0.001,7.0,0.001,2220000000.0,9.279260664183306e-08,9.659867403768781e-09,3.8041089600580535e-09,715050147.2650428,2.743768955337693e-06,2.5564835655187967e-06,-5.469003469610414e-06,5.469003469610414e-06,-0.06284373352833666,4.19441444088139e+25
permeability_m2,1.2613637220374423e-16,0.24,1.2613637220374423e-16,0.12780767482513,2.3,0.001,7.0,0.001,2220000000.0,9.833847264568968e-08,9.659867403768781e-09,3.860526159197534e-09,729091719.5896827,2.8881256042500615e-06,2.6578736778712036e-06,-5.7794787052336045e-06,5.7794787052336045e-06,-0.06266340547787466,4.1518341194868854e+25
permeability_m2,1.4166432746690194e-16,0.24,1.4166432746690194e-16,0.14354137496490552,2.3,0.001,7.0,0.001,2220000000.0,1.0421579425625697e-07,9.659867403768781e-09,3.9137626878948064e-09,742451797.5167462,3.0310398375728173e-06,2.7561733581792378e-06,-6.08811416622035e-06,6.08811416622035e-06,-0.06247286882396102,4.113019649560621e+25
permeability_m2,1.59103843927215e-16,0.24,1.59103843927215e-16,0.1612119644223771,2.3,0.001,7.0,0.001,2220000000.0,1.1044438133175064e-07,9.659867403768781e-09,3.963998019773149e-09,755155303.4152788,3.1721814194041367e-06,2.8512976613811106e-06,-6.394077007485865e-06,6.394077007485865e-06,-0.06227165220885254,4.077573129144035e+25
permeability_m2,1.786902433735825e-16,0.24,1.786902433735825e-16,0.18105788299210535,2.3,0.001,7.0,0.001,2220000000.0,1.1704522769129886e-07,9.659867403768781e-09,4.011401506478968e-09,767226825.1379693,3.311247951062197e-06,2.943185006056441e-06,-6.696591748333138e-06,6.696591748333138e-06,-0.062059263959928924,4.04514554904837e+25
permeability_m2,2.0068781676649705e-16,0.24,2.0068781676649705e-16,0.20334692348077812,2.3,0.001,7.0,0.001,2220000000.0,1.240405818758446e-07,9.659867403768781e-09,4.056132944724424e-09,778690521.0631243,3.4479648623727886e-06,3.0317946379678015e-06,-6.9949418736762214e-06,6.9949418736762214e-06,-0.06183519226131001,4.015430035810454e+25
permeability_m2,2.2539339047347933e-16,0.24,2.2539339047347933e-16,0.22837984519514262,2.3,0.001,7.0,0.001,2220000000.0,1.3145402213816085e-07,9.659867403768781e-09,4.0983431098445195e-09,789570005.4629685,3.5820851171363483e-06,3.1171039676339617e-06,-7.288470573642402e-06,7.288470573642402e-06,-0.06159890556716467,3.988156034366967e+25
permeability_m2,2.5314033152415697e-16,0.24,2.5314033152415697e-16,0.2564944322665773,2.3,0.001,7.0,0.001,2220000000.0,1.393105359147399e-07,9.659867403768781e-09,4.13817425728977e-09,799888347.7713357,3.713388723157735e-06,3.1991068445017877e-06,-7.576580905969015e-06,7.576580905969015e-06,-0.06134985331339612,3.963084324759535e+25
permeability_m2,2.843030459302665e-16,0.24,2.843030459302665e-16,0.28807005157368,2.3,0.001,7.0,0.001,2220000000.0,1.476366040474169e-07,9.659867403768781e-09,4.175760593262299e-09,809667987.8058839,3.8416819825469614e-06,3.277811252388146e-06,-7.858735124959583e-06,7.858735124959583e-06,-0.06108746692461426,3.940003572758169e+25
permeability_m2,3.193020307691027e-16,0.24,3.193020307691027e-16,0.3235327717656506,2.3,0.001,7.0,0.001,2220000000.0,1.5646029003860546e-07,9.659867403768781e-09,4.211228715465746e-09,818930674.1424717,3.966796544749179e-06,3.353237245257217e-06,-8.13445341527839e-06,8.13445341527839e-06,-0.06081116117675643,3.918725457658378e+25
permeability_m2,3.5860954820118287e-16,0.24,3.5860954820118287e-16,0.363361112460495,2.3,0.001,7.0,0.001,2220000000.0,1.6581133464098291e-07,9.659867403768781e-09,4.244698024668907e-09,827697483.5233735,4.088588355006686e-06,3.4254156211546255e-06,-8.403312209809118e-06,8.403312209809118e-06,-0.06052033599139344,3.899082898439595e+25
permeability_m2,4.0275599798502934e-16,0.24,4.0275599798502934e-16,0.40809250119541135,2.3,0.001,7.0,0.001,2220000000.0,1.757212561004471e-07,9.659867403768781e-09,4.276281107469338e-09,835988681.6134108,4.2069363219599935e-06,3.4943853789286455e-06,-8.664941731968864e-06,8.664941731968864e-06,-0.06021437864350547,3.880927508718057e+25
permeability_m2,4.523370744772097e-16,0.24,4.523370744772097e-16,0.4583305252568357,2.3,0.001,7.0,0.001,2220000000.0,1.8622345639021794e-07,9.659867403768781e-09,4.306084090272936e-09,843823778.7114141,4.321741014147672e-06,3.5601928475940494e-06,-8.919023459211787e-06,8.919023459211787e-06,-0.059892666569869434,3.864126090855082e+25
permeability_m2,5.080218046913013e-16,0.24,5.080218046913013e-16,0.5147530762434135,2.3,0.001,7.0,0.001,2220000000.0,1.9735333379415315e-07,9.659867403768781e-09,4.334206964062236e-09,851221502.8128024,4.432923230853041e-06,3.62289023425443e-06,-9.165287078502239e-06,9.165287078502239e-06,-0.0595545707776024,3.848560119741618e+25
permeability_m2,5.705615758781032e-16,0.24,5.705615758781032e-16,0.5781214972613405,2.3,0.001,7.0,0.001,2220000000.0,2.0914840221874651e-07,9.659867403768781e-09,4.360743878989084e-09,858199654.181635,4.540422243210158e-06,3.6825332321873905e-06,-9.40350689653518e-06,9.40350689653518e-06,-0.05919945990868181,3.8341234621065377e+25
permeability_m2,6.408002744416009e-16,0.24,6.408002744416009e-16,0.6492908561806179,2.3,0.001,7.0,0.001,2220000000.0,2.2164841763595501e-07,9.659867403768781e-09,4.385783407170312e-09,864775238.2531041,4.644194438139348e-06,3.739181063478567e-06,-9.633498515942669e-06,9.633498515942669e-06,-0.05882670526839533,3.8207208354005915e+25
permeability_m2,7.196856730011528e-16,0.24,7.196856730011528e-16,0.7292214835754235,2.3,0.001,7.0,0.001,2220000000.0,2.348955120830431e-07,9.659867403768781e-09,4.4094087712555726e-09,870964319.7681817,4.744211397384036e-06,3.792894231546259e-06,-9.85511474891694e-06,9.85511474891694e-06,-0.05843568668414817,3.808267295684901e+25
