case,Pe,Time_s,Time_norm,Porosity,RE_abs_f_low,RE_abs_f_high,RE_spectral_ratio_high_over_low,TTM_spectral_ratio_high_over_low,L_sigma_index,RE_abs,TTM_abs,RE_abs_norm,TTM_abs_norm,RE_spectral_ratio_high_over_low_norm,L_sigma_index_norm
Pe1,1.0,575.6,0.42618095661187627,0.87365,254256.7711632899,1101579.6134711714,4.33254779580171,0.583789250892793,4.331721402616892e-11,545579.9923059132,2.693575597272931e-11,0.00036874428495319435,6.450942718116208e-05,1.0926670803381227,0.00019495649996701254
Pe1,1.0,600.6,0.4446912483340738,0.8817,228484.37404229754,990476.1314129576,4.3349841124347455,1.0396385476193286,3.9897382425901584e-11,490420.22187248943,2.5303179160710823e-11,0.0003314631338965214,6.059950926093788e-05,1.0932815185642346,0.00017956496534842127
Pe1,1.0,625.6,0.46320154005627134,0.88855,212655.79181026324,922163.4948731366,4.336413727663311,1.1035172255650167,3.794689448021676e-11,456529.2254452806,2.267378080260432e-11,0.00030855703136317355,5.430226696024772e-05,1.0936420670385798,0.00017078646212130149
Pe1,1.0,650.6,0.4817118317784689,0.8953,197038.48202223898,854690.0298437887,4.3376807467859155,1.1555079509646442,3.585071047134559e-11,423070.0549074703,1.928074341286757e-11,0.00028594278947548013,4.6176157611848967e-05,1.0939616088303104,0.0001613522289453299
Pe1,1.0,675.6,0.5002221235006664,0.90175,179892.76878444874,780542.6887283728,4.338933098882008,4.528322089375477,3.3329804732046e-11,386317.3920566691,7.749366890857685e-12,0.00026110255600987023,1.8559242207718823e-05,1.0942774516029439,0.00015000646327850527
Pe1,1.0,700.6,0.518732415222864,0.90835,163695.63152852433,710438.6711996436,4.3399977419424784,1.3513814826480717,3.0809236218602426e-11,351580.8833387654,5.78269662461476e-12,0.00023762499222528831,1.3849191654172046e-05,1.0945459542206446,0.00013866221535408546
Pe1,1.0,725.6,0.5372427069450615,0.91465,148104.44932205786,642918.3618821497,4.340979388702247,0.861051588321981,2.8347005044212287e-11,318133.45381382573,8.838416322470029e-12,0.0002150186858034416,2.1167446524553666e-05,1.0947935251995404,0.00012758052456070314
Pe1,1.0,750.6,0.555752998667259,0.9194,125209.01543826448,543678.7987999108,4.342169746298955,0.9069442692674883,2.4310477353602123e-11,268992.41096091905,9.635948837934987e-12,0.00018180544674740052,2.3077486316385897e-05,1.0950937329805173,0.00010941344414537741
Pe1,1.0,775.6,0.5742632903894566,0.92495,114854.80555067766,498778.89070146036,4.342690654605505,1.4695551964435736,2.2513802104870678e-11,246763.3362223958,9.080524155730195e-12,0.0001667813542490968,2.1747279429763308e-05,1.0952251058782365,0.00010132720115988817
Pe1,1.0,800.6,0.5927735821116541,0.93035,109701.74043660413,476442.91885360336,4.3430752963207215,1.2149117679133052,2.1711929822086098e-11,235703.70424663913,4.207347732291131e-12,0.00015930641722380502,1.007633097199316e-05,1.095322112387974,9.771823836791827e-05
Pe1,1.0,825.6,0.6112838738338516,0.93535,105507.8193647678,458260.13872628345,4.343376078525135,0.7714961015864721,2.1049342563308523e-11,226701.3800457015,5.781712250821473e-12,0.00015322196462802458,1.3846834141370052e-05,1.0953979695576128,9.473615155097813e-05
Pe1,1.0,850.6,0.6297941655560492,0.9409,101083.2872711561,439071.8501454949,4.3436641407167915,0.9301104850979459,2.0336750602062177e-11,217202.3413557139,5.354957269412153e-12,0.00014680179475581601,1.2824783027404855e-05,1.095470618744361,9.152901005325186e-05
Pe1,1.0,875.6,0.6483044572782468,0.94505,97124.78196006003,421899.12727892445,4.343887510114763,1.6343569251382732,1.9665270243018647e-11,208702.21810150682,3.797835680576287e-12,0.00014105676760014802,9.095575581030573e-06,1.095526952430548,8.850689832379867e-05
Pe10,10.0,0.1,0.0002460629921259843,0.545,707294240.5531375,2804501187.6072607,3.9651124338493244,1.0692724472497834,2.2218912497613088e-07,1479561890.1855907,4.174555234331209e-07,1.0,1.0,1.0,1.0
Pe10,10.0,0.2,0.0004921259842519686,0.54505,146263292.30653656,598076043.2464206,4.0890372000719175,1.1316374279144574,3.913311360526581e-08,309077264.7324606,1.718759015192283e-08,0.208897827649299,0.041172266713765004,1.031253783666933,0.17612524289597778
Pe10,10.0,0.4,0.0009842519685039372,0.54605,59259639.95461622,250279416.4245719,4.223438019809899,1.1703468689807792,1.3365927337005333e-08,126514236.64586006,3.0076290763488834e-09,0.08550790439052913,0.007204669497757226,1.0651496244483016,0.06015563245249377
Pe10,10.0,0.8,0.0019685039370078744,0.54845,21514853.41210679,92622931.70940143,4.305069150844451,1.1763211251480838,4.3174344916052635e-09,46203343.32443218,5.035049429130825e-10,0.031227719253188256,0.0012061283529615275,1.0857369677825497,0.01943134927089286
Pe10,10.0,1.6,0.003937007874015749,0.5531,12208118.24339214,52822598.17123782,4.326841952061612,1.1312198094788792,2.3595893620291673e-09,26255869.25979619,3.2160374494505633e-10,0.01774570528881543,0.0007703904413581901,1.0912280608046014,0.010619733806875791
Pe10,10.0,3.2,0.007874015748031498,0.5619,8566899.933710523,37132901.10820139,4.334461870166642,1.3805170764106467,1.6308359286098756e-09,18432701.227060918,1.1300173719347956e-10,0.012458215738950121,0.00027069168055116933,1.0931498015451617,0.007339854859165908
Pe10,10.0,6.4,0.015748031496062995,0.57825,4040768.821977028,17561522.561154637,4.346084454433675,2.0256975247669233,7.532465886051626e-10,8700192.927677164,1.3576123417911772e-10,0.0058802494071984,0.0003252112537944837,1.0960810133231211,0.003390114564275284
Pe10,10.0,11.4,0.028051181102362207,0.60545,29238.559140011897,127450.93000645933,4.35900173452964,2.8738518862495517,5.319828731408643e-12,63000.30105444391,6.442871432309198e-11,4.258037563169553e-05,0.00015433671542595812,1.0993387469464335,2.394279527398173e-05
Pe10,10.0,16.4,0.040354330708661415,0.633,1067718.673584101,4646079.797129274,4.351408205246975,2.012475448763117,2.0090705145443087e-10,2298885.430370477,5.434548285680622e-11,0.0015537609109965067,0.00013018268966684954,1.0974236614578505,0.000904216403372639
Pe10,10.0,21.4,0.05265748031496063,0.6586,146112.4440606388,635958.0938907433,4.352525193725535,8.416076278876588,2.783613117909027e-11,314549.944659561,3.9096731966248304e-11,0.0002125966792913982,9.365484410104314e-05,1.0977053655702043,0.00012528124939544463
Pe10,10.0,26.4,0.06496062992125984,0.6836,308602.0143064667,1342714.1333637496,4.350957126385851,2.9992528397100084,6.018604470968224e-11,664091.9700220937,9.37013526619016e-11,0.00044884365731993306,0.00022445828933178116,1.0973098995233155,0.0002708775450470307
Pe10,10.0,31.4,0.07726377952755906,0.70855,519523.6678476146,2257536.9746572,4.345397744842252,1.777104943207574,1.0544758099248906e-10,1116996.4001054466,3.8004670568016635e-11,0.0007549507780072213,9.103884949340053e-05,1.0959078253989754,0.0004745847979905271
Pe10,10.0,36.4,0.08956692913385828,0.7322,578805.0912283555,2504314.9875053414,4.326698271071904,0.650208287756573,1.2669802835879594e-10,1241118.6530588313,3.81542715799849e-11,0.0008388419986291685,9.139721344733258e-05,1.091191824508127,0.0005702260557190039
Pe10,10.0,41.4,0.10187007874015748,0.75355,448745.3804016633,1800860.1834135489,4.013100216879411,1.470033230530701,1.297803173199665e-10,923287.6567753362,5.545239691566013e-11,0.0006240277361155352,0.00013283426329977393,1.0121025024714116,0.0005840984221613386
Pe10,10.0,46.4,0.1141732283464567,0.77515,430508.1480155764,2083493.613487879,4.839614820513212,2.2979287520192706,1.22584199060867e-10,974828.460831849,1.0895127001058262e-10,0.0006588629156361754,0.00026098892910692874,1.220549202892318,0.0005517110663000984
Pe10,10.0,51.4,0.1264763779527559,0.7919,1574686.3907369063,7705466.431706658,4.893333985124955,0.6422400483774977,1.0812277832457536e-10,3657225.3715749322,3.984418320903535e-10,0.0024718299354927176,0.0009544533722146007,1.2340971578388547,0.0004866249792207007
Pe10,10.0,56.4,0.13877952755905512,0.80795,916283.878297014,3904993.7838060767,4.261772880980746,10.624109002093938,9.006030222982268e-11,1948996.167741594,1.9268494255507528e-10,0.0013172792437206658,0.0004615699918651206,1.0748176633274997,0.0004053317291721527
Pe10,10.0,61.4,0.15108267716535434,0.8218,622729.8336277263,2667238.16157961,4.283138557922551,3.7610497111328804,7.61888203248173e-11,1327493.3202406329,5.911407424938102e-11,0.000897220541463201,0.0001416056823568451,1.0802060797465174,0.00034290076228079137
Pe10,10.0,66.4,0.16338582677165356,0.83425,459184.8988333118,1976151.186818694,4.303606655705928,2.17375952243988,6.339864734074675e-11,981455.1476999457,3.8739275833298617e-11,0.0006633417325833092,9.279857052725019e-05,1.0853681270086948,0.00028533641035562596
Pe10,10.0,71.4,0.17568897637795278,0.84605,378519.85161295644,1633123.6762542825,4.314499409463421,0.8548187742958863,5.6581440560287554e-11,810204.0446418251,3.862571571400756e-11,0.0005475972651202824,9.25265412620553e-05,1.0881152757817039,0.0002546544101398569
Pe10,10.0,76.4,0.187992125984252,0.85665,314502.76899772376,1359145.1624794689,4.321568190992003,3.23785735816062,4.962574921809756e-11,673806.0442961587,1.1899385805662411e-11,0.00045540916454102435,2.8504559498465397e-05,1.0898980200661377,0.0002233491365674567
Pe10,10.0,81.4,0.20029527559055121,0.8655,257835.33672468513,1115667.5002626493,4.327054291452501,4.9187120380339096,4.232547342085404e-11,552799.2835963903,2.0622369964291528e-11,0.0003736236295779754,4.940016075172464e-05,1.0912816127263771,0.0001904930019657845
Pe10,10.0,86.4,0.21259842519685043,0.8738,236567.78655178956,1024357.7614630971,4.330081353823058,1.143115347578953,3.999423486173413e-11,507406.5722316007,8.554843364394666e-12,0.00034294379680727886,2.049282590403959e-05,1.0920450368211683,0.0001800008657760842
Pe10,10.0,91.4,0.22490157480314962,0.8818,205529.9526577657,890523.4836535231,4.332816079300915,1.260427414701228,3.55386314905816e-11,440993.3918225733,6.511355570518034e-12,0.00029805673878722085,1.5597722883073066e-05,1.0927347336515814,0.00015994766392999393
Pe10,10.0,96.4,0.23720472440944884,0.8879,177339.4250649055,768752.9477128286,4.334924100670047,0.8403015561764564,3.1187111136370725e-11,380611.6114309551,1.8409261630348537e-11,0.00025724615776850847,4.409873770252754e-05,1.093266375920067,0.0001403629054289721
Pe10,10.0,101.4,0.24950787401574806,0.894,140236.2214598176,608357.1846816281,4.338088821481424,0.8107066057524146,2.5189684321307078e-11,301105.4899465555,3.9313779145934905e-12,0.00020350989839890103,9.417477297370872e-06,1.0940645174265626,0.00011337046457162623
Pe10,10.0,106.4,0.2618110236220473,0.8993,130497.13899471464,566221.0942549407,4.338954084486662,4.931184725046418,2.378911967966416e-11,280226.0575497694,3.819059188555461e-12,0.00018939799639920363,9.14842174598104e-06,1.0942827364606187,0.00010706698485904635
Pe10,10.0,111.4,0.27411417322834647,0.90365,122226.08388465898,530409.9261560815,4.3395804667734685,2.749704286455136,2.25133125312169e-11,262486.2743882269,6.816020484598559e-12,0.0001774081071764437,1.6327536951826987e-05,1.0944407098591682,0.00010132499749317361
Pe10,10.0,116.4,0.2864173228346457,0.90835,116727.2614195127,506624.39700166974,4.340240581682831,2.2937056994756895,2.1773564850375767e-11,250699.23482898052,5.981388527115061e-12,0.00016944153299158966,1.4328205500611415e-05,1.0946071906135921,9.799563706241175e-05
