Time_s,Porosity,frequency_Hz,k_dyn_abs,L_abs,sigma_abs,omega_t,sigma_f,C_molL,pH,case,Pe,Time_norm
11169.2,0.9327,156147.12942169173,9.070991248799843e-13,6.669141036716235e-10,0.012167389139052132,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,161592.51332237766,8.769037452983955e-13,6.555061621830631e-10,0.01216738897298357,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,167227.7963645699,8.477074831677415e-13,6.442920922228337e-10,0.012167388804049753,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,173059.60098014915,8.194775755225022e-13,6.33268599398264e-10,0.012167388632201437,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,179094.78054782117,7.921823193065422e-13,6.224324452967045e-10,0.012167388457388543,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,185340.42744702383,7.657910377796069e-13,6.117804465349484e-10,0.012167388279560145,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,191803.88139269766,7.402740479558368e-13,6.013094738247544e-10,0.012167388098664453,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,198492.73806072026,7.156026290440411e-13,5.910164510541927e-10,0.012167387914648794,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,205414.8580141388,6.917489918603545e-13,5.808983543845494e-10,0.012167387727459608,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,212578.37594069092,6.686862491846727e-13,5.70952211362534e-10,0.01216738753704243,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,219991.71021246776,6.463883870330653e-13,5.611751000475328e-10,0.01216738734334186,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,227663.572778959,6.248302368190962e-13,5.515641481536522e-10,0.012167387146301584,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,235602.97940509813,6.039874483777749e-13,5.42116532206309e-10,0.012167386945864316,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,243819.2602663455,5.838364638265398e-13,5.328294767131216e-10,0.012167386741971811,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,252322.07091325754,5.643544922384114e-13,5.237002533488627e-10,0.012167386534564848,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,261121.4036184286,5.455194851031328e-13,5.147261801542356e-10,0.012167386323583197,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,270227.59911913675,5.27310112552797e-13,5.059046207482415e-10,0.012167386108965618,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,279651.35876950115,5.097057403290963e-13,4.972329835539117e-10,0.01216738589064985,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,289403.757116421,4.926864074700014e-13,4.88708721037178e-10,0.01216738566857257,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,299496.25491408375,4.762328046942691e-13,4.803293289586581e-10,0.012167385442669399,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,309940.71259233245,4.603262534628065e-13,4.720923456381424e-10,0.012167385212874885,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,320749.40419472224,4.4494868569650003e-13,4.6399535123156157e-10,0.012167384979122465,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,331935.03180264105,4.300826241307067e-13,4.560359670202356e-10,0.012167384741344477,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,343510.7404624551,4.157111632871478e-13,4.4821185471217846e-10,0.012167384499472115,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,355490.13363320846,4.018179510445217e-13,4.405207157552765e-10,0.012167384253435429,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,367887.2891730403,3.8838717078965816e-13,4.3296029066212186e-10,0.012167384003163303,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,380716.7758831019,3.7540352413157406e-13,4.2552835834631563e-10,0.012167383748583433,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,393993.67062841705,3.628522141612908e-13,4.1822273547003785e-10,0.012167383489622324,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,407733.5760558058,3.507189292407672e-13,4.1104127580270227e-10,0.012167383226205232,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,421952.63892968884,3.3898982730478656e-13,4.039818695905031e-10,0.012167382958256201,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,436667.56910733244,3.2765152066009064e-13,3.9704244293666733e-10,0.012167382685698,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,451895.6591758163,3.1669106126653087e-13,3.9022095719223877e-10,0.012167382408452127,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,467654.8047738141,3.0609592648542993e-13,3.835154083572084e-10,0.012167382126438775,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,483963.52562206396,2.9585400528078665e-13,3.769238264918187e-10,0.012167381839576824,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,500840.9872872381,2.8595358485938317e-13,3.70444275137872e-10,0.012167381547783823,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,518307.0237048036,2.763833377362427e-13,3.6407485074986565e-10,0.012167381250975955,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,536382.1604873213,2.671323092123116e-13,3.578136821357969e-10,0.012167380949068026,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,555087.6390455909,2.5818990525160116e-13,3.5165892990746733e-10,0.012167380641973454,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,574445.4415509806,2.4954588074541435e-13,3.456087859401277e-10,0.01216738032960424,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,594478.3167682793,2.411903281516455e-13,3.396614728413046e-10,0.012167380011870932,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,615209.8067894295,2.3311366649749657e-13,3.338152434286521e-10,0.012167379688682634,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,636664.2746995509,2.2530663073430312e-13,3.280683802166819e-10,0.012167379359946965,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,658866.9332077848,2.1776026143349012e-13,3.2241919491220547e-10,0.012167379025570049,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,681843.8742765816,2.1046589481302166e-13,3.168660279183617e-10,0.012167378685456481,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,705622.0997842689,2.0341515308401115e-13,3.1140724784706767e-10,0.012167378339509316,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,730229.5532569289,1.9659993510747576e-13,3.060412510397561e-10,0.012167377987630047,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,755695.1527068665,1.9001240735152146e-13,3.0076646109625966e-10,0.01216737762971858,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,782048.8246162824,1.8364499513952824e-13,2.955813284117009e-10,0.01216737726567321,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,809321.5391060582,1.7749037418020282e-13,2.9048432972125447e-10,0.012167376895390606,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,837545.3463310039,1.715414623706298e-13,2.854739676526467e-10,0.012167376518765788,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,866753.4141443319,1.6579141186372784e-13,2.805487702862599e-10,0.012167376135692099,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,896980.0670756182,1.6023360139177523e-13,2.757072907227189e-10,0.012167375746061183,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,928260.8266680614,1.548616288379235e-13,2.7094810665782015e-10,0.012167375349762978,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,960632.4532224302,1.496693040478652e-13,2.6626981996469394e-10,0.012167374946685669,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,994132.9889967828,1.4465064187405465e-13,2.6167105628306377e-10,0.0121673745367157,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,1028801.802912691,1.397998554451236e-13,2.5715046461549046e-10,0.012167374119737704,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,1064679.636820531,1.351113496533476e-13,2.5270671693047974e-10,0.012167373695634533,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,1101808.6533782035,1.3057971485324543e-13,2.483385077723366e-10,0.012167373264287195,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,1140232.485599538,1.2619972076460477e-13,2.44044553877653e-10,0.012167372825574858,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,1179996.2881306417,1.2196631057342822e-13,2.398235937983135e-10,0.012167372379374809,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,1221146.7903144055,1.1787459522450607e-13,2.3567438753091146e-10,0.012167371925562453,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,1263732.351105564,1.1391984789950302e-13,2.3159571615246646e-10,0.012167371464011268,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,1307803.015900829,1.1009749867464441e-13,2.2758638146233418e-10,0.012167370994592799,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,1353410.5753508818,1.0640312935226699e-13,2.2364520563020235e-10,0.012167370517176637,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,1400608.6262233458,1.0283246846067687e-13,2.1977103085007567e-10,0.012167370031630388,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,1449452.6343882435,9.938138641693234e-14,2.1596271900014152e-10,0.012167369537819649,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
11169.2,0.9327,1500000.0000000005,9.604589084733184e-14,2.122191513084184e-10,0.012167369035608014,2490.747496527642,0.013331509184423572,0.00105466280176774,4.262308112103934,Pe0p1,0.1,0.7800156433320298
0.1,0.545,100000.0,6.477169096330345e-13,2.8342705951347273e-09,0.005666903157171044,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,103487.34166350256,6.268285312066097e-13,2.7858574540506614e-09,0.005666902150035713,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,107096.29884578515,6.066011050393797e-13,2.7382658332838455e-09,0.005666901125508728,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,110831.11269550344,5.870142356180284e-13,2.691481880865298e-09,0.005666900083290416,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,114696.17226465745,5.680481382880901e-13,2.645491971060217e-09,0.00566689902307598,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,118696.01966648553,5.496836214635845e-13,2.6002827012861203e-09,0.005666897944555405,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,122835.35541323408,5.319020693454757e-13,2.5558408890205062e-09,0.0056668968474133715,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,127119.04394007126,5.146854251354832e-13,2.512153568703335e-09,0.005666895731329172,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,131552.1193216395,4.980161747317903e-13,2.4692079886391956e-09,0.005666894595976612,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,136139.79118796365,4.818773308933404e-13,2.4269916079034752e-09,0.005666893441023929,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,140887.4508466672,4.66252417859574e-13,2.3854920932564717e-09,0.0056668922661336895,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,145800.67761868972,4.511254564126745e-13,2.3446973160689962e-09,0.005666891070962702,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,150885.24539495536,4.36480949369619e-13,2.3045953492625965e-09,0.005666889855161916,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,156147.12942169173,4.2230386749163194e-13,2.265174464267286e-09,0.005666888618376327,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,161592.51332237766,4.08579635798893e-13,2.2264231279993077e-09,0.005666887360244879,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,167227.7963645699,3.952941202786703e-13,2.1883299998611714e-09,0.00566688608040036,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,173059.60098014915,3.824336149753616e-13,2.1508839287660197e-09,0.005666884778469306,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,179094.78054782117,3.699848294512393e-13,2.1140739501880925e-09,0.0056668834540718905,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,185340.42744702383,3.579348766070052e-13,2.077889283240829e-09,0.005666882106821827,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,191803.88139269766,3.462712608516074e-13,2.042319327784037e-09,0.005666880736326258,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,198492.73806072026,3.3498186661105666e-13,2.00735366156132e-09,0.005666879342185646,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,205414.8580141388,3.2405494716631575e-13,1.9729820373687822e-09,0.005666877923993667,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,212578.37594069092,3.134791138106343e-13,1.939194380255944e-09,0.005666876481337095,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,219991.71021246776,3.032433253170082e-13,1.9059807847596202e-09,0.005666875013795697,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,227663.572778959,2.9333687770672737e-13,1.8733315121714038e-09,0.00566687352094211,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,235602.97940509813,2.8374939431028186e-13,1.841236987839293e-09,0.005666872002341731,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,243819.2602663455,2.744708161121559e-13,1.8096877985039147e-09,0.005666870457552591,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,252322.07091325754,2.6549139237131924e-13,1.7786746896696528e-09,0.005666868886125247,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,261121.4036184286,2.5680167150948753e-13,1.7481885630109806e-09,0.005666867287602651,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,270227.59911913675,2.483924922594744e-13,1.718220473814159e-09,0.0056668656615200316,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,279651.35876950115,2.4025497506619717e-13,1.688761628454435e-09,0.005666864007404769,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,289403.757116421,2.323805137331465e-13,1.6598033819087854e-09,0.005666862324776271,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,299496.25491408375,2.2476076730734153e-13,1.6313372353042272e-09,0.005666860613145838,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,309940.71259233245,2.1738765219602248e-13,1.6033548335016225e-09,0.005666858872016539,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,320749.40419472224,2.102533345085361e-13,1.5758479627149094e-09,0.005666857100883082,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,331935.03180264105,2.0335022261707708e-13,1.5488085481656121e-09,0.0056668552992316734,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,343510.7404624551,1.966709599301337e-13,1.5222286517724553e-09,0.005666853466539892,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,355490.13363320846,1.9020841787268795e-13,1.4961004698759046e-09,0.005666851602276548,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,367887.2891730403,1.8395568906738633e-13,1.470416330997373e-09,0.005666849705901536,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,380716.7758831019,1.7790608071107846e-13,1.4451686936328623e-09,0.005666847776865717,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,393993.67062841705,1.7205310814128527e-13,1.4203501440807282e-09,0.005666845814610752,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,407733.5760558058,1.663904885873197e-13,1.3959533943033111e-09,0.005666843818568978,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,421952.63892968884,1.6091213510093733e-13,1.3719712798220748e-09,0.0056668417881632445,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,436667.56910733244,1.5561215066153914e-13,1.34839675764593e-09,0.0056668397228067866,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,451895.6591758163,1.5048482245110039e-13,1.3252229042324168e-09,0.005666837621903061,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,467654.8047738141,1.4552461629412955e-13,1.3024429134813464e-09,0.005666835484845602,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,483963.52562206396,1.407261712580972e-13,1.2800500947605714e-09,0.005666833311017866,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,500840.9872872381,1.3608429440990688e-13,1.2580378709634832e-09,0.0056668310997930816,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,518307.0237048036,1.315939557240942e-13,1.236399776597839e-09,0.005666828850534093,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,536382.1604873213,1.2725028313857425e-13,1.2151294559055651e-09,0.0056668265625932,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,555087.6390455909,1.2304855775385973e-13,1.1942206610131007e-09,0.005666824235312006,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,574445.4415509806,1.1898420917179198e-13,1.1736672501118957e-09,0.005666821868021249,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,594478.3167682793,1.1505281096993224e-13,1.153463185668669e-09,0.005666819460040647,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,615209.8067894295,1.1125007630786648e-13,1.1336025326649952e-09,0.005666817010678729,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,636664.2746995509,1.0757185366177774e-13,1.1140794568658437e-09,0.005666814519232678,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,658866.9332077848,1.040141226837363e-13,1.0948882231166268e-09,0.005666811984988157,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,681843.8742765816,1.0057299018225851e-13,1.076023193668381e-09,0.005666809407219141,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,705622.0997842689,9.724468622077112e-14,1.0574788265306572e-09,0.005666806785187757,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,730229.5532569289,9.402556033071101e-14,1.0392496738517083e-09,0.005666804118144102,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,755695.1527068665,9.09120778360777e-14,1.0213303803255906e-09,0.005666801405326081,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,782048.8246162824,8.790081628633576e-14,1.003715681625742e-09,0.005666798645959225,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,809321.5391060582,8.498846199465363e-14,9.86400402864679e-10,0.005666795839256528,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,837545.3463310039,8.217180667853803e-14,9.693794570793749e-10,0.005666792984418257,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,866753.4141443319,7.944774420000434e-14,9.52647843741949e-10,0.005666790080631791,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,896980.0670756182,7.681326740249785e-14,9.362006472952637e-10,0.0056667871270714345,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,928260.8266680614,7.426546504185376e-14,9.200330357130485e-10,0.005666784122898241,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,960632.4532224302,7.180151880865618e-14,9.041402590841613e-10,0.005666781067259836,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,994132.9889967828,6.941870043942288e-14,8.885176482206006e-10,0.005666777959290233,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,1028801.802912691,6.711436891411515e-14,8.731606132889108e-10,0.0056667747981096585,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,1064679.636820531,6.488596773753297e-14,8.580646424645847e-10,0.00566677158282437,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,1101808.6533782035,6.273102230222264e-14,8.432253006091134e-10,0.00566676831252647,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,1140232.485599538,6.064713733058658e-14,8.286382279693118e-10,0.005666764986293733,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
0.1,0.545,1179996.2881306417,5.863199439394333e-14,8.142991388985508e-10,0.005666761603189416,24068.47563549736,0.012641805810344872,0.0010001,7.0,Pe1,1.0,7.404116688879017e-05
