Time_s,Porosity,frequency_Hz,k_dyn_abs,L_abs,sigma_abs,omega_t,sigma_f,C_molL,pH,case,Pe,Time_norm
0.1,0.545,150885.24539495536,4.364809497717624e-13,2.304595321015919e-09,0.005666889855073502,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,156147.12942169173,4.2230386787504026e-13,2.2651744365035653e-09,0.00566688861828793,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,161592.51332237766,4.085796361644101e-13,2.2264231007103612e-09,0.0056668873601564956,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,167227.7963645699,3.9529412062710447e-13,2.1883299730389554e-09,0.0056668860803119935,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,173059.60098014915,3.824336153074863e-13,2.150883902402624e-09,0.005666884778380955,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,179094.78054782117,3.6998482976779475e-13,2.11407392427574e-09,0.005666883453983557,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,185340.42744702383,3.5793487690869983e-13,2.0778892577718705e-09,0.005666882106733511,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,191803.88139269766,3.4627126113911873e-13,2.0423193027509556e-09,0.005666880736237958,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,198492.73806072026,3.349818668850329e-13,2.0073536369567217e-09,0.005666879342097361,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,205414.8580141388,3.240549474273768e-13,1.9729820131854e-09,0.0056668779239054,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,212578.37594069092,3.1347911405937307e-13,1.93919435648663e-09,0.005666876481248847,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,219991.71021246776,3.032433255539912e-13,1.9059807613973497e-09,0.005666875013707467,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,227663.572778959,2.9333687793249634e-13,1.8733314892092666e-09,0.005666873520853898,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,235602.97940509813,2.837493945253549e-13,1.8412369652705013e-09,0.005666872002253537,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,243819.2602663455,2.744708163170275e-13,1.8096877763217896e-09,0.005666870457464417,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,252322.07091325754,2.6549139256646253e-13,1.7786746678676305e-09,0.005666868886037091,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,261121.4036184286,2.5680167169535396e-13,1.7481885415826067e-09,0.005666867287514514,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,270227.59911913675,2.4839249243649564e-13,1.7182204527530926e-09,0.005666865661431916,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,279651.35876950115,2.402549752347855e-13,1.6887616077544365e-09,0.005666864007316673,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,289403.757116421,2.323805138936954e-13,1.6598033615637238e-09,0.005666862324688195,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,299496.25491408375,2.2476076746022677e-13,1.6313372153080751e-09,0.005666860613057782,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,309940.71259233245,2.1738765234160306e-13,1.603354813848453e-09,0.005666858871928505,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,320749.40419472224,2.1025333464715458e-13,1.5758479433988971e-09,0.00566685710079507,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,331935.03180264105,2.0335022274906045e-13,1.54880852918103e-09,0.005666855299143685,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
0.1,0.545,343510.7404624551,1.9667096005579396e-13,1.5222286331136728e-09,0.005666853466451925,24068.475044878887,0.012641805810344872,0.0010001,7.0,Pe0p1,0.1,6.983630370411755e-06
