TimeStep,Time_s,Porosity,Permeability_mD,k_k0,DissolutionRate,SurfaceArea_cm2,GrainVolume_cm3,InjectedPV,OutletHConc,Tortuosity,Time_min,Porosity_raw,Porosity_used,valid_poroelastic,C_molL,pH,omega_t,Lambda_m,L_abs,sigma_abs,RE_real,RE_imag,RE_abs,TTM_real,TTM_imag,TTM_abs,matrix_cond,case,Pe,k0_m2,InjectedPV_norm,Time_norm,PoreVolumeToSurface_m
5,1.6,0.5456,19096.404188539967,1.014286063485955,5.358488477341314e-08,0.7461654139174874,0.0010903030215954042,0.4892060153327317,5.908556012546752e-12,1.2167284910382365,0.02666666666666667,0.5456,0.5456,True,0.0010001,7.0,23792.807097252393,1.833674104060399e-05,1.2552175178948796e-09,0.00568187991438118,1472008090.0523236,46567382.24826144,1472744491.848109,-8.049387412145462e-08,4.0641396148242573e-07,4.1430854668823717e-07,1.411948136795735e+27,Pe1,1.0,1.8846686239887688e-11,0.001184658670220643,0.0011846586702206428,1.754478860217641e-05
6,3.2,0.54655,19206.754419988876,1.0201472036648083,5.360723556670993e-08,0.7454922516279328,0.0010880170023762205,0.9784120306654635,4.974040408497345e-11,1.2173810722145244,0.05333333333333334,0.54655,0.54655,True,0.0010001,7.0,23684.595275229,1.8378582390446086e-05,1.2538677414510415e-09,0.005688692269213355,1468795237.9233289,47429359.67507208,1469560817.0829256,-7.959525778004704e-08,4.059002170902186e-07,4.13630742685984e-07,1.4099247971086374e+27,Pe1,1.0,1.895559345446501e-11,0.002369317340441286,0.0023693173404412855,1.759110174794836e-05
7,6.4,0.5486,19660.610739832424,1.0442533199523234,5.36555402301315e-08,0.7441133227350389,0.0010829892832892938,1.956824061330927,1.270465007518086e-10,1.218785975072828,0.10666666666666667,0.5486,0.5486,True,0.0010001270465007518,6.896037292243748,23197.861346143534,1.8570389777856845e-05,1.2182606286734988e-09,0.005702799836035697,1423838032.17611,48027434.5034826,1424647807.8234367,-7.804971470609557e-08,3.827939688802362e-07,3.9066991255634997e-07,1.4445050413794167e+27,Pe1,1.0,1.940351483137086e-11,0.004738634680882572,0.004738634680882571,1.7688024345418596e-05
8,12.8,0.5536,21083.42707084578,1.1198247605857972,5.375476441763619e-08,0.7408727583042075,0.0010720017483625845,3.913648122661854,1.985496211332972e-10,1.218436999623884,0.21333333333333335,0.5536,0.5536,True,0.0010001985496211332,6.702130937307604,21835.764143720044,1.9140831325765707e-05,1.1458008529770412e-09,0.005755303987953161,1329648491.650224,51147814.18486658,1330631883.8219702,-7.303001082247271e-08,3.375086655753861e-07,3.453193910269278e-07,1.514046311977939e+27,Pe1,1.0,2.0807725420068454e-11,0.009477269361765144,0.009477269361765142,1.7944186030263818e-05
9,25.6,0.5626,23083.06107283109,1.2260332844660937,5.3989493646380334e-08,0.7337261945017847,0.0010494717677887143,7.827296245323708,3.4185115859486686e-10,1.217540455356282,0.4266666666666667,0.5626,0.5626,True,0.0010003418511585949,6.466162943859585,20283.342517615634,1.9859816493088788e-05,1.0667110005187182e-09,0.005852321363436997,1221224788.1297557,57246084.04115063,1222565784.4388633,-6.711206222529082e-08,2.9155056623597975e-07,2.9917513527807037e-07,1.5833055389898854e+27,Pe1,1.0,2.27812108081e-11,0.018954538723530288,0.018954538723530284,1.8397452281554212e-05
10,50.6,0.57925,26659.866350621094,1.4160116546999293,5.451339515801499e-08,0.719111446056296,0.0010086934119550696,15.47114023489764,5.935806402869835e-10,1.2185548427165693,0.8433333333333334,0.57925,0.57925,True,0.001000593580640287,6.226520272071421,18066.73158480514,2.1042880908773355e-05,9.800555012489576e-10,0.006020297751724904,1094298072.9716198,66917439.81003471,1096342198.5220356,-6.437727080112966e-08,2.4501465160175844e-07,2.533310334233314e-07,1.643327524170446e+27,Pe1,1.0,2.631124327631393e-11,0.03746483044572783,0.03746483044572783,1.9311006085563723e-05
11,75.6,0.59535,29407.811326378076,1.561965953981529,5.561817891179728e-08,0.7033840924802236,0.0009687924163729552,23.11498422447157,1.8575928428299268e-09,1.2171188533790869,1.26,0.59535,0.59535,True,0.00100185759284283,5.731049470907319,16853.622520650206,2.1787046594738227e-05,8.596759928261416e-10,0.006200343103414929,934289029.5448717,70261736.85385466,936927266.33054,-5.550559403117068e-08,1.8783316516730608e-07,1.9586262763866314e-07,1.7837569222800737e+27,Pe1,1.0,2.9023254200006428e-11,0.05597512216792537,0.05597512216792536,2.0264271782613973e-05
12,100.6,0.6115,32698.26121245202,1.7367348491668648,5.6854630858664235e-08,0.6854837488013481,0.0009298865962828846,30.7588282140455,3.806432716103023e-09,1.2125061870650988,1.6766666666666665,0.6115,0.6115,True,0.001003806432716103,5.419481842550937,15628.037220108059,2.2625218136260036e-05,7.819985913427252e-10,0.006403832111225996,824550798.705002,74228050.50977053,827885150.928278,-5.182626103542101e-08,1.5472865162703145e-07,1.6317756269546025e-07,1.8601332110813708e+27,Pe1,1.0,3.227067586005515e-11,0.0744854138901229,0.0744854138901229,2.135198534814447e-05
13,125.6,0.62895,36300.14670451639,1.9280453294438566,5.832521026594202e-08,0.6651575567706147,0.0008892689643774344,38.40267220361944,8.178176186990241e-09,1.203500394882149,2.0933333333333333,0.62895,0.62895,True,0.0010081781761869903,5.087343537433748,14587.40705475201,2.3418331130337978e-05,7.063498944760245e-10,0.006663515281047926,717216133.039319,76851904.66824995,721321839.918224,-4.687538673068346e-08,1.2603969440175118e-07,1.3447418505437377e-07,1.932745337611566e+27,Pe1,1.0,3.5825460576105444e-11,0.09299570561232047,0.09299570561232046,2.2661689865826623e-05
14,150.6,0.6446,42602.75352875237,2.2628018732590713,6.00403814335908e-08,0.640888081150691,0.0008496173782554578,46.04651619319337,1.6545795108446547e-08,1.1994143389081446,2.51,0.6446,0.6446,True,0.0010165457951084465,4.7813123579744365,12782.034718444422,2.5017562709875994e-05,6.117390553739462e-10,0.006908380160015165,599421841.7472479,72904051.46294853,603839005.9306992,-3.856513346785308e-08,9.472280765985548e-08,1.0227257604245283e-07,2.106267760401892e+27,Pe1,1.0,4.204565010168294e-11,0.111505997334518,0.11150599733451799,2.4044406950577514e-05
15,175.6,0.66145,50840.39199458812,2.7003356523643114,6.219916889155312e-08,0.6188036557360556,0.0008099281650159702,53.6903601827673,5.3420479586566036e-08,1.195991059049954,2.9266666666666667,0.66145,0.66145,True,0.001053420479586566,4.272292217384202,11022.415931941016,2.6940558572031008e-05,4.748516278654224e-10,0.007365792925053701,440317947.6597174,61921923.45190005,444650671.4660944,-2.541428428672163e-08,5.574770368026292e-08,6.126738374884882e-08,2.50880194503766e+27,Pe1,1.0,5.0175567440592494e-11,0.13001628905671556,0.13001628905671553,2.557218476271978e-05
16,200.6,0.67885,62735.47609042153,3.3321309318985417,6.419076805408953e-08,0.5942055675876107,0.0007685701997215532,61.33420417234124,1.1558405077691937e-07,1.1863765055452788,3.3433333333333333,0.67885,0.67885,True,0.0011155840507769193,3.93710208924984,9241.759964409352,2.94216924409551e-05,3.7992201788712074e-10,0.008069806099312193,326109515.59042513,53937159.71783139,330539911.89726025,-1.856732862166767e-08,3.3659413052065196e-08,3.8440886815401855e-08,2.837145995036461e+27,Pe1,1.0,6.191510309022992e-11,0.14852658077891312,0.1485265807789131,2.734089459014701e-05
17,225.6,0.6958,79396.89201207475,4.217085073025145,6.621988851216491e-08,0.5714601991950141,0.0007282543462208634,68.97804816191517,2.385375105729968e-07,1.168437619391332,3.76,0.6958,0.6958,True,0.001238537510572997,3.62244331744597,7599.62195344489,3.244509119375077e-05,2.951307585124977e-10,0.009323357989292519,224737951.5043046,45095796.499756,229217751.73031116,-1.1378700799437983e-08,1.8740571523077058e-08,2.1924503481144046e-08,3.167021863995273e+27,Pe1,1.0,7.835864267430045e-11,0.16703687250111066,0.16703687250111063,2.9148909485077777e-05
18,250.6,0.7119,100120.42549204058,5.317794451994412,6.772980090399291e-08,0.5473753278208797,0.0006886200579638857,76.62189215148909,5.241651297827346e-07,1.1589254484613862,4.176666666666667,0.7119,0.7119,True,0.0015241651297827345,3.280531873978234,6216.664135520299,3.5872883836268236e-05,2.09733408677997e-10,0.011834891781388178,131284004.37768893,32624117.759721424,135276837.8734557,-5.636703704933456e-09,7.659754893985136e-09,9.51021943454197e-09,3.6248690274585166e+27,Pe1,1.0,9.881118072400882e-11,0.18554716422330816,0.18554716422330816,3.108638239215733e-05
19,275.6,0.7285,132920.97677315387,7.059962334000957,6.786881976210776e-08,0.522250561168038,0.0006493642069636421,84.26573614106304,9.480164425225264e-07,1.144492123086898,4.593333333333334,0.7285,0.7285,True,0.0019480164425225263,3.0231841301356943,4852.21260636634,4.0604585603251925e-05,1.4681943949717963e-10,0.015673757432922604,70646110.246715,21556405.041073665,73861705.17450728,-2.351354777264077e-09,3.2086631118487664e-09,3.977987965530012e-09,4.00827168357783e+27,Pe1,1.0,1.311828090361844e-10,0.20405745594550576,0.20405745594550573,3.336331174056135e-05
20,300.6,0.7445,176336.07287132245,9.365910955663567,6.687500702764989e-08,0.49448983714484057,0.000611977611636538,91.90958013063697,1.7577863076105531e-06,1.1359632484967654,5.010000000000001,0.7445,0.7445,True,0.0027577863076105533,2.755033922815413,3765.96131354329,4.60900380144442e-05,9.198147571284786e-11,0.022846716842117584,29601850.798159134,11323112.714625427,31693571.149755064,-9.756119675323325e-10,8.419420248235562e-10,1.2886757095391759e-09,4.426716196691704e+27,Pe1,1.0,1.7403017894720605e-10,0.2225677476677033,0.22256774766770326,3.6062178745295733e-05
21,325.6,0.76035,225851.04156803226,11.995848099178536,6.637615893850516e-08,0.4745223430370353,0.0005755416524265064,99.5534241202109,2.669721987518698e-06,1.1260391784459256,5.426666666666667,0.76035,0.76035,True,0.003669721987518698,2.573533961696446,3029.3855466120576,5.13887103737017e-05,6.091364194046854e-11,0.031322512712383205,10816156.334558379,4058118.793635464,11552383.563441126,-6.850950640289847e-10,4.833431204507405e-10,8.384365323886701e-10,4.2330836878087155e+27,Pe1,1.0,2.2289765525275959e-10,0.24107803938990086,0.24107803938990083,3.8481873725600936e-05
22,350.6,0.7745,282982.5846930117,15.030331837844308,6.508276905848359e-08,0.45465311881144443,0.0005407225881174167,107.19726810978483,3.604277248926728e-06,1.1186813589124798,5.843333333333334,0.7745,0.7745,True,0.0046042772489267286,2.443181809522092,2478.9736446022907,5.680793970882746e-05,4.157150091949044e-11,0.04029401422648552,3976575.8648880445,-1952090.530863344,4429877.31770265,2.220440083522456e-11,6.657116894558423e-10,6.660818935345737e-10,4.4560239097027815e+27,Pe1,1.0,2.792821063277566e-10,0.2595883311120984,0.25958833111209834,4.084785101381164e-05
23,375.6,0.7882,361570.82845986314,19.20446638273366,6.357445544538327e-08,0.4290716732466559,0.0005085856603775304,114.84111209935877,4.51694497563218e-06,1.1139567954643599,6.260000000000001,0.7882,0.7882,True,0.005516944975632179,2.345155199880241,1982.8565525105942,6.351837004963203e-05,2.8406992694756542e-11,0.04934365392435562,4510287.666582332,-9110703.69870859,10166002.986473449,3.073309243946039e-11,1.088727606225609e-09,1.0891612936239688e-09,3.1442681680972085e+27,Pe1,1.0,3.568426752073421e-10,0.2780986228342959,0.2780986228342959,4.411078045748956e-05
24,400.6,0.80135,444655.53809463774,23.61742613365377,6.331022165726648e-08,0.40819397417097886,0.0004767632919660031,122.4849560889327,5.638251107111853e-06,1.1090836248710265,6.676666666666667,0.80135,0.80135,True,0.006638251107111853,2.2488555861436352,1646.4586956056291,6.970590554045752e-05,1.824223308033437e-11,0.06062847030665974,9601323.412550637,1544724.6863605112,9724792.318041788,-1.1439545664408576e-09,5.08457742314526e-10,1.2518631418012414e-09,1.321009371598601e+27,Pe1,1.0,4.3884091101963564e-10,0.29660891455649346,0.29660891455649346,4.7116160487889174e-05
25,425.6,0.8145,538914.5440244767,28.623897254015265,6.309527536224509e-08,0.3862716143874661,0.0004468566627786022,130.12880007850666,6.92314852092759e-06,1.1030076859659954,7.093333333333334,0.8145,0.8145,True,0.00792314852092759,2.159696351455526,1388.38285950678,7.590849339790872e-05,1.051583661145422e-11,0.07395638002017649,2552038.9018987785,1616816.7242312443,3021092.331683786,-2.387580367913945e-10,-5.373555188894933e-12,2.3881849850430137e-10,1.3169029395464177e+27,Pe1,1.0,5.318673202066318e-10,0.31511920627869106,0.315119206278691,5.07951933507442e-05
26,450.6,0.82625,652856.9611192526,34.67583271569189,6.280613786389206e-08,0.3607925030696351,0.00041770840709837685,137.77264406808055,8.196493242956996e-06,1.096440344197533,7.510000000000001,0.82625,0.82625,True,0.009196493242956995,2.086371914808549,1169.5667788667186,8.270513627749721e-05,5.1260210893210795e-12,0.08760204150946771,810197.8434385168,620097.1835995485,1020265.1923007644,8.664855691351865e-11,-2.9599373353348888e-12,8.669909828956925e-11,8.61431740117755e+26,Pe1,1.0,6.443197464957845e-10,0.33362949800088854,0.33362949800088854,5.505571039191933e-05
27,475.6,0.8372,806481.7639279857,42.8354576878207,6.234672501017119e-08,0.33261397725796954,0.000391400289679615,145.4164880576545,9.637438176082179e-06,1.0896301122012355,7.926666666666667,0.8372,0.8372,True,0.01063743817608218,2.0160383949199727,965.3219227120527,9.103510739221353e-05,8.478670284645307e-13,0.10331249052584442,98549.52788039025,81414.53450716157,127829.32321836652,4.627133609170923e-11,6.691637783782165e-12,4.675269575052603e-11,1.4891419022203902e+26,Pe1,1.0,7.959356438456287e-10,0.3521397897230861,0.35213978972308607,6.0513945037704445e-05
28,500.6,0.84655,964771.1345197174,51.24283642802907,6.35169521050727e-08,0.3120883832965854,0.0003668418132350068,153.06033204722843,1.1764020420052322e-05,1.0794363771015587,8.343333333333334,0.84655,0.84655,True,0.01276402042005232,1.9294442303135277,823.6597827105727,9.855327550449444e-05,3.3409005051302637e-12,0.12653446931658743,-288918.69733887154,-249623.05835674563,381818.91641898215,-4.864087194785336e-11,-7.693110823054235e-12,4.924549094062584e-11,3.112860775173119e+26,Pe1,1.0,9.521551118249435e-10,0.37065008144528366,0.3706500814452836,6.484656101645991e-05
29,525.6,0.8565,1186300.1933764478,63.00912681637263,6.304643011292216e-08,0.2919415527656386,0.0003435246573154872,160.70417603680235,1.38108759954361e-05,1.0676092080742445,8.76,0.8565,0.8565,True,0.0148108759954361,1.85977877414269,685.2310799302533,0.00010805042190363525,5.928702782276717e-12,0.15019714096899853,-400247.98777998454,-356320.32224038104,535875.5674253264,1.845284323793445e-11,1.4995994947595357e-12,1.8513676625901896e-11,8.886576942262016e+26,Pe1,1.0,1.170787301637722e-09,0.3891603731674812,0.38916037316748114,7.023239323898144e-05
30,550.6,0.86545,1481411.0053643025,78.6836370973676,6.007983765209192e-08,0.2734934498111028,0.00032250931816031137,168.3480200263763,1.6993438399907124e-05,1.0544402869019316,9.176666666666668,0.86545,0.86545,True,0.017993438399907125,1.7697187384338733,561.385282386795,0.00011937530168312359,8.485430736000737e-12,0.18668098016397883,-434902.23019482946,-396324.7870611898,588398.9179693772,3.487278709480976e-11,7.440710513175677e-13,3.48807242110788e-11,3.834639464437295e+26,Pe1,1.0,1.4620390380704553e-09,0.4076706648896788,0.4076706648896787,7.584965641278472e-05
31,575.6,0.87365,1877805.0987451875,99.73770573745544,5.797163112559552e-08,0.2549695884695647,0.00030306577033314486,175.99186401595023,2.3710075103091425e-05,1.0479415735195534,9.593333333333334,0.87365,0.87365,True,0.024710075103091426,1.6250670703656953,449.8487263515424,0.00013335574989609968,1.127978839143782e-11,0.26039967354833676,-399557.17265937035,-371499.1167970261,545579.9923059132,2.6933044131415848e-11,-3.822088926609822e-13,2.693575597272931e-11,3.1457964546346276e+26,Pe1,1.0,1.8532496048104265e-09,0.42618095661187627,0.42618095661187627,8.218844049259077e-05
32,600.6,0.8817,2027757.7052536455,107.70228574232341,6.029085707839012e-08,0.24336309625087332,0.0002841093341946514,183.63570800552415,2.8571823439928685e-05,1.0433776255269276,10.01,0.8817,0.8817,True,0.029571823439928684,1.5440620422693774,422.259917830524,0.0001376432961265782,1.2602821803575376e-11,0.3158809184282115,-357503.2286940973,-335713.32337987085,490420.22187248943,-2.4091816954606703e-11,-7.735323617325622e-12,2.5303179160710823e-11,2.3893687284758553e+26,Pe1,1.0,2.0012413260693555e-09,0.4446912483340738,0.4446912483340738,8.700954074542704e-05
33,625.6,0.88855,2183334.6179169617,115.9655950416349,6.157347203191752e-08,0.23193861477254354,0.00026623625744730305,191.2795519950981,2.994949459321588e-05,1.038706483233003,10.426666666666668,0.88855,0.88855,True,0.030949494593215884,1.523610502063634,396.99526401502516,0.00014195553492459513,1.2699446404944956e-11,0.33466365506051327,-332065.5902628945,-313291.2023166678,456529.2254452806,-2.1431853787497205e-11,-7.401079591241386e-12,2.267378080260432e-11,2.266046904662651e+26,Pe1,1.0,2.154783806118847e-09,0.4632015400562714,0.46320154005627134,9.151577017826346e-05
34,650.6,0.8953,2354301.0196126364,125.04630138049264,6.321655151112782e-08,0.22012064453111918,0.00024962367270064305,198.92339598467203,3.162235750417346e-05,1.0342816422658814,10.843333333333334,0.8953,0.8953,True,0.03262235750417346,1.500005755754611,372.5498348444887,0.00014653885908003797,1.2797019460181658e-11,0.3569530224626911,-307101.3930758577,-290993.1369126726,423070.0549074703,-1.821219373774597e-11,-6.329539146860745e-12,1.928074341286757e-11,2.2495762049115112e+26,Pe1,1.0,2.323514531469468e-09,0.48171183177846894,0.4817118317784689,9.697212121410339e-05
35,675.6,0.90175,2608637.002730817,138.55509814520403,6.317381501150678e-08,0.20538277756976672,0.00023402890067481408,206.56723997424598,3.337358129222454e-05,1.0293379813944998,11.26,0.90175,0.90175,True,0.03437358129222454,1.47659718705221,340.27582874941555,0.00015333081472142422,1.2686786937675822e-11,0.38064390234718976,-279880.8795744391,-266285.22425043513,386317.3920566691,6.7282791925703e-12,-3.844859726433055e-12,7.749366890857685e-12,4.6632190979153105e+26,Pe1,1.0,2.574524639237207e-09,0.5002221235006665,0.5002221235006664,0.00010458251020388311
36,700.6,0.90835,2835582.9757561493,150.60910241381882,6.602312431671619e-08,0.19311252739284906,0.0002183858171533634,214.2110839638199,3.595132529764222e-05,1.0257847620177043,11.676666666666668,0.90835,0.90835,True,0.03695132529764222,1.4442850952993471,316.42531030170426,0.00015900448925960448,1.2743063901993296e-11,0.41361180821156196,-254240.62894004604,-242839.08278000966,351580.8833387654,-3.652907093852545e-12,-4.482839503708859e-12,5.78269662461476e-12,5.136230974237666e+26,Pe1,1.0,2.798502907857079e-09,0.5187324152228641,0.518732415222864,0.00011208170621412262
37,725.6,0.91465,3083933.457848509,163.79998538630358,6.564039574442399e-08,0.1806863314704127,0.00020340801722047762,221.8549279533938,3.878817804804436e-05,1.0194912768636681,12.093333333333334,0.91465,0.91465,True,0.03978817804804436,1.411300619530232,294.76982502669773,0.00016474167664836398,1.2790825691796223e-11,0.4512231776107075,-229622.3480106804,-220187.3559711719,318133.45381382573,-7.6842468331834e-12,-4.366915810502362e-12,8.838416322470029e-12,2.7172219277693247e+26,Pe1,1.0,3.0436057852002614e-09,0.5372427069450615,0.5372427069450615,0.00012064079190447189
38,750.6,0.9194,3518957.568298304,186.90584804784044,6.18992244046039e-08,0.16799781491544433,0.00019014353632721597,229.49877194296775,4.430184939095049e-05,1.0115819169810163,12.51,0.9194,0.9194,True,0.045301849390950485,1.3535781436748995,261.70137818497363,0.00017484047939913622,1.2652570457129733e-11,0.520457507810104,-193709.25455974665,-186637.7289094443,268992.41096091905,-8.776277960679043e-12,-3.978499109488389e-12,9.635948837934987e-12,1.7738721690589192e+26,Pe1,1.0,3.4729412158649376e-09,0.5557529986672591,0.555752998667259,0.00012910628699261607
39,775.6,0.92495,3635303.9715338172,193.08546878551402,6.457584165584651e-08,0.15772452438565376,0.0001766713030393694,237.14261593254167,4.80792745519313e-05,1.0105206456857463,12.926666666666668,0.92495,0.92495,True,0.0490792745519313,1.3180420938437116,255.12260026405548,0.00017708041338921018,1.2784564585622048e-11,0.5678545332356907,-177488.68748322013,-171434.85619643098,246763.3362223958,8.562723330675911e-12,-3.022530083406612e-12,9.080524155730195e-12,1.584409875979712e+26,Pe1,1.0,3.587766192089261e-09,0.5742632903894566,0.5742632903894566,0.00013804934356029206
40,800.6,0.93035,3787808.5163548687,201.1855923953342,6.6784776002324e-08,0.14618420525651193,0.0001636921687138541,244.78645992211563,4.922411343517541e-05,1.009288047937797,13.343333333333334,0.93035,0.93035,True,0.05022411343517541,1.3078220971030692,246.58111566674745,0.0001801213058552974,1.2705970102071272e-11,0.5852068520019964,-169413.72156926637,-163875.64535231653,235703.70424663913,2.3627752219491493e-12,-3.4812452069566245e-12,4.207347732291131e-12,3.18011464339053e+26,Pe1,1.0,3.7382764807290514e-09,0.5927735821116542,0.5927735821116541,0.00014957282379001962
41,825.6,0.93535,3903590.021488279,207.33520914552432,6.982012854578947e-08,0.13602161081219724,0.00015117541627767284,252.43030391168958,5.0347890851196886e-05,1.0089356932232831,13.76,0.93535,0.93535,True,0.051347890851196884,1.298018717977743,240.63736467522648,0.0001823322377641126,1.266594790049764e-11,0.6017265319523981,-162847.16716168378,-157715.93407782295,226701.3800457015,-4.566280418781566e-12,-3.5464460644920495e-12,5.781712250821473e-12,2.1872663372895514e+26,Pe1,1.0,3.852543945854283e-09,0.6112838738338519,0.6112838738338516,0.0001607973476987252
42,850.6,0.9409,3993268.546480948,212.09839268500068,7.118954512545694e-08,0.12750190040614295,0.00013925398540490762,260.07414790126353,5.19211462927601e-05,1.0087329850526607,14.176666666666668,0.9409,0.9409,True,0.052921146292760096,1.2846557279348656,236.6766026649418,0.00018385156462276254,1.2689483215508597e-11,0.62396807945424,-155922.20399812146,-151212.18003445442,217202.3413557139,-4.149977440993471e-12,-3.384265739636198e-12,5.354957269412153e-12,2.2211998160844553e+26,Pe1,1.0,3.941049771679181e-09,0.6297941655560494,0.6297941655560492,0.00017387893163941696
43,875.6,0.94505,4056483.427153755,215.45598670313703,7.382221365716913e-08,0.12146221330734032,0.00012722358349306906,267.7179918908374,5.3632409495173966e-05,1.0081763711181384,14.593333333333334,0.94505,0.94505,True,0.054632409495173964,1.2705726914398434,234.14514852947187,0.00018484274597787212,1.2730176542249967e-11,0.6473430766490126,-149736.79297774477,-145380.56496392126,208702.21810150682,-3.510817243259182e-13,-3.781573413210788e-12,3.797835680576287e-12,2.9485880725621373e+26,Pe1,1.0,4.003438010321894e-09,0.6483044572782468,0.6483044572782468,0.00018014139566748758
44,900.6,0.95045,4110885.2679113466,218.3454850800891,7.566500844613332e-08,0.11558504280038324,0.00011537394971104049,275.3618358804113,5.4822266686840164e-05,1.0078800141092665,15.01,0.95045,0.95,False,0.05582226668684016,1.2610430120428564,232.32503625279836,0.00018556539341597962,1.2777446170839959e-11,0.6651017912862297,-145151.62108372894,-141075.93970397906,202413.96657986613,-1.8038037618751404e-12,-4.243440491766677e-12,4.61091045440268e-12,2.3546155131175287e+26,Pe1,1.0,4.057128454528451e-09,0.6668147490004444,0.6668147490004444,0.0001914660327208011
45,925.6,0.9555,4165597.340509326,221.25146110534862,7.752852134867525e-08,0.10900965954791972,0.00010362149426280031,283.0056798699853,5.581556483103571e-05,1.0075710513883034,15.426666666666668,0.9555,0.95,False,0.05681556483103571,1.2532446760153078,229.3439216417288,0.00018676753043545688,1.271807891968113e-11,0.6771441462089051,-141867.34362097288,-137928.94401707116,197865.45121302895,-4.7365394487367825e-12,-3.890775196030682e-12,6.129676792090047e-12,1.6988662515406603e+26,Pe1,1.0,4.111125073766688e-09,0.6853250407226419,0.6853250407226419,0.0002041058948121162
46,950.6,0.95975,4215882.050293754,223.92228226294586,7.823350514268107e-08,0.09987119985899628,9.262027866244454e-05,290.6495238595592,5.697318144732563e-05,1.0071109826521303,15.843333333333334,0.95975,0.95,False,0.05797318144732563,1.244329528367792,226.7119534994379,0.00018784852267901897,1.266927538263198e-11,0.6912565836727065,-138382.03065521273,-134589.76314921578,193038.83224062002,-8.478802608499625e-13,-3.997299490765292e-12,4.08623349254683e-12,2.4319718951273904e+26,Pe1,1.0,4.1607522254866775e-09,0.7038353324448395,0.7038353324448394,0.00022113528826814461
47,975.6,0.96425,4272009.220963171,226.9034197813406,8.274794865085906e-08,0.09376818052786468,8.197907857057435e-05,298.2933678491332,5.855220214984407e-05,1.006682083145717,16.26,0.96425,0.95,False,0.05955220214984407,1.2324567664577049,223.82865369772068,0.00018905455792563814,1.2613544818358645e-11,0.710386928644954,-134012.3909992432,-130399.06413931354,186984.58992586218,-2.1212127395744033e-12,-3.681292779462854e-12,4.248700979671092e-12,2.2016846965394254e+26,Pe1,1.0,4.216145437983402e-09,0.7223456241670371,0.722345624167037,0.00023580941721158152
48,1000.6,0.96885,4320730.0947050555,229.49117937992034,8.571664786623627e-08,0.08707543928774711,7.131194671661451e-05,305.93721183870707,5.98343440030466e-05,1.0063811511552267,16.676666666666666,0.96885,0.95,False,0.0608343440030466,1.2230494660185978,221.37092056189522,0.00019010113418269125,1.2559443403618683e-11,0.7258983472120896,-130550.76696349352,-127075.55083232939,182185.8896130442,-3.5085334316544388e-12,-3.723912344934249e-12,5.1163786014905666e-12,1.7416612856299233e+26,Pe1,1.0,4.2642292034756264e-09,0.7408559158892345,0.7408559158892345,0.0002547212109655914
49,1025.6,0.9726,4376836.540895806,232.4712161387335,8.872952902867772e-08,0.07932099622431485,6.11967478610009e-05,313.58105582828097,6.1016349721571316e-05,1.0058392331889447,17.09333333333333,0.9726,0.95,False,0.062016349721571315,1.214553777408097,218.65091747719103,0.00019127990238928464,1.2496185925159709e-11,0.7404011734430814,-127288.76000599231,-123943.26239743599,177663.61675251008,1.4580010187386507e-12,-3.713543855196285e-12,3.989508106911055e-12,2.131767394754377e+26,Pe1,1.0,4.319601962501474e-09,0.759366207611432,0.7593662076114319,0.00027385702483203824
50,1050.6,0.97675,4424374.448307451,234.99614368524263,9.355444719481774e-08,0.07027494875002448,5.1577265985191904e-05,321.2248998178549,6.272677163797203e-05,1.0054390226138803,17.509999999999998,0.97675,0.95,False,0.06372677163797204,1.202547063744248,216.38770991630005,0.00019227760243677018,1.2441902146932054e-11,0.7611244050849184,-123242.22162430645,-120053.91443061593,172051.11903445533,4.489720245073197e-12,-4.037667453170096e-12,6.038240334849982e-12,1.325236755727627e+26,Pe1,1.0,4.366518230959269e-09,0.7778764993336296,0.7778764993336295,0.00030833174611674284
51,1075.6,0.98,4491661.295349272,238.5700160507735,9.839994936498496e-08,0.05983553181293918,4.3145047718417835e-05,328.86874380742887,6.411935233383127e-05,1.0047946160889396,17.926666666666666,0.98,0.95,False,0.06511935233383127,1.1930108730812081,213.28283454291042,0.00019367209102563572,1.2360666660006916e-11,0.7782555680865163,-119675.2159950515,-116623.51842330366,167102.37093737742,1.9881581291142514e-12,-3.573284580418027e-12,4.089148498039208e-12,1.8548880785802157e+26,Pe1,1.0,4.432925188088378e-09,0.7963867910558272,0.796386791055827,0.00035331972059874056
52,1100.6,0.9836,4532713.535307235,240.7504639745366,1.0147994536078624e-07,0.05141727564100387,3.509288118310784e-05,336.51258779700277,6.678135691604991e-05,1.004547761120213,18.34333333333333,0.9836,0.95,False,0.0677813569160499,1.1753447608556837,211.40309451385548,0.00019453122578634967,1.2300572853168893e-11,0.8102688213473369,-114363.38892788878,-111507.76779775224,159727.79033815305,-8.561769731771548e-13,-3.3562393891848666e-12,3.4637236966759923e-12,2.0092350647037475e+26,Pe1,1.0,4.473440600220083e-09,0.8148970827780246,0.8148970827780245,0.00040934042514238636
