T0_s,T0_us,pre_T0_max_abs,pre_T0_max_time_s,pre_T0_max_time_us,pre_T0_max_time_before_T0_us,pre_T0_max_z_m,pre_T0_max_z_mm,post_T0_max_abs,post_T0_max_time_s,post_T0_max_time_us,post_T0_max_time_after_T0_us,post_T0_max_z_m,post_T0_max_z_mm,pre_to_post_abs_ratio,main_peak_after_T0,receiver_traces_gated,pre_T0_samples_present,interpretation
6.711560552140244e-05,67.11560552140244,0.00018944226733746082,6.658882402001667e-05,66.58882402001667,0.5267815013857687,-0.0009999999999999835,-0.9999999999999836,0.0008477186893619963,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.0009999999999999835,-0.9999999999999836,0.22347303381978925,True,False,True,"pre-T0 samples are present; any pre-T0 energy is finite-band inverse-transform side lobe, not receiver-side gating"
