distance_from_interface_m,distance_from_interface_mm,common_arrival_time_s,common_arrival_time_us,time_after_T0_us,fluid_z_m,porous_z_m,fluid_signed,porous_signed,signed_product,polarity_reversed,fluid_abs,porous_abs
0.001,1.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.0009999999999999835,0.0010000000000000182,1.3016857422330343e-05,-1.1734536266515377e-06,-1.5274678549839527e-11,True,1.3016857422330343e-05,1.1734536266515377e-06
0.002,2.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.0019999999999999844,0.002000000000000019,1.1294588786099719e-05,-1.0529443247100662e-06,-1.1892573162257655e-11,True,1.1294588786099719e-05,1.0529443247100662e-06
0.005,5.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.004999999999999987,0.005000000000000022,7.753550544314746e-06,-7.962940680179431e-07,-6.174106304515126e-12,True,7.753550544314746e-06,7.962940680179431e-07
0.01,10.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.009999999999999992,0.010000000000000026,4.58989269209494e-06,-5.418991650736462e-07,-2.487259017623878e-12,True,4.58989269209494e-06,5.418991650736462e-07
