z_m,z_mm,side,distance_from_interface_m,distance_from_interface_mm,peak_abs,peak_signed,peak_time_s,peak_time_us,liu_dipole_peak_distance_m,liu_dipole_peak_distance_mm,include_in_quantitative_summary,interface_value_policy
-0.02,-20.0,R_E,0.02,20.0,2.0072245799542097e-06,2.0072245799542097e-06,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.019,-19.0,R_E,0.019,19.0,2.15486556686827e-06,2.15486556686827e-06,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.018,-18.0,R_E,0.018,18.0,2.3172712385542186e-06,2.3172712385542186e-06,7.13928273561301e-05,71.3928273561301,0.0,0.0,True,physical_receiver_sample
-0.016999999999999998,-16.999999999999996,R_E,0.016999999999999998,16.999999999999996,2.499072350548431e-06,2.499072350548431e-06,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
-0.015999999999999997,-15.999999999999996,R_E,0.015999999999999997,15.999999999999996,2.7071201030464704e-06,2.7071201030464704e-06,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
-0.014999999999999996,-14.999999999999996,R_E,0.014999999999999996,14.999999999999996,2.9386437703005606e-06,2.9386437703005606e-06,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
-0.013999999999999995,-13.999999999999995,R_E,0.013999999999999995,13.999999999999995,3.1969888310502e-06,3.1969888310502e-06,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
-0.012999999999999994,-12.999999999999995,R_E,0.012999999999999994,12.999999999999995,3.48610299076686e-06,3.48610299076686e-06,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
-0.011999999999999993,-11.999999999999993,R_E,0.011999999999999993,11.999999999999993,3.8106785354799623e-06,3.8106785354799623e-06,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
-0.010999999999999992,-10.999999999999993,R_E,0.010999999999999992,10.999999999999993,4.176339624813543e-06,4.176339624813543e-06,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
-0.009999999999999992,-9.999999999999991,R_E,0.009999999999999992,9.999999999999991,4.58989269209494e-06,4.58989269209494e-06,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
-0.00899999999999999,-8.999999999999991,R_E,0.00899999999999999,8.999999999999991,5.059666970347599e-06,5.059666970347599e-06,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
-0.00799999999999999,-7.999999999999989,R_E,0.00799999999999999,7.999999999999989,5.595986026261373e-06,5.595986026261373e-06,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
-0.006999999999999989,-6.9999999999999885,R_E,0.006999999999999989,6.9999999999999885,6.211833320841416e-06,6.211833320841416e-06,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
-0.005999999999999988,-5.999999999999988,R_E,0.005999999999999988,5.999999999999988,6.923810907373921e-06,6.923810907373921e-06,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
-0.004999999999999987,-4.999999999999987,R_E,0.004999999999999987,4.999999999999987,7.753550544314746e-06,7.753550544314746e-06,7.125938281901583e-05,71.25938281901583,0.0,0.0,True,physical_receiver_sample
