distance_from_interface_m,distance_from_interface_mm,common_arrival_time_s,common_arrival_time_us,time_after_T0_us,fluid_z_m,porous_z_m,fluid_signed,porous_signed,signed_product,polarity_reversed,fluid_abs,porous_abs
0.001,1.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.0009999999999999835,0.0010000000000000182,3.512353849239303e-05,-6.225929775987054e-06,-2.1867668413781725e-10,True,3.512353849239303e-05,6.225929775987054e-06
0.002,2.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.0019999999999999844,0.002000000000000019,3.0485746032447506e-05,-5.4946160272360195e-06,-1.6750746875213296e-10,True,3.0485746032447506e-05,5.4946160272360195e-06
0.005,5.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.004999999999999987,0.005000000000000022,2.092678094744231e-05,-3.977542476244202e-06,-8.323716010950967e-11,True,2.092678094744231e-05,3.977542476244202e-06
0.01,10.0,7.125938281901583e-05,71.25938281901583,4.143777297613391,-0.009999999999999992,0.010000000000000026,1.23691009277146e-05,-2.5600929630362495e-06,-3.166604824412729e-11,True,1.23691009277146e-05,2.5600929630362495e-06
